# Time (month),FSNS (W/m2),FSDSC (W/m2),FLDS (W/m2),FLNTC (W/m2),FLNT (W/m2),FLUT (W/m2),FSNTOA (W/m2),FSNT (W/m2),TS (K),SOLIN (W/m2),FLNS (W/m2),FSNTC (W/m2),FSDS (W/m2),FSNSC (W/m2),FLUTC (W/m2)
1.180000000000000000e+03,1.548596418382983302e+02,2.390387254665544390e+02,3.399905471170243345e+02,2.603306314060158115e+02,2.351560128249825539e+02,2.364435059034522055e+02,2.312313956314812629e+02,2.279276565260365999e+02,2.879754275812556443e+02,3.304511018451315181e+02,5.709824843276408046e+01,2.743169414789455800e+02,1.823421294484745658e+02,2.057991224965670654e+02,2.616181245631399861e+02
1.181000000000000000e+03,1.511334368900527636e+02,2.354860000979791721e+02,3.452061092872555719e+02,2.618107670794253181e+02,2.359714088133825953e+02,2.372554306819186820e+02,2.292534356013899526e+02,2.259744416792019308e+02,2.887267172171183915e+02,3.290112799040467735e+02,5.532033461437516308e+01,2.752138006130261374e+02,1.754437095844112093e+02,2.050903979867514693e+02,2.630947889888293503e+02
1.182000000000000000e+03,1.514165149574669158e+02,2.359031073973279433e+02,3.480701720561255001e+02,2.628474437087922411e+02,2.370548074227903612e+02,2.383466193806062563e+02,2.300234724624536966e+02,2.266968787162984427e+02,2.889376230794464391e+02,3.304680509141599600e+02,5.376052941786952744e+01,2.800579407307015458e+02,1.715010571662132293e+02,2.095821779546131438e+02,2.641392553949823991e+02
1.183000000000000000e+03,1.561289094738209258e+02,2.400208379679530140e+02,3.474420309595200251e+02,2.627919743986356593e+02,2.377248401782379688e+02,2.390282695216201034e+02,2.345461194654573944e+02,2.311384753378373489e+02,2.888460391185665799e+02,3.345752306768507651e+02,5.398528246207814618e+01,2.852887304857231925e+02,1.747914752547033004e+02,2.152418626200236815e+02,2.640954036116470434e+02
1.184000000000000000e+03,1.611407156571165160e+02,2.465719291823999413e+02,3.427906475056658451e+02,2.612054432572427913e+02,2.371533433572451486e+02,2.384692623435645373e+02,2.390776374531189390e+02,2.356025878075080584e+02,2.880411057057273752e+02,3.402668183692346702e+02,5.453524873515811322e+01,2.899348490230336211e+02,1.809608179494165938e+02,2.207988732994975294e+02,2.625213620784644490e+02
1.185000000000000000e+03,1.640298215004550570e+02,2.528676443040860136e+02,3.369665831562936660e+02,2.587597885948156318e+02,2.345532321494222003e+02,2.358842401279731575e+02,2.418821343056002604e+02,2.383697080687020957e+02,2.869795356182523847e+02,3.461481609428505521e+02,5.479110704598439696e+01,2.917025986028650095e+02,1.884109622430128752e+02,2.228625107337446707e+02,2.600907964786442790e+02
1.186000000000000000e+03,1.656743541634143355e+02,2.585935923521979589e+02,3.307742435745769285e+02,2.567059470176793639e+02,2.324406284988752418e+02,2.337922012661480267e+02,2.428957390831286034e+02,2.393734190378986284e+02,2.857854829153220635e+02,3.505524512444648622e+02,5.516010838109589542e+01,2.919360755109414640e+02,1.948081702350694115e+02,2.238262564748904140e+02,2.580575195646194970e+02
1.187000000000000000e+03,1.652666573233150302e+02,2.593803602080758992e+02,3.281168362058459707e+02,2.555827078914561810e+02,2.323003316961026030e+02,2.336713712762878288e+02,2.430668186255099101e+02,2.395455015822493863e+02,2.849731858914128111e+02,3.521020633773682107e+02,5.427787496003561074e+01,2.925778210098667387e+02,1.950615241030508002e+02,2.239662020806536304e+02,2.569537473947911508e+02
1.188000000000000000e+03,1.659197116449614953e+02,2.567626779597134714e+02,3.269276360128072838e+02,2.549470225957905996e+02,2.320193045704789654e+02,2.333915746089284369e+02,2.438412581649226922e+02,2.403169244045092228e+02,2.844951953117929975e+02,3.502502630993002981e+02,5.401248433541708494e+01,2.933453735441909203e+02,1.927847002619381271e+02,2.244803759221499320e+02,2.563192925079552538e+02
1.189000000000000000e+03,1.649606382016392558e+02,2.525763476864285906e+02,3.282623998559826646e+02,2.555390209480796955e+02,2.324960829239209943e+02,2.338512527000575005e+02,2.423764887526253347e+02,2.388709203168109241e+02,2.848749459618243804e+02,3.458487839421814556e+02,5.452888158520429585e+01,2.910353782623773213e+02,1.896881974289285608e+02,2.225675772203888130e+02,2.568941908447802120e+02
1.190000000000000000e+03,1.637229856336739715e+02,2.480266045754967195e+02,3.317229013425438211e+02,2.570569824496668616e+02,2.330955162098094888e+02,2.344171174493671970e+02,2.400544092573243802e+02,2.366024460017124795e+02,2.859505789390194082e+02,3.401270852817171999e+02,5.578486314112974753e+01,2.864438340039741888e+02,1.877660062266193961e+02,2.185378941370884434e+02,2.583785835850022750e+02
1.191000000000000000e+03,1.600306540569926312e+02,2.431705050339613479e+02,3.359965714322202643e+02,2.585243714728117652e+02,2.337064349054476793e+02,2.350070239576282916e+02,2.359539677989746451e+02,2.325771627218762774e+02,2.871172710017509075e+02,3.344575944681887449e+02,5.675012336839882465e+01,2.798860103796294538e+02,1.853509177251611106e+02,2.120297128944463054e+02,2.598249603671243335e+02
1.192000000000000000e+03,1.563833014674301012e+02,2.397662513415382648e+02,3.391774425211466450e+02,2.599816140862166662e+02,2.340688418682668441e+02,2.353540997867080762e+02,2.321128232528437252e+02,2.288096698988366029e+02,2.879613522384675548e+02,3.304511018451315181e+02,5.757291917667279080e+01,2.750855186005996416e+02,1.833279104268600292e+02,2.070906138262399168e+02,2.612668718964885670e+02
1.193000000000000000e+03,1.523677889515351183e+02,2.361260128401018505e+02,3.430920575877128158e+02,2.612378200283618526e+02,2.349043052258770388e+02,2.361854127793565965e+02,2.298530560856106888e+02,2.265739515875862935e+02,2.884419646264184394e+02,3.290112799040467735e+02,5.633971740209982215e+01,2.755531792387745327e+02,1.766210323509369005e+02,2.059118908054117867e+02,2.625189275698486995e+02
1.194000000000000000e+03,1.538513110645411075e+02,2.358859034389366229e+02,3.470509216823277825e+02,2.623665608852108448e+02,2.363979679589720035e+02,2.376864603867509516e+02,2.320555044686632868e+02,2.287303462696366410e+02,2.889348236209293077e+02,3.304680509141599600e+02,5.495960971191607314e+01,2.796583112972051595e+02,1.745033686896994993e+02,2.092102696063466567e+02,2.636550529276170778e+02
1.195000000000000000e+03,1.575885802510496205e+02,2.398256354175454703e+02,3.471226198131035972e+02,2.625559163579338815e+02,2.371957642006570666e+02,2.384972712469337921e+02,2.358621710787089683e+02,2.324555007173780723e+02,2.887979343067091804e+02,3.345752306768507651e+02,5.433867845589445977e+01,2.851936861517957595e+02,1.763740995985348547e+02,2.149785244234279276e+02,2.638574236352072262e+02
1.196000000000000000e+03,1.619241006512132230e+02,2.460410483069939005e+02,3.427919585419808755e+02,2.612468923294091496e+02,2.365604302359041924e+02,2.378740655925066676e+02,2.401026643692095490e+02,2.366285950228226511e+02,2.880943524304208836e+02,3.402668183692346702e+02,5.471647054258098564e+01,2.899268822964553465e+02,1.819403065807143207e+02,2.202185648629079822e+02,2.625605276078526344e+02
1.197000000000000000e+03,1.663096137651198489e+02,2.535879578851288727e+02,3.364593226687525203e+02,2.591395520827607584e+02,2.353874596420400280e+02,2.367158790612052996e+02,2.435761065149777096e+02,2.400648443187529324e+02,2.870654529157515071e+02,3.461481609428505521e+02,5.572606113296946972e+01,2.917469178427753604e+02,1.909976499844931936e+02,2.233054399331394109e+02,2.604679713615591368e+02
1.198000000000000000e+03,1.667674281709504953e+02,2.583807446392042380e+02,3.318356633152465065e+02,2.571105827210301413e+02,2.331873110086550582e+02,2.345381100197550950e+02,2.440561080238252032e+02,2.405342757194384262e+02,2.859743063920442410e+02,3.505524512444648622e+02,5.498575702474656168e+01,2.920528282890119272e+02,1.958583883070679974e+02,2.237260976460087250e+02,2.584613817732146686e+02
1.199000000000000000e+03,1.660182245211729537e+02,2.591149465431763019e+02,3.286635015256241559e+02,2.555178097873831291e+02,2.317731262210427587e+02,2.331420004327615914e+02,2.439227071804389197e+02,2.404022406859735099e+02,2.850642572568575019e+02,3.521020633773682107e+02,5.438143731145495963e+01,2.927232717704885090e+02,1.957042234657824338e+02,2.238512039555727426e+02,2.568866840334904964e+02
1.200000000000000000e+03,1.667248723054150901e+02,2.572369724261481565e+02,3.270629032837472892e+02,2.553106826925475730e+02,2.322597598869096771e+02,2.336294288672995947e+02,2.444145272647728291e+02,2.408915501829130790e+02,2.846709901152231055e+02,3.502502630993002981e+02,5.483501570941397318e+01,2.936646080449476699e+02,1.936176959215558782e+02,2.250080716844092024e+02,2.566803516736570145e+02
1.201000000000000000e+03,1.659119421447388731e+02,2.530083046881802602e+02,3.285684290670060363e+02,2.560124699725586765e+02,2.326546073551749600e+02,2.340025842617826868e+02,2.430151210983399039e+02,2.395102963053197414e+02,2.850059112925887916e+02,3.458487839421814556e+02,5.515158627316882445e+01,2.916755307504942607e+02,1.902582061864704599e+02,2.234373642483933793e+02,2.573604468500960820e+02
1.202000000000000000e+03,1.650805596491839253e+02,2.484911847813861527e+02,3.319219410259522078e+02,2.570930272629130400e+02,2.328876362680557577e+02,2.342100880985913705e+02,2.410284619567537732e+02,2.375769022423560273e+02,2.859911717640025586e+02,3.401270852817171999e+02,5.634660518150987940e+01,2.865169498899532528e+02,1.893662324503591492e+02,2.188803030033077164e+02,2.584154792666416824e+02
1.203000000000000000e+03,1.600520087304750518e+02,2.430951232538976683e+02,3.364269206856263850e+02,2.578905881063217294e+02,2.321589653580689401e+02,2.334586239707442132e+02,2.360695765297569153e+02,2.326927416385694301e+02,2.869953801319236959e+02,3.344575944681887449e+02,5.622173762258822904e+01,2.796254445165532161e+02,1.858742198054266908e+02,2.115013904337790791e+02,2.591902467167859072e+02
1.204000000000000000e+03,1.563555629880745244e+02,2.394671966752071910e+02,3.399507622972070067e+02,2.595834927439845501e+02,2.336933027009637556e+02,2.349800440941909017e+02,2.324821273252747744e+02,2.291790138486168473e+02,2.879660570299735127e+02,3.304511018451315181e+02,5.713818912194092547e+01,2.747203838446753252e+02,1.836679480099884927e+02,2.062414185070451538e+02,2.608702343562462147e+02
1.205000000000000000e+03,1.522680792698720325e+02,2.359330840270306453e+02,3.450884760361341250e+02,2.616159882064604290e+02,2.352213171600076578e+02,2.365031907944729710e+02,2.298200225516986563e+02,2.265407694845711717e+02,2.887425732640091383e+02,3.290112799040467735e+02,5.582271752579210045e+01,2.747593834632180574e+02,1.773681516728373424e+02,2.049103616280760605e+02,2.628978616848832530e+02
1.206000000000000000e+03,1.519125951270392534e+02,2.347666552397191140e+02,3.486320513593176429e+02,2.628610575040397066e+02,2.376287282537387853e+02,2.389199134274338121e+02,2.311005378841878155e+02,2.277744180723126703e+02,2.890405811802819471e+02,3.304680509141599600e+02,5.424648662564107582e+01,2.795406983691326559e+02,1.724813320340309417e+02,2.082407013270649827e+02,2.641522426971517916e+02
1.207000000000000000e+03,1.566448697616029619e+02,2.390677844297046590e+02,3.480936489405816587e+02,2.628642600028542233e+02,2.383930541743077640e+02,2.397001273715550838e+02,2.355860964599512215e+02,2.321783537298449858e+02,2.889745182750585855e+02,3.345752306768507651e+02,5.455725269013503720e+01,2.849266472529714065e+02,1.759039693737010168e+02,2.141045139374468249e+02,2.641713330845180963e+02
1.208000000000000000e+03,1.621865468552076379e+02,2.455519751847036787e+02,3.443682975564040021e+02,2.619425153046269088e+02,2.377024411346996828e+02,2.390204220480417519e+02,2.406860563489194362e+02,2.372119263277947709e+02,2.884609132842916210e+02,3.402668183692346702e+02,5.524221277119745110e+01,2.896356728075063529e+02,1.825344596989613706e+02,2.195854275308025478e+02,2.632604959593137437e+02
1.209000000000000000e+03,1.654229651793461358e+02,2.526132828552065348e+02,3.378927326833533016e+02,2.592321784681727195e+02,2.354246684437881640e+02,2.367525469478370610e+02,2.434096211289726455e+02,2.398980618392016595e+02,2.871983020388283308e+02,3.461481609428505521e+02,5.531860429969589887e+01,2.914344519704870322e+02,1.902261493222881938e+02,2.222686688911727231e+02,2.605600570834677114e+02
1.210000000000000000e+03,1.662442254477536494e+02,2.582157754749874243e+02,3.325952214006095460e+02,2.574015606147324320e+02,2.335499524178179911e+02,2.349012115834991050e+02,2.438729686901426987e+02,2.403512331256614516e+02,2.859953205028531329e+02,3.505524512444648622e+02,5.494303620285347023e+01,2.919643361722706913e+02,1.954438224158813568e+02,2.233673961994444994e+02,2.587528196207213682e+02
1.211000000000000000e+03,1.667046468764900169e+02,2.594034543915994391e+02,3.295804647567088068e+02,2.561349040478500569e+02,2.327731329367057356e+02,2.341417647688691375e+02,2.444977157014880049e+02,2.409774692305406631e+02,2.851552663417853637e+02,3.521020633773682107e+02,5.422211530470562479e+01,2.927569761166740818e+02,1.966874766006588970e+02,2.239336842118261757e+02,2.575035359108952093e+02
1.212000000000000000e+03,1.675244224226510141e+02,2.570775336537016642e+02,3.298837253967452625e+02,2.564455210417278295e+02,2.334823674821577981e+02,2.348518101639605220e+02,2.453867040869487255e+02,2.418633905877494783e+02,2.851589632332586461e+02,3.502502630993002981e+02,5.428195921575555616e+01,2.941056834883016791e+02,1.940765127724369279e+02,2.251661885874941902e+02,2.578149636405697720e+02
1.213000000000000000e+03,1.658595864397929631e+02,2.526787909920160189e+02,3.306132114353220004e+02,2.569506932165701869e+02,2.341629649468638377e+02,2.355176614125896890e+02,2.432886385248735905e+02,2.397833641361310413e+02,2.853995631370924571e+02,3.458487839421814556e+02,5.489991375131463514e+01,2.919743129914077144e+02,1.898762010550004504e+02,2.234656847265237900e+02,2.583053898200209915e+02
1.214000000000000000e+03,1.634045952112529392e+02,2.473996603246875452e+02,3.344066300680387940e+02,2.578706030162812226e+02,2.336484358293709533e+02,2.349732748562699385e+02,2.402717691434043559e+02,2.368194149319109840e+02,2.864082427687033601e+02,3.401270852817171999e+02,5.549942993346147091e+01,2.866706846750548721e+02,1.871385334523917265e+02,2.182272649106880067e+02,2.591954420010788454e+02
1.215000000000000000e+03,1.596870436011411130e+02,2.432683983444056537e+02,3.380644582009168744e+02,2.590024648862292338e+02,2.333372069161385127e+02,2.346388415727756751e+02,2.355747181595559994e+02,2.321973423956940508e+02,2.873055794159515699e+02,3.344575944681887449e+02,5.593124511525486042e+01,2.798068542459176342e+02,1.853268528786497598e+02,2.118724327343295215e+02,2.603040992896546868e+02
1.216000000000000000e+03,1.560926555471003780e+02,2.399374965785834775e+02,3.413007432193398927e+02,2.603147733774003427e+02,2.344952778926885628e+02,2.357833009405494238e+02,2.317697709103428849e+02,2.284661637109363141e+02,2.881674836497088563e+02,3.304511018451315181e+02,5.681585307223676296e+01,2.748306505963888071e+02,1.834502598320924562e+02,2.068375126213432793e+02,2.616027962472708168e+02
1.217000000000000000e+03,1.527784631098996897e+02,2.359735201813243179e+02,3.455090391636812797e+02,2.620124604129571253e+02,2.357941034832976470e+02,2.370762329657696910e+02,2.302374820636148627e+02,2.269585878297093018e+02,2.888470501275365905e+02,3.290112799040467735e+02,5.618805675064529481e+01,2.749210432876666914e+02,1.776746448658500981e+02,2.051206207487418567e+02,2.632945896542067885e+02
1.218000000000000000e+03,1.519789474975639223e+02,2.347423322816061386e+02,3.499521897317453636e+02,2.636421988995501238e+02,2.389109591149004075e+02,2.402040908432351216e+02,2.312409391090581039e+02,2.279147174302415806e+02,2.892786394167078470e+02,3.304680509141599600e+02,5.406577512468495428e+01,2.796092012631653461e+02,1.726080335829759065e+02,2.082358107981187061e+02,2.649353305283058262e+02
1.219000000000000000e+03,1.576717137902905677e+02,2.389664918481881557e+02,3.484971252868760985e+02,2.630278731037270745e+02,2.383745284736695851e+02,2.396805389527370949e+02,2.366206788597765751e+02,2.332142333522668878e+02,2.891598117766583869e+02,3.345752306768507651e+02,5.478555669154618357e+01,2.850357895747822568e+02,1.767930276112493857e+02,2.141126887123348865e+02,2.643338833401097077e+02
1.220000000000000000e+03,1.617501770975506190e+02,2.453128507706521475e+02,3.447244970527881947e+02,2.618420240145846378e+02,2.376261811447103582e+02,2.389446959681809517e+02,2.402989601773667800e+02,2.368245607700984010e+02,2.884603899545059562e+02,3.402668183692346702e+02,5.502432249930695463e+01,2.894648302675757918e+02,1.821404927520653985e+02,2.193683127158830075e+02,2.631605389775903632e+02
1.221000000000000000e+03,1.658512823937577991e+02,2.528053691150461191e+02,3.392502248026102620e+02,2.599302194555990582e+02,2.366568813190202150e+02,2.379894241419751211e+02,2.437482450927608966e+02,2.402370325665085886e+02,2.874838710186906496e+02,3.461481609428505521e+02,5.541624413271104999e+01,2.915336209063301567e+02,1.906645918572009180e+02,2.224382449751173283e+02,2.612627621412379995e+02
1.222000000000000000e+03,1.654540777151707402e+02,2.577683369762945063e+02,3.342345098247421902e+02,2.575449452604188423e+02,2.336436836627116804e+02,2.349973316852726555e+02,2.434410358596112758e+02,2.399188241667761474e+02,2.862706483623588838e+02,3.505524512444648622e+02,5.454348136279493531e+01,2.919168160497146118e+02,1.944568857916861759e+02,2.230264526553635847e+02,2.588985933526114991e+02
1.223000000000000000e+03,1.658492845427544466e+02,2.592270772774864440e+02,3.320326017151373321e+02,2.564990204269392962e+02,2.323977734825533048e+02,2.337690073689195174e+02,2.439967851120594275e+02,2.404762459588867785e+02,2.856055827858788803e+02,3.521020633773682107e+02,5.385056428578603516e+01,2.931170778692493286e+02,1.953681379168495482e+02,2.240091431243169779e+02,2.578702543494207475e+02
1.224000000000000000e+03,1.672059441971273088e+02,2.565747521799626156e+02,3.314491188399762791e+02,2.562667365388592202e+02,2.330155174046703053e+02,2.343881004469322988e+02,2.453857021491156161e+02,2.418628729210572317e+02,2.851965607944388807e+02,3.502502630993002981e+02,5.313953975651371309e+01,2.941070592304150750e+02,1.937101500926940219e+02,2.247712636694162711e+02,2.576393194861336724e+02
1.225000000000000000e+03,1.663857801714583786e+02,2.524329013956033236e+02,3.317380809860017621e+02,2.572388213221640285e+02,2.338788757644971668e+02,2.352266703103994701e+02,2.439706178497864073e+02,2.404671873595831073e+02,2.855504934677950928e+02,3.458487839421814556e+02,5.481761644145350232e+01,2.920295912122825825e+02,1.905983968401406514e+02,2.231536658206654806e+02,2.585866160258492528e+02
1.226000000000000000e+03,1.636545321476578465e+02,2.471751675022105701e+02,3.360375493868321541e+02,2.587883781490583033e+02,2.351770995899575212e+02,2.365001235072081158e+02,2.406949072341306817e+02,2.372432986430142421e+02,2.866482187238813708e+02,3.401270852817171999e+02,5.514507770835253808e+01,2.869236169021706360e+02,1.871919893619596280e+02,2.182996301471972913e+02,2.601114021806214396e+02
1.227000000000000000e+03,1.602539096390623001e+02,2.431186391019840585e+02,3.392118992118051324e+02,2.592181054470394770e+02,2.338547257930987087e+02,2.351565676643323854e+02,2.363094901273921948e+02,2.329331354970532573e+02,2.875467654899981085e+02,3.344575944681887449e+02,5.622694108937165680e+01,2.801402151917799870e+02,1.857891737692262950e+02,2.120021157546008510e+02,2.605199476859273204e+02
1.228000000000000000e+03,1.556875711524365897e+02,2.389382697492352463e+02,3.431968063540814455e+02,2.611000253779140508e+02,2.350871170970512765e+02,2.363741013356333838e+02,2.318657136609062093e+02,2.285626179372052320e+02,2.884360065480636308e+02,3.304511018451315181e+02,5.618366919865143672e+01,2.753363564914539552e+02,1.820302325752961394e+02,2.067266812853559372e+02,2.623870095204711106e+02
1.229000000000000000e+03,1.535921208936247808e+02,2.364726852378694559e+02,3.472256314805618445e+02,2.629383105205226911e+02,2.373449440342143077e+02,2.386294039554697690e+02,2.307854415017581857e+02,2.275072250942357925e+02,2.891757883071425681e+02,3.290112799040467735e+02,5.611489087948253029e+01,2.763173412922997159e+02,1.773625807572813073e+02,2.068566240381260002e+02,2.642227703548086311e+02
1.230000000000000000e+03,1.526047178347461681e+02,2.350125356104614127e+02,3.504302048526304816e+02,2.639062540147239702e+02,2.387599056805342173e+02,2.400512775325046277e+02,2.314828010203635529e+02,2.281576127288110172e+02,2.893548252210001124e+02,3.304680509141599600e+02,5.408623404054617367e+01,2.800489243227007137e+02,1.727499800038086164e+02,2.090180066007579569e+02,2.651976259807805150e+02
1.231000000000000000e+03,1.550860922525801016e+02,2.383047308815936276e+02,3.499398793820127480e+02,2.635994713378223651e+02,2.390888358036628745e+02,2.403938153202517753e+02,2.345851203155801272e+02,2.311775883048286175e+02,2.891289139933251136e+02,3.345752306768507651e+02,5.351711849637277396e+01,2.851906414269743664e+02,1.737031767402340563e+02,2.138512654733903844e+02,2.649044508199281154e+02
1.232000000000000000e+03,1.608473230757170711e+02,2.456801489440026387e+02,3.452169410656518380e+02,2.622814449906711047e+02,2.383058571883617276e+02,2.396233944284355744e+02,2.395914794970475441e+02,2.361170886943624510e+02,2.885261503942291483e+02,3.402668183692346702e+02,5.465447072953931240e+01,2.900830434549925485e+02,1.808564524191050964e+02,2.199814209760137089e+02,2.635989820390935847e+02
1.233000000000000000e+03,1.650759655460435908e+02,2.524489584915279181e+02,3.388292810659463044e+02,2.598153121864459649e+02,2.358625439537720183e+02,2.371934801191854660e+02,2.431757194472754406e+02,2.396645613486494142e+02,2.873819076988532402e+02,3.461481609428505521e+02,5.529100217523670580e+01,2.916325672173591670e+02,1.896440151975951096e+02,2.223287917274397500e+02,2.611462483178015646e+02
1.234000000000000000e+03,1.670381843858001787e+02,2.580265536151150059e+02,3.340090974462540885e+02,2.577123123923931871e+02,2.334594322029173554e+02,2.348091193150539766e+02,2.445368950587200345e+02,2.410163311133711659e+02,2.863383788506520773e+02,3.505524512444648622e+02,5.509009611128281847e+01,2.920454517667762957e+02,1.962034814174797930e+02,2.233569951056269360e+02,2.590619993254034057e+02
1.235000000000000000e+03,1.657480148252328149e+02,2.587592188133667150e+02,3.310790005095398669e+02,2.562814723267672434e+02,2.325239228032904748e+02,2.338923279085827005e+02,2.439348269508908800e+02,2.404148054894106110e+02,2.853748913429740810e+02,3.521020633773682107e+02,5.374107211720098576e+01,2.928168438528394972e+02,1.953773203727280077e+02,2.235915096415092194e+02,2.576498775509630832e+02
1.236000000000000000e+03,1.664037850886830370e+02,2.566964557306135930e+02,3.307680244691973712e+02,2.562755579624202937e+02,2.336110217956612303e+02,2.349789809544904813e+02,2.446051748136199819e+02,2.410826567105220306e+02,2.851455064419420182e+02,3.502502630993002981e+02,5.361346522691339800e+01,2.938677557070354283e+02,1.931595086785513331e+02,2.246972142333894737e+02,2.576435169448720330e+02
1.237000000000000000e+03,1.660620758194110920e+02,2.529887650530721430e+02,3.317369207011670937e+02,2.572368830094358714e+02,2.336621033574400315e+02,2.350116574537860288e+02,2.433526592496670844e+02,2.398484521093788260e+02,2.857252364747678257e+02,3.458487839421814556e+02,5.507612436108858844e+01,2.918486978150060622e+02,1.907242511716295326e+02,2.233175056770797084e+02,2.585864372235487281e+02
1.238000000000000000e+03,1.630472687296699519e+02,2.472961358685403184e+02,3.350243990783324080e+02,2.581020481572786025e+02,2.340776848415369784e+02,2.354028391316834927e+02,2.399348753603487125e+02,2.364828416724895703e+02,2.864086920751652201e+02,3.401270852817171999e+02,5.521293202804093880e+01,2.865903018485319649e+02,1.868742006204034283e+02,2.180688441732444289e+02,2.594272024852199934e+02
1.239000000000000000e+03,1.589101731082561741e+02,2.421061918535594373e+02,3.389203139817186639e+02,2.591899867409548506e+02,2.337451992434884858e+02,2.350470570411471840e+02,2.356532906343993830e+02,2.322767738812540301e+02,2.874543673098588670e+02,3.344575944681887449e+02,5.598085862880583363e+01,2.798457310098165749e+02,1.843311464543444345e+02,2.110867788794122930e+02,2.604918446719663052e+02
1.240000000000000000e+03,1.554994916763868957e+02,2.394930760582034850e+02,3.419016911267760861e+02,2.606456705772502005e+02,2.346543808036585972e+02,2.359421602352287550e+02,2.314768308709114422e+02,2.281737989529268873e+02,2.882752639435101969e+02,3.304511018451315181e+02,5.679705248012309937e+01,2.748517487887847892e+02,1.826833802551493875e+02,2.066058962068798337e+02,2.619334501799481245e+02
1.241000000000000000e+03,1.529262856326641611e+02,2.363241761693344358e+02,3.464304166053495351e+02,2.622074060933299506e+02,2.365528024021944589e+02,2.378352235674922781e+02,2.302268185168908872e+02,2.269485175149770555e+02,2.889703677736640657e+02,3.290112799040467735e+02,5.581451317268817292e+01,2.753879736654792509e+02,1.775494582642854766e+02,2.058514028974133510e+02,2.634898274238663021e+02
1.242000000000000000e+03,1.525029551798253351e+02,2.349421003382428523e+02,3.499184833498961780e+02,2.631888988294282967e+02,2.374221745606087381e+02,2.387121945059840584e+02,2.315013945966274775e+02,2.281757818095779839e+02,2.892516766043490293e+02,3.304680509141599600e+02,5.403291903983757294e+01,2.802742684317531712e+02,1.723798544147362577e+02,2.091181615181301652e+02,2.644789186902296478e+02
1.243000000000000000e+03,1.569756823083547772e+02,2.385986263206923468e+02,3.491191331091892494e+02,2.635563093057031097e+02,2.388479493551783150e+02,2.401532615645018893e+02,2.360531177705450148e+02,2.326467284077621684e+02,2.891965168302120901e+02,3.345752306768507651e+02,5.436834906919808930e+01,2.852362054423656446e+02,1.755668075872629572e+02,2.141879408656234602e+02,2.648616215689895625e+02
1.244000000000000000e+03,1.615750302593523031e+02,2.455606806825515775e+02,3.444842759961959473e+02,2.622438210477117764e+02,2.379800428037184474e+02,2.392898434228426652e+02,2.400716069784510296e+02,2.365982265311299670e+02,2.884760947526120276e+02,3.402668183692346702e+02,5.524548421786994368e+01,2.897856882892972408e+02,1.816485814288636789e+02,2.198260158283731016e+02,2.635536215759039465e+02
1.245000000000000000e+03,1.644594230659396601e+02,2.525314715429830414e+02,3.390165729081127211e+02,2.598327103789229113e+02,2.364962358282289472e+02,2.378220500854197610e+02,2.426018539861177317e+02,2.390902699206437489e+02,2.874227937882106971e+02,3.461481609428505521e+02,5.519354480834106624e+01,2.915624549784155874e+02,1.890751939025268484e+02,2.223566292585250892e+02,2.611585249421970047e+02
1.246000000000000000e+03,1.649546620902042662e+02,2.576705840332091952e+02,3.339572440072558948e+02,2.577300129462749965e+02,2.334768715003464763e+02,2.348327611899544252e+02,2.430021958013726930e+02,2.394799469029294414e+02,2.862704518398725781e+02,3.505524512444648622e+02,5.444911913891081667e+01,2.919385622516281273e+02,1.940536184202678101e+02,2.229955673775080811e+02,2.590859027225692444e+02
1.247000000000000000e+03,1.666580315791302667e+02,2.592563826015042423e+02,3.305291392638328603e+02,2.572033239489461494e+02,2.342846343610601139e+02,2.356572491967668554e+02,2.446296513531604262e+02,2.411097739273524212e+02,2.856663819999034217e+02,3.521020633773682107e+02,5.507535369329940522e+01,2.931208628954548203e+02,1.963324669134112810e+02,2.242523760804614881e+02,2.585759389085766315e+02
1.248000000000000000e+03,1.667003246942245482e+02,2.569031149212498235e+02,3.293411371598281789e+02,2.560099338896948211e+02,2.325690252462215142e+02,2.339399573419800618e+02,2.446805375641886826e+02,2.411579237280876669e+02,2.851431579979519597e+02,3.502502630993002981e+02,5.451000979974129024e+01,2.940499969003037677e+02,1.932211975717514179e+02,2.250588333327158921e+02,2.573808658650504526e+02
1.249000000000000000e+03,1.667005493954083875e+02,2.530287718817799316e+02,3.305160121044482935e+02,2.568400845556594732e+02,2.332192867094700830e+02,2.345676503841892497e+02,2.437685102562473674e+02,2.402648796268660192e+02,2.854706083993633570e+02,3.458487839421814556e+02,5.540983629258509069e+01,2.921332303362811444e+02,1.907386342656976979e+02,2.237416724439960092e+02,2.581884483169111490e+02
1.250000000000000000e+03,1.647757865373031905e+02,2.478037575873908338e+02,3.341223036755798717e+02,2.579364489824575912e+02,2.338353632538229760e+02,2.351591951109043919e+02,2.412542554561725865e+02,2.378032261381452201e+02,2.863836573760958686e+02,3.401270852817171999e+02,5.591219816853767810e+01,2.870574380513182291e+02,1.883317732838124812e+02,2.188732191945784393e+02,2.592602805655103566e+02
1.251000000000000000e+03,1.599967361349970929e+02,2.426797120052968921e+02,3.375053073878862619e+02,2.587971092367188817e+02,2.336400855699994565e+02,2.349404279412961785e+02,2.362418190649147505e+02,2.328656133629438898e+02,2.872672596345767602e+02,3.344575944681887449e+02,5.652059122356713772e+01,2.797902749084688594e+02,1.855137781502711789e+02,2.114636283413717024e+02,2.600974516298589947e+02
