# Time (month),FSNS (W/m2),FSDSC (W/m2),FLDS (W/m2),FLNTC (W/m2),FLNT (W/m2),FLUT (W/m2),FSNTOA (W/m2),FSNT (W/m2),TS (K),SOLIN (W/m2),FLNS (W/m2),FSNTC (W/m2),FSDS (W/m2),FSNSC (W/m2),FLUTC (W/m2)
4.750000000000000000e+02,1.544582537032458163e+02,2.381562671298044052e+02,3.497048897376161563e+02,2.633056303244886180e+02,2.383878041806252099e+02,2.396929214912155146e+02,2.340318307494499095e+02,2.306235820773796661e+02,2.891201728835148970e+02,3.345752306768507651e+02,5.345558603462931302e+01,2.850373644916937792e+02,1.730107139714890536e+02,2.136616251553098209e+02,2.646107477528740333e+02
4.760000000000000000e+02,1.615154201725875680e+02,2.452574390740056458e+02,3.450932565399734244e+02,2.622323202231087294e+02,2.387949680972712088e+02,2.401126500040291774e+02,2.402251217094836022e+02,2.367512683701087894e+02,2.885302040842429392e+02,3.402668183692346702e+02,5.497396505843193637e+01,2.896082056082166787e+02,1.819183565541036387e+02,2.194210211315847516e+02,2.635500021924636371e+02
4.770000000000000000e+02,1.657498983789369049e+02,2.527991809331628872e+02,3.382628890271484465e+02,2.595925278504245739e+02,2.356598081958648265e+02,2.369891392024825905e+02,2.435465163248697138e+02,2.400357605921138031e+02,2.873617909826190839e+02,3.461481609428505521e+02,5.590201635332439878e+01,2.913730769928201880e+02,1.909228556845672813e+02,2.222947628044211967e+02,2.609218588996953372e+02
4.780000000000000000e+02,1.657748188642965772e+02,2.576339124741652427e+02,3.340210171994405073e+02,2.575746422085074983e+02,2.333732025935692036e+02,2.347219318650551259e+02,2.436679239027740209e+02,2.401465133894226938e+02,2.862493135518467966e+02,3.505524512444648622e+02,5.466351867397613518e+01,2.917043389190978928e+02,1.950343453525091491e+02,2.227560504914554258e+02,2.589233715117932206e+02
4.790000000000000000e+02,1.657331033286742752e+02,2.590106952032724621e+02,3.308648554017852348e+02,2.565248983968196512e+02,2.331766808688666970e+02,2.345463310591155732e+02,2.438452014954887090e+02,2.403250419305088599e+02,2.854374740763105933e+02,3.521020633773682107e+02,5.415812284665344833e+01,2.926256685902042136e+02,1.957856741119055641e+02,2.235938886692919709e+02,2.578945486026214553e+02
4.800000000000000000e+02,1.659503250218689914e+02,2.566553702418359535e+02,3.304396833506480107e+02,2.562065882145350884e+02,2.332525594591660081e+02,2.346217653036284503e+02,2.442792661249706043e+02,2.407562615393134422e+02,2.851216962222087545e+02,3.502502630993002981e+02,5.379337378112082035e+01,2.936655716759422603e+02,1.928787798259711224e+02,2.244519727820544119e+02,2.575757939560219256e+02
4.810000000000000000e+02,1.646652084549272956e+02,2.522292296891948240e+02,3.314164864423199219e+02,2.567217418970712970e+02,2.335607882193440616e+02,2.349078272466896919e+02,2.424971330175725654e+02,2.389926244682867491e+02,2.854678141875136816e+02,3.458487839421814556e+02,5.434778410963097173e+01,2.915357265746766302e+02,1.891318317036054566e+02,2.225903619218084373e+02,2.580687809664632368e+02
4.820000000000000000e+02,1.633348997121138666e+02,2.478131646931891225e+02,3.346889444943003014e+02,2.579154911636329643e+02,2.335418046597413593e+02,2.348622524980325181e+02,2.400614224113700459e+02,2.366098520310415267e+02,2.864492314725878828e+02,3.401270852817171999e+02,5.566720650782549740e+01,2.868361419089064839e+02,1.872060367828708252e+02,2.185331605072603054e+02,2.592359389309897324e+02
4.830000000000000000e+02,1.593756709128471698e+02,2.424870279298263256e+02,3.372941396206963418e+02,2.589247603698024136e+02,2.332330962632071305e+02,2.345318681386890773e+02,2.356897470052052199e+02,2.323132751362769284e+02,2.872432801580024488e+02,3.344575944681887449e+02,5.667324280327027708e+01,2.793583707071663866e+02,1.852848540693373138e+02,2.109523442121783319e+02,2.602235323518016230e+02
4.840000000000000000e+02,1.554250453890948620e+02,2.400939014137243532e+02,3.412895457200701799e+02,2.604388070070941126e+02,2.346745446555609931e+02,2.359625533103618977e+02,2.310643469859992365e+02,2.277605030458326496e+02,2.881311500874180638e+02,3.304511018451315181e+02,5.676728195794974141e+01,2.748605499763020248e+02,1.827555073356631112e+02,2.069876854825519104e+02,2.617268157371257189e+02
4.850000000000000000e+02,1.516571450624064710e+02,2.356595043413367705e+02,3.461808158874034120e+02,2.620153365488689019e+02,2.359893859261087243e+02,2.372728622931014684e+02,2.295899540057858985e+02,2.263110501885994950e+02,2.888722812055712552e+02,3.290112799040467735e+02,5.550162733647869828e+01,2.754150433513536882e+02,1.761438056552136686e+02,2.052949638369858860e+02,2.632988130849622621e+02
4.860000000000000000e+02,1.516657719003947875e+02,2.353482430685391193e+02,3.486241129632830393e+02,2.629627363387633636e+02,2.371055211313396569e+02,2.383977477215421175e+02,2.305855233958799886e+02,2.272597611977350027e+02,2.890810581283084844e+02,3.304680509141599600e+02,5.451165139735863363e+01,2.799323040406652012e+02,1.721441477757025211e+02,2.089566298525108721e+02,2.642549631407779884e+02
4.870000000000000000e+02,1.553826604929844279e+02,2.391067606931177636e+02,3.487273853543189830e+02,2.633281160866122832e+02,2.383299901805692116e+02,2.396318691102478340e+02,2.343285770950968185e+02,2.309208649220034602e+02,2.890013709318827182e+02,3.345752306768507651e+02,5.383556305390693808e+01,2.850253330214434300e+02,1.742825186441409357e+02,2.142765703400808661e+02,2.646299950343719161e+02
4.880000000000000000e+02,1.613259927167365504e+02,2.452157353894726839e+02,3.447100562326664317e+02,2.620503606809759845e+02,2.380996386617565577e+02,2.394160499897906789e+02,2.400541511518015625e+02,2.365800027693431957e+02,2.884083894106026378e+02,3.402668183692346702e+02,5.455074677475754186e+01,2.895525567135100573e+02,1.814700433557596284e+02,2.193720259316246199e+02,2.633667719664794049e+02
4.890000000000000000e+02,1.630932297136677676e+02,2.520020584973716495e+02,3.390634872512491143e+02,2.596482415231673713e+02,2.360228406548827707e+02,2.373571612466339218e+02,2.415606080048644912e+02,2.380475088967000090e+02,2.873045272722533809e+02,3.461481609428505521e+02,5.454158398765711269e+01,2.912153420246521023e+02,1.877695591049294421e+02,2.217924710017878169e+02,2.609825621350028086e+02
4.900000000000000000e+02,1.641713995278976768e+02,2.582084874524605880e+02,3.330300176343952785e+02,2.575093380805676020e+02,2.335544771199988929e+02,2.349119390786929387e+02,2.418930202678496073e+02,2.383696184738394948e+02,2.861159323287828329e+02,3.505524512444648622e+02,5.462699138085302764e+01,2.917613190515374981e+02,1.933248140856287591e+02,2.232845352662527603e+02,2.588667998890587683e+02
4.910000000000000000e+02,1.640941779499250970e+02,2.592883211920198505e+02,3.304046537580546214e+02,2.566554229806874901e+02,2.330646110562420006e+02,2.344356393184311003e+02,2.421376667670930942e+02,2.386162333391037293e+02,2.854583892589171796e+02,3.521020633773682107e+02,5.414291517426940459e+01,2.923410656007314969e+02,1.940941151170618184e+02,2.236034456654885219e+02,2.580264512346760739e+02
4.920000000000000000e+02,1.643772299892169997e+02,2.563161974028283794e+02,3.300152046230789438e+02,2.559427344346488269e+02,2.328500927462699792e+02,2.342207510996303483e+02,2.428758914960577044e+02,2.393508675714674609e+02,2.850984154491729896e+02,3.502502630993002981e+02,5.349340901426967321e+01,2.936008481188654287e+02,1.908664074044089602e+02,2.243165633462972437e+02,2.573133926548226214e+02
4.930000000000000000e+02,1.651761187646575308e+02,2.526918647323786900e+02,3.295422293990622506e+02,2.559788890749921677e+02,2.324322292078977057e+02,2.337880979155815169e+02,2.425170373496781338e+02,2.390115361591308840e+02,2.851629152692750040e+02,3.458487839421814556e+02,5.496931557622227160e+01,2.919825119053178923e+02,1.891098549913849922e+02,2.235668648430597329e+02,2.573347577271583191e+02
4.940000000000000000e+02,1.628207657689211203e+02,2.473634808661891213e+02,3.341984853924039385e+02,2.572275178795817396e+02,2.332875132576590715e+02,2.346131955255508785e+02,2.398754775199454627e+02,2.364231377285197766e+02,2.862570342446184100e+02,3.401270852817171999e+02,5.496882649145376121e+01,2.870938529006668887e+02,1.861246096589589740e+02,2.185876565417054849e+02,2.585532000982873342e+02
4.950000000000000000e+02,1.607589702573878867e+02,2.431356298514641878e+02,3.357881413602743805e+02,2.588095981612449918e+02,2.337529735556960020e+02,2.350522468069461013e+02,2.365911226868323638e+02,2.332150443169940672e+02,2.870879160989650245e+02,3.344575944681887449e+02,5.734134323288709822e+01,2.796183689621139479e+02,1.866823361944731801e+02,2.116863584461008543e+02,2.601088715914206091e+02
4.960000000000000000e+02,1.557996970211283099e+02,2.395520380064373285e+02,3.407857145639264331e+02,2.603139271268596531e+02,2.348223632865896207e+02,2.361106553805391854e+02,2.317460834089968387e+02,2.284428103297501877e+02,2.880997086831727643e+02,3.304511018451315181e+02,5.679908841393908858e+01,2.747715602826883696e+02,1.829829803661187100e+02,2.066186280454144253e+02,2.616022190212140686e+02
4.970000000000000000e+02,1.519538190975264342e+02,2.359360579106647151e+02,3.452606879493746419e+02,2.616823439675724217e+02,2.353858155167040422e+02,2.366683841952255989e+02,2.294877769941400629e+02,2.262087665748971403e+02,2.887620121206338695e+02,3.290112799040467735e+02,5.562516619343286806e+01,2.747292951071419793e+02,1.769952262785839139e+02,2.049672065380932793e+02,2.629649127581562311e+02
4.980000000000000000e+02,1.526974529174023587e+02,2.355135884460266027e+02,3.481811932595679195e+02,2.630430117016153986e+02,2.376621261835932728e+02,2.389525041107153811e+02,2.313442279222590798e+02,2.280181765013635129e+02,2.890628943398367596e+02,3.304680509141599600e+02,5.451031837851546413e+01,2.795044172401688911e+02,1.734777997263809652e+02,2.087079448214653041e+02,2.643333898446553007e+02
4.990000000000000000e+02,1.564230852197094919e+02,2.395352928510064032e+02,3.476512138147595010e+02,2.625988691144370932e+02,2.377488694414328165e+02,2.390535122037963731e+02,2.350491172487557208e+02,2.316417184611250661e+02,2.888364623700123843e+02,3.345752306768507651e+02,5.408177195726485564e+01,2.851947842873265131e+02,1.752619362205915650e+02,2.146924049792442020e+02,2.639035119052318237e+02
5.000000000000000000e+02,1.622584388694106110e+02,2.455051812420492467e+02,3.431492834151195552e+02,2.611983821857851353e+02,2.375199313486818085e+02,2.388346146531316947e+02,2.406992965563923406e+02,2.372259335127315865e+02,2.881581761294455077e+02,3.402668183692346702e+02,5.509609993429141639e+01,2.894095948475933824e+02,1.826977080046170840e+02,2.194591174112520093e+02,2.625130654405098198e+02
5.010000000000000000e+02,1.647237897667573634e+02,2.525008658303532343e+02,3.378994300860936164e+02,2.591993589989841098e+02,2.353412612490643028e+02,2.366741583525962369e+02,2.427004347106760349e+02,2.391886374924696383e+02,2.871861166191141592e+02,3.461481609428505521e+02,5.530353585811516126e+01,2.912152348990481983e+02,1.896109365509418012e+02,2.220511888304264119e+02,2.605322561514428230e+02
5.020000000000000000e+02,1.654849842737966981e+02,2.578362804853652506e+02,3.326211458026057812e+02,2.574304972235638616e+02,2.334554598894226842e+02,2.348028676369858943e+02,2.431787329293432549e+02,2.396570447962372725e+02,2.860745600803073785e+02,3.505524512444648622e+02,5.506052921697179414e+01,2.915777794143036203e+02,1.947577436075048354e+02,2.229409143192197291e+02,2.587779049576653279e+02
5.030000000000000000e+02,1.646595535328189612e+02,2.592111305217122208e+02,3.288244643651400452e+02,2.559002563869519804e+02,2.330027575815699379e+02,2.343732585280923786e+02,2.427548858753378340e+02,2.392336047569692141e+02,2.849572427475903851e+02,3.521020633773682107e+02,5.397761677282190362e+01,2.924830971742821362e+02,1.945730745327141449e+02,2.236630731974774449e+02,2.572707575055092661e+02
5.040000000000000000e+02,1.650730143242181782e+02,2.566974389103676799e+02,3.282774380969151480e+02,2.560882268089654303e+02,2.332224572712432575e+02,2.345930372409047777e+02,2.431066403388121273e+02,2.395822328943430648e+02,2.848171676346172490e+02,3.502502630993002981e+02,5.421066679528720300e+01,2.935162255462486200e+02,1.917803251531521198e+02,2.246675289309005734e+02,2.574588068116004820e+02
5.050000000000000000e+02,1.649748965559256249e+02,2.520179449819163437e+02,3.296253039738727466e+02,2.561981139211997061e+02,2.332507764598627205e+02,2.346047481000981065e+02,2.427758180619968300e+02,2.392709755792616022e+02,2.851350198224257610e+02,3.458487839421814556e+02,5.447046250410249968e+01,2.916782440720094769e+02,1.889557423627996968e+02,2.228211721127262308e+02,2.575520855855198192e+02
5.060000000000000000e+02,1.633742449651942650e+02,2.479452256938570258e+02,3.330708752627436979e+02,2.571190693720791955e+02,2.329405281370699754e+02,2.342655410372685196e+02,2.399124518823027188e+02,2.364601302509735490e+02,2.860720623523293398e+02,3.401270852817171999e+02,5.545296296225502886e+01,2.867722960067556528e+02,1.871521221211290822e+02,2.187669931332185342e+02,2.584440821201712879e+02
5.070000000000000000e+02,1.594473488402492762e+02,2.434976239182502411e+02,3.372072044798782713e+02,2.585058480711736593e+02,2.326684043239692414e+02,2.339686788727357794e+02,2.352273461676952593e+02,2.318499313388597045e+02,2.871028797176012972e+02,3.344575944681887449e+02,5.589634174544160317e+01,2.800564814596204428e+02,1.846081313133932156e+02,2.122604525500452723e+02,2.598061224612729347e+02
5.080000000000000000e+02,1.552533320316167931e+02,2.392954880826647752e+02,3.401962228729536264e+02,2.597611684252685222e+02,2.337309105716140891e+02,2.350187212303230808e+02,2.314046465624682867e+02,2.281009220088067480e+02,2.878995027090073222e+02,3.304511018451315181e+02,5.641422444137517545e+01,2.748362325694025685e+02,1.823122438929702014e+02,2.063973744558591648e+02,2.610489788401293367e+02
5.090000000000000000e+02,1.517034837847215556e+02,2.350777656817582226e+02,3.446245871943372663e+02,2.613120321965852213e+02,2.352547657743512843e+02,2.365373734209949816e+02,2.299860222282095776e+02,2.267073684594322458e+02,2.886528552472313436e+02,3.290112799040467735e+02,5.565395980553471134e+01,2.748637695584817493e+02,1.765264905690126227e+02,2.043820546530349702e+02,2.625946401303539233e+02
5.100000000000000000e+02,1.520204543522678762e+02,2.353271822146848820e+02,3.481679866095406624e+02,2.626619564653016141e+02,2.367263235649779745e+02,2.380161079673917186e+02,2.308742508288142687e+02,2.275482794226254555e+02,2.890661670362622999e+02,3.304680509141599600e+02,5.450269984977684601e+01,2.793554316975115057e+02,1.729319853442893873e+02,2.083883235229351101e+02,2.639517408198049111e+02
5.110000000000000000e+02,1.558770904540697018e+02,2.397292404648148931e+02,3.474971845263265209e+02,2.626855141513732974e+02,2.378069988894251878e+02,2.391118448170875297e+02,2.343959744490804553e+02,2.309876762943610800e+02,2.888157901097427498e+02,3.345752306768507651e+02,5.408559195781587192e+01,2.847513987758777034e+02,1.751737962427447428e+02,2.144361810922221991e+02,2.639903601004416487e+02
5.120000000000000000e+02,1.616507830735336029e+02,2.456038418117441609e+02,3.428759608677594883e+02,2.614866367870819204e+02,2.372917099583030449e+02,2.386085945815657965e+02,2.399819434963143294e+02,2.365076190070462303e+02,2.881475148873759622e+02,3.402668183692346702e+02,5.508276225251082536e+01,2.892801876800195373e+02,1.821337542232866724e+02,2.194175172669089875e+02,2.628035213411587279e+02
5.130000000000000000e+02,1.651417194148170324e+02,2.527165991386206940e+02,3.368025888288164538e+02,2.590707652342589995e+02,2.354365243265465608e+02,2.367688844293377883e+02,2.430573045278391362e+02,2.395454741866563211e+02,2.870151199945992744e+02,3.461481609428505521e+02,5.540773649965525038e+01,2.913433266009803333e+02,1.901019006812672671e+02,2.222825144128133275e+02,2.604031253529478818e+02
5.140000000000000000e+02,1.652740195759230915e+02,2.579957270472397681e+02,3.321202794430375320e+02,2.571615610793240876e+02,2.334457482169715945e+02,2.347992955534141117e+02,2.429559752683128409e+02,2.394335290926142363e+02,2.859390108657739233e+02,3.505524512444648622e+02,5.495125537492734935e+01,2.916273139359462334e+02,1.945560414388016000e+02,2.230584442116054049e+02,2.585151082954527055e+02
5.150000000000000000e+02,1.652768198846813448e+02,2.596416213423463546e+02,3.284690488675026359e+02,2.555854215709317430e+02,2.319983799441626502e+02,2.333695180520951169e+02,2.430556589079677963e+02,2.395346636764941479e+02,2.849639694607117804e+02,3.521020633773682107e+02,5.419375730046925099e+01,2.922997697993581028e+02,1.956376022010798295e+02,2.237208115100864632e+02,2.569565595377572436e+02
5.160000000000000000e+02,1.653559534266109665e+02,2.566117092984695205e+02,3.282264384172657969e+02,2.559949414091311439e+02,2.330701798413182360e+02,2.344377098006081894e+02,2.434011004003120320e+02,2.398771511250900801e+02,2.849027807870838274e+02,3.502502630993002981e+02,5.437233070093530785e+01,2.931388193102167179e+02,1.924640484645720164e+02,2.242222004184856701e+02,2.573624716141592899e+02
5.170000000000000000e+02,1.658206976853281560e+02,2.527862726312602604e+02,3.301238067165608641e+02,2.570217998701990609e+02,2.340911484007530419e+02,2.354402205278009035e+02,2.431018195133942470e+02,2.395975468993543416e+02,2.854411171478955112e+02,3.458487839421814556e+02,5.506143143075694013e+01,2.916694234248138287e+02,1.900184105057148258e+02,2.232778636617831296e+02,2.583708720830624088e+02
5.180000000000000000e+02,1.640870352920680943e+02,2.479303717208624676e+02,3.329140496307857688e+02,2.574525471214935806e+02,2.330833874792691347e+02,2.344071712990681249e+02,2.404539343898042603e+02,2.370020286808445746e+02,2.861104425709966677e+02,3.401270852817171999e+02,5.574925164818337464e+01,2.866500773412490162e+02,1.878879262729501534e+02,2.186748958463993802e+02,2.587763309518213646e+02
5.190000000000000000e+02,1.599342635513039852e+02,2.427076405698544761e+02,3.366225066050924397e+02,2.585434942855462737e+02,2.334293408501661133e+02,2.347295516813606753e+02,2.360499856864261687e+02,2.326733939750491231e+02,2.870812021544258528e+02,3.344575944681887449e+02,5.636930965605833421e+01,2.798077868648582012e+02,1.854434667129776813e+02,2.115455986850880379e+02,2.598437050484188262e+02
5.200000000000000000e+02,1.556763258124868798e+02,2.395468244875338542e+02,3.399918881328077305e+02,2.596345511606079981e+02,2.334085548172274116e+02,2.346956553545686006e+02,2.315473228011263132e+02,2.282438039621529811e+02,2.878983095732833704e+02,3.304511018451315181e+02,5.677858845094325346e+01,2.748953094390810179e+02,1.827632402467543784e+02,2.066983686287422870e+02,2.609216515738759199e+02
5.210000000000000000e+02,1.518242396601640962e+02,2.352994301158725250e+02,3.448595101813999690e+02,2.615214761477063234e+02,2.357329587353522982e+02,2.370149264894249939e+02,2.297087228303291226e+02,2.264297060988066050e+02,2.885703906164715136e+02,3.290112799040467735e+02,5.558017494575067019e+01,2.748597419780771247e+02,1.766177334298422181e+02,2.047169411327554656e+02,2.628034440270654954e+02
5.220000000000000000e+02,1.531862171732171873e+02,2.351880916433539994e+02,3.478648308734161674e+02,2.628287554341717964e+02,2.377422009467037185e+02,2.390335564810907840e+02,2.320296943572200803e+02,2.287045021975308430e+02,2.889906718568145152e+02,3.304680509141599600e+02,5.484695839407111606e+01,2.794808005827276816e+02,1.740554634153597249e+02,2.084867489779203424e+02,2.641201108476909098e+02
5.230000000000000000e+02,1.554708527321836584e+02,2.387480924628922878e+02,3.478577210977929894e+02,2.631472630131243591e+02,2.379731302562244082e+02,2.392781338890568179e+02,2.345281687554850976e+02,2.311202607170090744e+02,2.889055414358363123e+02,3.345752306768507651e+02,5.411864096735494201e+01,2.848479740474090249e+02,1.744592560150615554e+02,2.138957324228429968e+02,2.644522665755399089e+02
5.240000000000000000e+02,1.609122996624760731e+02,2.453192840238482688e+02,3.441953171069801556e+02,2.618533533225482302e+02,2.378811599140027795e+02,2.392001004916107547e+02,2.395563623929821517e+02,2.360816327555419605e+02,2.882994675654011303e+02,3.402668183692346702e+02,5.458392963867060388e+01,2.895017598495194306e+02,1.810288257793819753e+02,2.194796502553114124e+02,2.631722937413875343e+02
5.250000000000000000e+02,1.644112214471763309e+02,2.522085029322442153e+02,3.373657651087405611e+02,2.592037134580314159e+02,2.356566482058118197e+02,2.369908624807244166e+02,2.426423496844801093e+02,2.391303869345958901e+02,2.871151549265015888e+02,3.461481609428505521e+02,5.542349862485245637e+01,2.912328562004593664e+02,1.891918563289603981e+02,2.219220433656714704e+02,2.605379274588851217e+02
5.260000000000000000e+02,1.642776919242738813e+02,2.576605359192311084e+02,3.324304901069753555e+02,2.572512175868699273e+02,2.335497487215430112e+02,2.349085181875036028e+02,2.422052497920925873e+02,2.386822717646735157e+02,2.859723430084442271e+02,3.505524512444648622e+02,5.458999325105192924e+01,2.914179242259676812e+02,1.936247686014248188e+02,2.226906657163555678e+02,2.586099869667683606e+02
5.270000000000000000e+02,1.642281455013784637e+02,2.594567670266912955e+02,3.284046170224678463e+02,2.557548260131979703e+02,2.323884365871668649e+02,2.337615586026993242e+02,2.421879774891032469e+02,2.386665467981523818e+02,2.850194286783570305e+02,3.521020633773682107e+02,5.437400228813154257e+01,2.922854377546399292e+02,1.943989138202431093e+02,2.236331542817734714e+02,2.571279478261785130e+02
5.280000000000000000e+02,1.656454108923435911e+02,2.564385837992268762e+02,3.274906474380181862e+02,2.556311368465594001e+02,2.331353627045431267e+02,2.345066438571000731e+02,2.437123501330416957e+02,2.401887544132987102e+02,2.847200402303979558e+02,3.502502630993002981e+02,5.442409582886820374e+01,2.931077087301433153e+02,1.926979460816097856e+02,2.240706122686990796e+02,2.570024177930983456e+02
5.290000000000000000e+02,1.656483656322480726e+02,2.530976466334979307e+02,3.295655887346062514e+02,2.563044500247830797e+02,2.328955990992287468e+02,2.342489374844574002e+02,2.427871249008429686e+02,2.392822341002163569e+02,2.853987666502136449e+02,3.458487839421814556e+02,5.535342518332436157e+01,2.920401616684647479e+02,1.897052153687515954e+02,2.238581134827289532e+02,2.576577884011931587e+02
5.300000000000000000e+02,1.631508398472592205e+02,2.477519577398323349e+02,3.328646652939783621e+02,2.571428964054377388e+02,2.327381922162284980e+02,2.340619947390309221e+02,2.397162681896558354e+02,2.362642506918289769e+02,2.860878629218266838e+02,3.401270852817171999e+02,5.548166874642689095e+01,2.866873672101363582e+02,1.868537853363527006e+02,2.185896372308023388e+02,2.584666988678825419e+02
5.310000000000000000e+02,1.605596801308362274e+02,2.437548721015572255e+02,3.357363264536997463e+02,2.585439092305792315e+02,2.336695634033528961e+02,2.349705382288833846e+02,2.361464458038334726e+02,2.327701051792709279e+02,2.870444086031268398e+02,3.344575944681887449e+02,5.697875767116445900e+01,2.797887447854664629e+02,1.863994519273350647e+02,2.122139132988849042e+02,2.598448840143120719e+02
5.320000000000000000e+02,1.565558766317204800e+02,2.398662646451516878e+02,3.397719355431889880e+02,2.598760747905704420e+02,2.337033336495510696e+02,2.349892365434354815e+02,2.321936663751212677e+02,2.288910857807453567e+02,2.880157400832810026e+02,3.304511018451315181e+02,5.736993650868491557e+01,2.748499596483405867e+02,1.837919429620501433e+02,2.068405625806111914e+02,2.611619774880040836e+02
5.330000000000000000e+02,1.523099663136948152e+02,2.362395357235743063e+02,3.441600492099537973e+02,2.615708426267408981e+02,2.355457752941273100e+02,2.368291989001910736e+02,2.299027193321894629e+02,2.266248617321817278e+02,2.886854329610639525e+02,3.290112799040467735e+02,5.642950085179171538e+01,2.749474238250600706e+02,1.775055000024771346e+02,2.052041852041441246e+02,2.628542662976355473e+02
5.340000000000000000e+02,1.532149186531563032e+02,2.357999394238995308e+02,3.484405562608420155e+02,2.630828464223862966e+02,2.369847159546294506e+02,2.382712472101762557e+02,2.315261103481838632e+02,2.282016218120864721e+02,2.892125715547779805e+02,3.304680509141599600e+02,5.486084188647703286e+01,2.795135683010879575e+02,1.739502453971553564e+02,2.089307338106680163e+02,2.643693775574501501e+02
5.350000000000000000e+02,1.566244329631042547e+02,2.389181603564887268e+02,3.473822219752061642e+02,2.633809381789582176e+02,2.391715784200172550e+02,2.404739739043718032e+02,2.355363775764095351e+02,2.321294836251435072e+02,2.889979607519247224e+02,3.345752306768507651e+02,5.509868694221060537e+01,2.845324589632515426e+02,1.760834521388573819e+02,2.137357644222489910e+02,2.646833337509926878e+02
5.360000000000000000e+02,1.626007461246677224e+02,2.457926514300709471e+02,3.430039420765530167e+02,2.618141827985281793e+02,2.381258260296632727e+02,2.394405791107468815e+02,2.407769983304468440e+02,2.373040020506142014e+02,2.882350404391267489e+02,3.402668183692346702e+02,5.561534918750496104e+01,2.894099413114136041e+02,1.831717610815435364e+02,2.197042357269511967e+02,2.631289358764079225e+02
5.370000000000000000e+02,1.658992177294147439e+02,2.529406744186698575e+02,3.370044081410131298e+02,2.597009642661201951e+02,2.359953241195656233e+02,2.373244612252590571e+02,2.436093923391937608e+02,2.400986870370742849e+02,2.872692459378571925e+02,3.461481609428505521e+02,5.646767805957058073e+01,2.913723067617286802e+02,1.909054380478612529e+02,2.224954530030698550e+02,2.610301014564275306e+02
5.380000000000000000e+02,1.648336880093037848e+02,2.577337520335029240e+02,3.334350975342159131e+02,2.573744904663309967e+02,2.332527644013337067e+02,2.346065486328511440e+02,2.427305722791766698e+02,2.392081042065778433e+02,2.861456676478496775e+02,3.505524512444648622e+02,5.445725752036693734e+01,2.917957687014041994e+02,1.938324214235171610e+02,2.230386983489788690e+02,2.587282746253201822e+02
5.390000000000000000e+02,1.649212346224843202e+02,2.594728835048400697e+02,3.300860969581950144e+02,2.561920322577315687e+02,2.323851130589359855e+02,2.337555336018359355e+02,2.428552222585510947e+02,2.393343778298406050e+02,2.853596144187823143e+02,3.521020633773682107e+02,5.423478930802015441e+01,2.927853007342522460e+02,1.946214918786602368e+02,2.240808241555825475e+02,2.575624529104221097e+02
5.400000000000000000e+02,1.669608039374449220e+02,2.568837124758471759e+02,3.290158968969062130e+02,2.553748418021881719e+02,2.320433584124751576e+02,2.334142750138300642e+02,2.449798070887263748e+02,2.414571551864861192e+02,2.849166508139604161e+02,3.502502630993002981e+02,5.403892605866131049e+01,2.939983257118149140e+02,1.936152536074299917e+02,2.249567533221846247e+02,2.567457583517970079e+02
5.410000000000000000e+02,1.656112253821529805e+02,2.524580116708365836e+02,3.305326407161658153e+02,2.559688873529567559e+02,2.325200618309715708e+02,2.338730310846683551e+02,2.430469517935128749e+02,2.395422863646946894e+02,2.851979087343494825e+02,3.458487839421814556e+02,5.439222807909354174e+01,2.917366019683032050e+02,1.897913562349453684e+02,2.231241959293189439e+02,2.573218565679923699e+02
5.420000000000000000e+02,1.639435348008400979e+02,2.474393603801769927e+02,3.342993479373508308e+02,2.579040536083652455e+02,2.340085563168174758e+02,2.353332842086433345e+02,2.408409780249331504e+02,2.373898881904215727e+02,2.864134699643414024e+02,3.401270852817171999e+02,5.580241935570609257e+01,2.866630819500746270e+02,1.878733432460193455e+02,2.181692486317463420e+02,2.592287815267605424e+02
5.430000000000000000e+02,1.601377443165357306e+02,2.434942235280457226e+02,3.370889580205261495e+02,2.586737456428211885e+02,2.331404171389474129e+02,2.344365913218055937e+02,2.358615029749679195e+02,2.324853063435969887e+02,2.871877239365314836e+02,3.344575944681887449e+02,5.657246593042559368e+01,2.798789841936244898e+02,1.859522993965768762e+02,2.120346424308261533e+02,2.599699196288364647e+02
5.440000000000000000e+02,1.554873633907676833e+02,2.391877980620182882e+02,3.408573971812250534e+02,2.604412589554568740e+02,2.346232877843763447e+02,2.359098971579415718e+02,2.315972155975943849e+02,2.282941428996057311e+02,2.881230025689190484e+02,3.304511018451315181e+02,5.718083977426726250e+01,2.742811799142064046e+02,1.831344662875134190e+02,2.058406391070811310e+02,2.617278684020349147e+02
5.450000000000000000e+02,1.527179611833491322e+02,2.355506884178353175e+02,3.462069049240985237e+02,2.621417270447213355e+02,2.358548385963969451e+02,2.371352696512763316e+02,2.305384051134280980e+02,2.272604059125469007e+02,2.889683541388811250e+02,3.290112799040467735e+02,5.586102584914760172e+01,2.747394143058093050e+02,1.778901613830315966e+02,2.045201169730095501e+02,2.634221580992100940e+02
5.460000000000000000e+02,1.531536205835954831e+02,2.349497177565017410e+02,3.494183543226722009e+02,2.633614544343307671e+02,2.379684351977405186e+02,2.392586721949965920e+02,2.321675204961020995e+02,2.288429538426119336e+02,2.893024260820917561e+02,3.304680509141599600e+02,5.461910930958663357e+01,2.796846720608603505e+02,1.736033007094535208e+02,2.084306553266837057e+02,2.646516913633715262e+02
