# Time (month),FSNT (W/m2),FLNS (W/m2),FSDSC (W/m2),FSNTC (W/m2),FSNS (W/m2),FLUTC (W/m2),FSDS (W/m2),FLNT (W/m2),FLUT (W/m2),FSNSC (W/m2),TS (K),SOLIN (W/m2),FLNTC (W/m2)
7.100000000000000000e+01,2.476543579432716058e+02,4.837909393366822997e+01,2.533683621093015574e+02,2.970395969206153381e+02,1.698048744626429425e+02,2.605231263411588429e+02,1.946458375519293895e+02,2.382836562229543915e+02,2.397624138215556968e+02,2.238415980363364781e+02,2.911480757351479269e+02,3.511677614972420542e+02,2.590443687409352833e+02
7.200000000000000000e+01,2.485218736926569250e+02,4.837377844766621848e+01,2.525177006428319260e+02,2.987843369220248633e+02,1.700301481697971440e+02,2.608744027373077756e+02,1.931623773977543408e+02,2.393302743597876088e+02,2.408140140269327958e+02,2.249431479124802991e+02,2.910271130202207814e+02,3.515032055601481034e+02,2.593906631155720675e+02
7.300000000000000000e+01,2.493096894644441193e+02,4.908867631126492626e+01,2.500321589916531195e+02,2.976576041285827046e+02,1.711835165368171090e+02,2.613137758133174202e+02,1.928334239848668119e+02,2.399487056472991924e+02,2.414150857007422815e+02,2.238977476375988829e+02,2.913624026237975499e+02,3.487915157855871371e+02,2.598473958622338955e+02
7.400000000000000000e+01,2.472845187738639652e+02,4.989458121565392190e+01,2.459529672501791993e+02,2.937458814651358239e+02,1.699616483755445131e+02,2.615107299891571984e+02,1.909059763185460383e+02,2.383374647135024986e+02,2.397844736515761781e+02,2.202472110104868364e+02,2.920368201553611698e+02,3.438926921644825256e+02,2.600637210873415484e+02
7.500000000000000000e+01,2.436839191396324509e+02,5.069148151303996741e+01,2.405998195051936079e+02,2.865516168064611406e+02,1.668295655171806686e+02,2.631423992236379945e+02,1.895387772846698908e+02,2.402339467044456001e+02,2.416596336460146972e+02,2.131262871149266971e+02,2.929361679362556856e+02,3.380461108871218130e+02,2.617167122798994114e+02
7.600000000000000000e+01,2.396988105317243765e+02,5.052593692171566886e+01,2.354512300714019091e+02,2.816941944239697477e+02,1.624672185710664678e+02,2.647458795881706237e+02,1.853392111976277192e+02,2.418278641728702212e+02,2.432378517227415387e+02,2.078115501994972476e+02,2.938917163462750182e+02,3.329646889944767167e+02,2.633358920503364402e+02
7.700000000000000000e+01,2.383541515851685801e+02,4.999306924049265888e+01,2.307350756384107342e+02,2.819224464923215692e+02,1.600178189356377629e+02,2.670271470781893868e+02,1.792971562633298674e+02,2.445861913893077428e+02,2.459892989209747896e+02,2.070437720425462942e+02,2.946894270583462117e+02,3.298736233107106273e+02,2.656240395690482501e+02
7.800000000000000000e+01,2.372734253273627019e+02,4.865870661937484698e+01,2.291667671506169768e+02,2.827017902320238818e+02,1.582297992038059817e+02,2.679973620284602589e+02,1.758027129074587549e+02,2.461870435709292053e+02,2.475958259082618440e+02,2.070939609873395568e+02,2.948845947437093287e+02,3.294832371646313618e+02,2.665885796681428133e+02
7.900000000000000000e+01,2.392532496717414006e+02,4.826318515715148294e+01,2.315590097135412577e+02,2.851771110490812475e+02,1.605981807232758172e+02,2.673320379400243496e+02,1.775577899981147425e+02,2.460649495754111626e+02,2.474836855990201627e+02,2.099434720128048468e+02,2.945063158791849105e+02,3.319162397577518959e+02,2.659133019978213497e+02
8.000000000000000000e+01,2.430434485207412649e+02,4.919133319950281447e+01,2.368368988504491313e+02,2.886961381417491452e+02,1.650713672485081531e+02,2.654922772367094126e+02,1.830773902017817818e+02,2.440825934915788480e+02,2.455055371006247640e+02,2.142647790232190630e+02,2.938511728264288081e+02,3.365665217557847768e+02,2.640693334914713546e+02
8.100000000000000000e+01,2.453108493449855132e+02,4.938693282886604408e+01,2.439119134251872651e+02,2.916578399136209896e+02,1.677932002338686743e+02,2.637989478064466198e+02,1.890007906832838387e+02,2.418900840483294985e+02,2.433284486167341356e+02,2.181456709491837103e+02,2.932616790136079317e+02,3.423565764034953531e+02,2.623605831561380910e+02
8.200000000000000000e+01,2.471500360505590947e+02,4.859845876949432864e+01,2.496653463866286984e+02,2.938293963359369627e+02,1.695441966786369505e+02,2.622988368722386667e+02,1.940152182680657234e+02,2.404541196791779214e+02,2.419109839204701586e+02,2.205700214899814000e+02,2.923252165761515471e+02,3.477552318303930861e+02,2.608419725818745860e+02
8.300000000000000000e+01,2.475891333443319411e+02,4.727771824245727572e+01,2.525876937956722372e+02,2.977199041282944449e+02,1.691191826936745883e+02,2.613614180194799701e+02,1.932946196036833442e+02,2.387719542632910077e+02,2.402490799987819230e+02,2.238457212072050595e+02,2.918221990687432594e+02,3.511677614972420542e+02,2.598842923222709373e+02
8.400000000000000000e+01,2.484949772635298189e+02,4.767156443123391796e+01,2.521094274277066631e+02,2.988906549485930100e+02,1.695613720635823825e+02,2.612986210980322994e+02,1.927039200676250914e+02,2.396936534483281491e+02,2.411852925844909237e+02,2.245796479413038469e+02,2.913323818551930344e+02,3.515032055601481034e+02,2.598069819495220827e+02
8.500000000000000000e+01,2.490667331463989171e+02,4.860637785396093591e+01,2.491779363893534480e+02,2.976029655753585530e+02,1.704100970072669838e+02,2.619658857659409819e+02,1.919785912705930855e+02,2.398775754676391045e+02,2.413562719749019720e+02,2.231741922241788814e+02,2.917503492344872029e+02,3.487915157855871371e+02,2.604871892983970270e+02
8.600000000000000000e+01,2.481706170358460213e+02,4.977691492931388240e+01,2.450209513890376343e+02,2.931935214766907052e+02,1.704655208705356131e+02,2.627721896738009377e+02,1.917764788451781897e+02,2.410392462079920222e+02,2.424803675536691685e+02,2.192538836795842201e+02,2.925082552441903658e+02,3.438926921644825256e+02,2.613310683410682032e+02
8.700000000000000000e+01,2.431351922483202657e+02,4.997639280245264359e+01,2.398074356914727900e+02,2.867965112318605065e+02,1.656083337330550194e+02,2.639315489692509686e+02,1.880154325370919537e+02,2.407099432648041102e+02,2.421314928358361840e+02,2.126914671101854708e+02,2.934976062605081211e+02,3.380461108871218130e+02,2.625099994806965924e+02
8.800000000000000000e+01,2.402358202585563447e+02,5.075115721130737967e+01,2.354105239100155416e+02,2.819649127282460768e+02,1.629937796396865508e+02,2.657545941303689006e+02,1.858503977096020208e+02,2.429013642511031321e+02,2.443123999912350826e+02,2.079610059387090359e+02,2.943372125937194141e+02,3.329646889944767167e+02,2.643435584954434603e+02
8.900000000000000000e+01,2.379968740656260024e+02,4.957059018229944769e+01,2.303257090172829464e+02,2.818024610809409296e+02,1.593516896654820414e+02,2.675950432237614223e+02,1.787883861652057362e+02,2.455109441760347977e+02,2.469160987888151624e+02,2.065383779089644918e+02,2.949065039459574109e+02,3.298736233107106273e+02,2.661898885467081186e+02
9.000000000000000000e+01,2.367674507669936474e+02,4.839297657493689542e+01,2.282863017733864694e+02,2.825627600413551477e+02,1.570950642109415583e+02,2.687463385997744467e+02,1.747177307688730821e+02,2.471928019907425949e+02,2.486032884785014687e+02,2.062939074914081061e+02,2.951002161872876286e+02,3.294832371646313618e+02,2.673358520281787492e+02
9.100000000000000000e+01,2.387409853123246819e+02,4.798218735797789236e+01,2.307807289103051573e+02,2.850912758676155931e+02,1.594304504358404131e+02,2.677869428833164989e+02,1.764024776725413233e+02,2.464606421308006929e+02,2.478815467670883947e+02,2.092529958549444871e+02,2.948154487562831036e+02,3.319162397577518959e+02,2.663660382208477699e+02
9.200000000000000000e+01,2.423494286063618119e+02,4.870875852141961815e+01,2.363524442582183838e+02,2.887015013742985161e+02,1.639112819214324190e+02,2.664436693078196186e+02,1.818217512901667021e+02,2.452489131970013432e+02,2.466793197799457573e+02,2.139131536237389923e+02,2.942276794847564929e+02,3.365665217557847768e+02,2.650132626949493897e+02
9.300000000000000000e+01,2.460792881604545528e+02,4.965578375562096625e+01,2.433855150590306948e+02,2.917455550466345358e+02,1.682564097015035429e+02,2.645932717642266425e+02,1.893418207207379567e+02,2.435082817624120821e+02,2.449466600091118096e+02,2.179298823263485190e+02,2.934474539133468056e+02,3.423565764034953531e+02,2.631548935878840325e+02
9.400000000000000000e+01,2.472130217614332537e+02,4.890930947256894967e+01,2.498086280293380241e+02,2.945615968118682986e+02,1.693916538241049068e+02,2.625548189863465609e+02,1.936488417775753703e+02,2.403125189255647456e+02,2.417754833553833862e+02,2.211184203740928638e+02,2.926429792473931570e+02,3.477552318303930861e+02,2.610918545749206601e+02
9.500000000000000000e+01,2.484920454215825032e+02,4.761281336321319202e+01,2.525085689303870424e+02,2.977222348344766942e+02,1.700585682687377869e+02,2.621589749834510030e+02,1.943356273107852417e+02,2.401985809491700365e+02,2.416828150672791367e+02,2.237969089170890129e+02,2.920070555581271492e+02,3.511677614972420542e+02,2.606747408416185863e+02
9.600000000000000000e+01,2.487534779920328845e+02,4.791126132416013661e+01,2.519759889024060726e+02,2.990872110506333001e+02,1.697354962242547742e+02,2.617150201689639175e+02,1.926452649336071659e+02,2.396437987835849412e+02,2.411330943230815933e+02,2.246239054316964143e+02,2.916226145973175221e+02,3.515032055601481034e+02,2.602257244381629562e+02
9.700000000000000000e+01,2.493664212119840613e+02,4.843998986379320115e+01,2.490721840913305982e+02,2.978450130343128990e+02,1.706991796125672067e+02,2.628899894004019870e+02,1.919782226405571635e+02,2.409704346114486668e+02,2.424437312483725577e+02,2.233386702381696409e+02,2.921337523264029414e+02,3.487915157855871371e+02,2.614166928678665158e+02
9.800000000000000000e+01,2.471564870396963158e+02,4.948504150315637418e+01,2.443848960161678860e+02,2.933860371890349370e+02,1.689042520835961341e+02,2.636755392693609679e+02,1.897429672395336695e+02,2.416543791386342548e+02,2.431087691209976924e+02,2.189938361999598158e+02,2.927717115126075669e+02,3.438926921644825256e+02,2.622211492383388531e+02
9.900000000000000000e+01,2.438708760399749167e+02,4.963616597205709269e+01,2.402243460383076012e+02,2.872956416774093213e+02,1.665406708187737479e+02,2.639187425901595248e+02,1.885374968245966443e+02,2.409790772878090195e+02,2.424046650927517703e+02,2.134076618515844075e+02,2.935885726339361099e+02,3.380461108871218130e+02,2.624931547155516682e+02
1.000000000000000000e+02,2.400815788066719847e+02,4.979092290264601672e+01,2.357224219602331630e+02,2.825166379614357766e+02,1.629853697558689305e+02,2.656965125515308728e+02,1.853419729608960722e+02,2.427212612812820112e+02,2.441312316529793520e+02,2.086733258678766560e+02,2.944440850131368279e+02,3.329646889944767167e+02,2.642865421324743807e+02
1.010000000000000000e+02,2.393489751265298082e+02,4.968119330109740162e+01,2.305929049047662147e+02,2.822145458179865045e+02,1.609480751527552229e+02,2.681249710078037651e+02,1.801388916483647904e+02,2.462198369611214730e+02,2.476246239139938439e+02,2.070914289543067355e+02,2.951338042271893869e+02,3.298736233107106273e+02,2.667201841699876468e+02
1.020000000000000000e+02,2.381979169908459824e+02,4.815488636150916335e+01,2.288562733088252514e+02,2.828536451222815913e+02,1.589557887462453607e+02,2.686224373391440849e+02,1.765508838803972935e+02,2.468848625777532959e+02,2.482953258732079007e+02,2.068691948479670941e+02,2.953445713806600565e+02,3.294832371646313618e+02,2.672119740922127562e+02
1.030000000000000000e+02,2.403959459900278546e+02,4.820887155021551962e+01,2.310849860101521926e+02,2.853353802758508095e+02,1.615111461702304325e+02,2.682429011703986816e+02,1.784463093339474540e+02,2.466843507992302875e+02,2.481019831597797634e+02,2.096160960054971270e+02,2.951407660613411394e+02,3.319162397577518959e+02,2.668252687095301781e+02
1.040000000000000000e+02,2.434907288968134651e+02,4.821027617560827849e+01,2.365422836550100101e+02,2.890652412688712047e+02,1.652271280576634922e+02,2.666244851029017013e+02,1.829299870636347976e+02,2.452934763450126638e+02,2.467217012010436292e+02,2.142776057523149404e+02,2.944832525170964459e+02,3.365665217557847768e+02,2.651962601381486024e+02
1.050000000000000000e+02,2.461317537491915175e+02,4.918289737462046673e+01,2.434689074337983641e+02,2.921043908397718951e+02,1.683164685827441076e+02,2.647284310235219209e+02,1.891881304306288314e+02,2.432120752295170121e+02,2.446526080504328888e+02,2.181802027595774405e+02,2.937160599256839646e+02,3.423565764034953531e+02,2.632878982156775578e+02
1.060000000000000000e+02,2.476395215248165300e+02,4.885405621186972525e+01,2.490951431306005759e+02,2.943777229466843437e+02,1.696982520130054297e+02,2.631945649234103826e+02,1.937628123688340338e+02,2.412904331355790646e+02,2.427545721918659183e+02,2.206189163041056247e+02,2.929015602276911068e+02,3.477552318303930861e+02,2.617304258060118514e+02
1.070000000000000000e+02,2.484183611011459902e+02,4.777192200122904353e+01,2.518921254680872437e+02,2.975248487507377604e+02,1.696287636222348851e+02,2.621860085688775825e+02,1.938430464329407812e+02,2.399952051757106233e+02,2.414805169912744702e+02,2.231657253895626525e+02,2.920926923321539448e+02,3.511677614972420542e+02,2.607006967857744257e+02
1.080000000000000000e+02,2.499074934710078821e+02,4.819774911250917171e+01,2.519447350444922336e+02,2.991388876201982612e+02,1.709493794511727742e+02,2.625369852845599894e+02,1.940487695681286198e+02,2.409767640283092760e+02,2.424622503309437320e+02,2.245794816856700891e+02,2.919391667573448217e+02,3.515032055601481034e+02,2.610514989815951594e+02
1.090000000000000000e+02,2.500607715905286170e+02,4.813449078175158036e+01,2.491012557756149590e+02,2.978604925243347452e+02,1.712578972494934249e+02,2.624111338033092125e+02,1.927975559882145831e+02,2.406585668313614121e+02,2.421344369713655169e+02,2.231624721306418735e+02,2.922670336252115248e+02,3.487915157855871371e+02,2.609352635983184427e+02
1.100000000000000000e+02,2.476279929728139280e+02,4.905703235034573595e+01,2.446377092765420116e+02,2.935925141347562430e+02,1.695216664640616671e+02,2.634249006714066468e+02,1.903756748802362040e+02,2.408383857029989770e+02,2.422926115892110204e+02,2.191915724880471430e+02,2.929221324434135454e+02,3.438926921644825256e+02,2.619706747972253993e+02
1.110000000000000000e+02,2.445976934366107400e+02,5.002925417352219739e+01,2.400938067276857737e+02,2.873114181737434478e+02,1.671208004860115750e+02,2.640386400841040313e+02,1.893626060219581007e+02,2.411859183824998922e+02,2.426158681818180867e+02,2.131558893564251207e+02,2.938008269599519622e+02,3.380461108871218130e+02,2.626086902822743809e+02
1.120000000000000000e+02,2.405913350059316542e+02,5.026685148786781099e+01,2.351378113925245259e+02,2.826120421599979409e+02,1.631738629475539710e+02,2.661888551035641512e+02,1.853872245697591552e+02,2.429170870574665173e+02,2.443293467941779227e+02,2.083545037576631955e+02,2.948017692130620162e+02,3.329646889944767167e+02,2.647765954712791654e+02
1.130000000000000000e+02,2.391592687637422614e+02,4.905857006826290245e+01,2.306984123857355371e+02,2.826979294309345505e+02,1.607444075665434582e+02,2.681329206811338395e+02,1.796100101948013616e+02,2.455144981677904354e+02,2.469204954810440711e+02,2.074890055064036289e+02,2.954825169087614540e+02,3.298736233107106273e+02,2.667269233543518112e+02
1.140000000000000000e+02,2.387490434991037489e+02,4.828601528384269415e+01,2.282791758802328843e+02,2.828474083548068734e+02,1.590297162892693734e+02,2.695292177224382044e+02,1.767210158848251069e+02,2.478845730800964873e+02,2.492964872552151121e+02,2.063284533399097427e+02,2.958280667258167682e+02,3.294832371646313618e+02,2.681173035841321166e+02
1.150000000000000000e+02,2.401713500774698673e+02,4.761622276329806880e+01,2.302975086294882203e+02,2.853438170531969718e+02,1.605334550005095196e+02,2.686167776250953807e+02,1.774593071773857957e+02,2.470385348736199660e+02,2.484612415962163539e+02,2.089209629510983746e+02,2.954830001773113963e+02,3.319162397577518959e+02,2.671940708665066495e+02
1.160000000000000000e+02,2.435466948601184924e+02,4.807628946940081960e+01,2.359175775548229126e+02,2.892049866930161670e+02,1.646908469301186244e+02,2.671717818748229547e+02,1.823266346571188308e+02,2.455034202921320343e+02,2.469348660403069573e+02,2.137941372146121921e+02,2.948403365198946631e+02,3.365665217557847768e+02,2.657403360934912371e+02
1.170000000000000000e+02,2.457177892884238020e+02,4.840522194258143429e+01,2.426937176334587321e+02,2.921561843478787637e+02,1.673185958682918226e+02,2.655180072280713262e+02,1.879593462672269482e+02,2.437648687527524771e+02,2.452099010664799437e+02,2.176599708137590312e+02,2.940251726116929945e+02,3.423565764034953531e+02,2.640729750488349623e+02
1.180000000000000000e+02,2.472282598670198013e+02,4.802117192799555312e+01,2.489114416705280917e+02,2.946988601580030149e+02,1.688911966854224715e+02,2.633020713465378435e+02,1.927769775254519402e+02,2.412004584977509012e+02,2.426611829079338349e+02,2.206156036898350976e+02,2.930204811281567459e+02,3.477552318303930861e+02,2.618413470477814258e+02
1.190000000000000000e+02,2.487332789475003665e+02,4.773653017809900945e+01,2.518019027445773759e+02,2.977784215775326970e+02,1.698230951809099452e+02,2.629939400771782516e+02,1.940134388211675116e+02,2.409863724472226068e+02,2.424645254832009016e+02,2.233116932914011272e+02,2.925121233070822200e+02,3.511677614972420542e+02,2.615157872267832886e+02
1.200000000000000000e+02,2.498827205421971485e+02,4.725666002595762905e+01,2.512247625768386570e+02,2.992164128868729449e+02,1.703495944913040034e+02,2.632479359470978011e+02,1.931752212788544227e+02,2.417564505820719489e+02,2.432430399956606095e+02,2.240716506882418457e+02,2.923168305060123089e+02,3.515032055601481034e+02,2.617613464816109285e+02
1.210000000000000000e+02,2.495692904019958860e+02,4.797434939374721807e+01,2.482854401882053708e+02,2.976590232897235069e+02,1.701240556690933090e+02,2.636780980079099663e+02,1.915914957053252579e+02,2.428156460971516424e+02,2.442975532393519131e+02,2.224209538146714635e+02,2.924526512089917105e+02,3.487915157855871371e+02,2.621961909224373812e+02
1.220000000000000000e+02,2.488223857756759685e+02,4.892160706820691729e+01,2.441751294419819942e+02,2.938713115420304689e+02,1.703170393286470699e+02,2.646711467373435198e+02,1.909502391130674823e+02,2.431216810085011844e+02,2.445773580711202158e+02,2.190794125603874534e+02,2.933424233166082900e+02,3.438926921644825256e+02,2.632154695919888923e+02
1.230000000000000000e+02,2.455038879138606660e+02,5.042400348861210091e+01,2.398554941281794299e+02,2.877230627431189873e+02,1.679792169791985827e+02,2.656021570271813061e+02,1.898087329470886289e+02,2.434774749526198718e+02,2.449085722963702665e+02,2.135137201054468505e+02,2.942838059191504385e+02,3.380461108871218130e+02,2.641710597037345565e+02
1.240000000000000000e+02,2.406425803290032377e+02,4.984444999380288976e+01,2.351690684594712764e+02,2.831525268545427707e+02,1.631886396063792404e+02,2.665570049577555096e+02,1.848910813050486581e+02,2.432785892777569359e+02,2.446905793415960773e+02,2.088394533391489745e+02,2.950726145596852916e+02,3.329646889944767167e+02,2.651450150357233611e+02
1.250000000000000000e+02,2.392932110187460069e+02,4.879755440417344658e+01,2.302895760586580423e+02,2.828197196876974999e+02,1.607090118722430248e+02,2.682845951699736702e+02,1.793284014310184205e+02,2.455201855161070057e+02,2.469244752445510755e+02,2.073297013704780056e+02,2.955971157035518786e+02,3.298736233107106273e+02,2.668803054828628660e+02
1.260000000000000000e+02,2.388996000647518372e+02,4.731644938136444267e+01,2.282282820778114001e+02,2.830011581606727304e+02,1.592044130712741890e+02,2.694006985409797039e+02,1.767037101124473111e+02,2.474812186110865184e+02,2.488925812249226510e+02,2.063935937558443072e+02,2.959528844002007304e+02,3.294832371646313618e+02,2.679893358350560106e+02
1.270000000000000000e+02,2.401697435193594288e+02,4.726734084796848379e+01,2.300831411610213024e+02,2.853810129081995228e+02,1.602919636585995136e+02,2.692762179586683828e+02,1.771955057911908114e+02,2.479074534110752097e+02,2.493282385597380824e+02,2.087313239140491987e+02,2.957000179009111775e+02,3.319162397577518959e+02,2.678554327399846784e+02
1.280000000000000000e+02,2.438151833024350879e+02,4.811562953945027488e+01,2.356097016835599618e+02,2.890497280345479680e+02,1.647151007545888035e+02,2.681225372783748071e+02,1.824869651217343005e+02,2.471691129209726512e+02,2.485989679946854380e+02,2.134752961873450658e+02,2.951643803674384117e+02,3.365665217557847768e+02,2.666926822433013626e+02
1.290000000000000000e+02,2.466811649459081366e+02,4.909936821331749002e+01,2.429023200093938897e+02,2.923052985799551493e+02,1.683560940696274031e+02,2.659199465910380127e+02,1.891837263870628192e+02,2.445996965184438920e+02,2.460461194272596401e+02,2.178335800441755339e+02,2.942785629547734061e+02,3.423565764034953531e+02,2.644735238044713128e+02
1.300000000000000000e+02,2.479864677855613309e+02,4.788593280610490410e+01,2.487827190835564011e+02,2.952236399278432373e+02,1.694211402142497604e+02,2.643431799902277817e+02,1.928140646822158146e+02,2.423215891918142972e+02,2.437873847193850168e+02,2.209148009618563151e+02,2.935331255172812348e+02,3.477552318303930861e+02,2.628773843894970241e+02
1.310000000000000000e+02,2.498748972605798144e+02,4.715711837031775389e+01,2.518613906000112195e+02,2.983001749074053919e+02,1.708158001774675370e+02,2.630311247917363175e+02,1.947265876717902415e+02,2.414331005289157019e+02,2.429203537377247528e+02,2.236526659863426403e+02,2.925739523786749601e+02,3.511677614972420542e+02,2.615438714709499664e+02
1.320000000000000000e+02,2.498082244647187053e+02,4.742756740550147043e+01,2.513559939102188991e+02,2.993135032453766371e+02,1.702968069615012894e+02,2.633366250566864437e+02,1.931836709354387267e+02,2.415789140080428297e+02,2.430735359524418868e+02,2.241445055594464861e+02,2.924789664004207452e+02,3.515032055601481034e+02,2.618420030788491886e+02
1.330000000000000000e+02,2.502181384150022154e+02,4.816588530813029223e+01,2.486633395567359059e+02,2.980222874101896195e+02,1.710284198828104536e+02,2.639186033713799020e+02,1.925037667941145401e+02,2.420864232109601062e+02,2.435622264057076052e+02,2.228448783027234583e+02,2.928780556100475678e+02,3.487915157855871371e+02,2.624428002143316689e+02
1.340000000000000000e+02,2.485728278450835660e+02,4.896647305945570849e+01,2.441863543318307848e+02,2.940325978868894481e+02,1.701486167422276878e+02,2.649904672277504574e+02,1.906896553514478683e+02,2.428220762494824498e+02,2.442687186615025041e+02,2.191553091462060650e+02,2.936375984623201703e+02,3.438926921644825256e+02,2.635438247939293319e+02
1.350000000000000000e+02,2.442501576179290339e+02,4.875534527262773565e+01,2.392380970993532117e+02,2.879140131622060608e+02,1.660358410400172886e+02,2.656213911560477072e+02,1.874223239435448534e+02,2.430588190369484778e+02,2.444872085873145977e+02,2.130923700261118938e+02,2.943695318947820851e+02,3.380461108871218130e+02,2.641930015557027218e+02
1.360000000000000000e+02,2.420297753939657071e+02,4.946034896472675513e+01,2.343492292758737960e+02,2.837447414143296101e+02,1.639746581379179133e+02,2.666665822596287398e+02,1.849517124657798490e+02,2.438517820361104782e+02,2.452676886882311749e+02,2.087360021235582508e+02,2.952334549158390473e+02,3.329646889944767167e+02,2.652506755289762168e+02
1.370000000000000000e+02,2.399886684565768178e+02,4.896287937802382118e+01,2.293916132655117508e+02,2.824843622845681921e+02,1.607681010180111230e+02,2.690703116880452512e+02,1.795884209944206589e+02,2.468245008865214061e+02,2.482321666512583533e+02,2.062954445516774058e+02,2.960052217955943092e+02,3.298736233107106273e+02,2.676626460119626927e+02
1.380000000000000000e+02,2.382577593926220061e+02,4.762425311851705345e+01,2.274086114278901221e+02,2.826444814984104141e+02,1.579926322189431289e+02,2.703246425224921268e+02,1.755440238107820221e+02,2.491044814715852169e+02,2.505185023057427998e+02,2.055626249731101609e+02,2.961745673698471819e+02,3.294832371646313618e+02,2.689106216136902390e+02
1.390000000000000000e+02,2.404208023632040465e+02,4.778448221041643507e+01,2.301390694172444853e+02,2.852704414710569267e+02,1.606262347242605699e+02,2.699741404205609001e+02,1.777348926497418802e+02,2.489600637148675446e+02,2.503858413629154143e+02,2.086966135559705720e+02,2.959592929548157940e+02,3.319162397577518959e+02,2.685483629148304772e+02
1.400000000000000000e+02,2.451306679098334200e+02,4.852894998682575789e+01,2.356444383094777777e+02,2.891725394165451348e+02,1.661454558218113391e+02,2.683706524024202622e+02,1.839723378901855142e+02,2.482370882647750250e+02,2.496715385281266890e+02,2.135320517388491623e+02,2.952476680219846230e+02,3.365665217557847768e+02,2.669362021508758289e+02
1.410000000000000000e+02,2.469044773445392593e+02,4.806630001899085158e+01,2.424188893149759281e+02,2.922969404449596595e+02,1.683770914514028050e+02,2.660320531487411699e+02,1.888318172503117580e+02,2.450055453862480306e+02,2.464530540537674881e+02,2.175900031427899535e+02,2.944091701042672184e+02,3.423565764034953531e+02,2.645845444951077639e+02
1.420000000000000000e+02,2.486560035538197724e+02,4.827394262225384836e+01,2.487011725188750404e+02,2.952152065302382198e+02,1.701322802843969555e+02,2.636377634272881210e+02,1.936320092479825234e+02,2.415814234321427421e+02,2.430462657317734170e+02,2.208064910628589814e+02,2.934477808853640681e+02,3.477552318303930861e+02,2.621729211436950777e+02
1.430000000000000000e+02,2.501208508288418386e+02,4.731288036491280735e+01,2.517320558661482721e+02,2.984325769141686919e+02,1.710259349387971497e+02,2.629937835816843972e+02,1.947297664109865707e+02,2.409532349769226016e+02,2.424286554726873248e+02,2.236493549136670822e+02,2.926788132376120188e+02,3.511677614972420542e+02,2.615183630469508103e+02
1.440000000000000000e+02,2.505768699351806958e+02,4.749555883744591256e+01,2.510087850415465880e+02,2.993780558322090997e+02,1.709682607390802502e+02,2.634400980530895140e+02,1.937585488054397729e+02,2.416723817153838354e+02,2.431599817269168682e+02,2.239769436146261228e+02,2.926141838315057271e+02,3.515032055601481034e+02,2.619524980892961139e+02
1.450000000000000000e+02,2.505518981011925064e+02,4.774583163159809374e+01,2.481988004972633632e+02,2.980547110145305396e+02,1.711193015307677285e+02,2.642166521689059095e+02,1.924015244772996027e+02,2.427422962179634567e+02,2.442178994756355053e+02,2.225714862691173153e+02,2.929440604312173377e+02,3.487915157855871371e+02,2.627410488665713046e+02
1.460000000000000000e+02,2.489638566985555315e+02,4.867718597781464496e+01,2.439416414388365411e+02,2.940715781155213904e+02,1.701709621066106308e+02,2.646516470565945269e+02,1.907978267235097292e+02,2.424715083480044768e+02,2.439200642030698987e+02,2.187979404398578254e+02,2.935265875233463362e+02,3.438926921644825256e+02,2.632030911919035248e+02
1.470000000000000000e+02,2.450062327050056581e+02,4.873398143112188308e+01,2.390167999864434591e+02,2.875516782782556788e+02,1.667531877041478197e+02,2.653732998360566171e+02,1.885699069448623106e+02,2.428170648886190008e+02,2.442482078172991464e+02,2.125258838974388880e+02,2.944618271722868030e+02,3.380461108871218130e+02,2.639421570013306564e+02
1.480000000000000000e+02,2.411614851605362446e+02,4.898752050274534753e+01,2.344433294521837183e+02,2.830543319875629891e+02,1.631619316606325185e+02,2.671827525704438244e+02,1.847632643322457682e+02,2.443287506273439362e+02,2.457443421028689272e+02,2.081277078047735927e+02,2.953527806654608412e+02,3.329646889944767167e+02,2.657671612488237542e+02
1.490000000000000000e+02,2.395231921445221985e+02,4.818902452511141377e+01,2.288746976155506161e+02,2.828374485231721565e+02,1.596795782831167685e+02,2.691927642264610085e+02,1.781973320706002823e+02,2.469938941694011874e+02,2.484023060327155008e+02,2.061410149056194712e+02,2.960275920671853669e+02,3.298736233107106273e+02,2.677843523079930605e+02
1.500000000000000000e+02,2.392719865792104201e+02,4.746361268466389305e+01,2.276694860712851209e+02,2.829188653231229864e+02,1.591639818756109719e+02,2.705376383100003181e+02,1.767195113067161287e+02,2.490162372499177650e+02,2.504323477238644955e+02,2.058344253946640094e+02,2.963870703310835779e+02,3.294832371646313618e+02,2.691215277311811747e+02
1.510000000000000000e+02,2.403415589647389936e+02,4.709576529578897919e+01,2.293804112014186387e+02,2.853010809091500164e+02,1.599777939718301241e+02,2.703493826914979650e+02,1.769205600305222390e+02,2.493827526222141557e+02,2.508083919980973633e+02,2.081231763321319193e+02,2.960882949848019052e+02,3.319162397577518959e+02,2.689237433100166186e+02
1.520000000000000000e+02,2.441656505052398245e+02,4.758560824298216829e+01,2.350727060805606925e+02,2.891005665624439303e+02,1.646225692871111619e+02,2.686141521263584764e+02,1.823567723689736511e+02,2.479252530038744169e+02,2.493608178637373385e+02,2.130679426593999324e+02,2.954908198032411519e+02,3.365665217557847768e+02,2.671785873241269655e+02
