# Time (month),FSNT (W/m2),FLNS (W/m2),FSDSC (W/m2),FSNTC (W/m2),FSNS (W/m2),FLUTC (W/m2),FSDS (W/m2),FLNT (W/m2),FLUT (W/m2),FSNSC (W/m2),TS (K),SOLIN (W/m2),FLNTC (W/m2)
1.530000000000000000e+02,2.474698201710459671e+02,4.846036507083958611e+01,2.418280930021003030e+02,2.922784826124461119e+02,1.685806141970124372e+02,2.666513946526045515e+02,1.890761120095394574e+02,2.459160730027613795e+02,2.473651985087631715e+02,2.171356193540671313e+02,2.946307480806751187e+02,3.423565764034953531e+02,2.652022691242843280e+02
1.540000000000000000e+02,2.491059219136319314e+02,4.816201574512960093e+01,2.485725014137787241e+02,2.956315867477043184e+02,1.705456604366873705e+02,2.646151281693800570e+02,1.937556780740329145e+02,2.426681561301236911e+02,2.441375559591572255e+02,2.211381754340997929e+02,2.937291482647895577e+02,3.477552318303930861e+02,2.631457283816349673e+02
1.550000000000000000e+02,2.491358301094089427e+02,4.622651188160958213e+01,2.511077376972911850e+02,2.985833209010901328e+02,1.695804554864071463e+02,2.632709228889949031e+02,1.928701640679728087e+02,2.413003412775004506e+02,2.427801661263885080e+02,2.234372978409926702e+02,2.929669517475113594e+02,3.511677614972420542e+02,2.617910980351592798e+02
1.560000000000000000e+02,2.502971032537228950e+02,4.686521252687319361e+01,2.508521990736625185e+02,2.995838784733656439e+02,1.704247610836549143e+02,2.635660224723879992e+02,1.929648023134826076e+02,2.412088324567407938e+02,2.426955664398595616e+02,2.238935086619498804e+02,2.928558427688667507e+02,3.515032055601481034e+02,2.620792884411291652e+02
1.570000000000000000e+02,2.513717646389551419e+02,4.765214987093479948e+01,2.480699291829778304e+02,2.984347509043556670e+02,1.716967889058139747e+02,2.645637626135044798e+02,1.926919706675276416e+02,2.431502789392870056e+02,2.446327938785429410e+02,2.226711408245477344e+02,2.931983137498733640e+02,3.487915157855871371e+02,2.630812476352907083e+02
1.580000000000000000e+02,2.483102796429335513e+02,4.772879583164419870e+01,2.433732299175420337e+02,2.938413301375001083e+02,1.691753869067433129e+02,2.647341764702067621e+02,1.896627015402671077e+02,2.424940388062704244e+02,2.439441522210283608e+02,2.182930330519505446e+02,2.936432913432151395e+02,3.438926921644825256e+02,2.632840630158192425e+02
1.590000000000000000e+02,2.440043530242462566e+02,4.762105490451983059e+01,2.386221968835904761e+02,2.872976550613395830e+02,1.653431323046374075e+02,2.656943203028363314e+02,1.872315654444120412e+02,2.430076114795683679e+02,2.444305299530926163e+02,2.119233205864223066e+02,2.944600997352523564e+02,3.380461108871218130e+02,2.642714018078445406e+02
1.600000000000000000e+02,2.410258176624107875e+02,4.856380897403111874e+01,2.336737931236442591e+02,2.824258323607422199e+02,1.621899637321626244e+02,2.674256246223298490e+02,1.844527948417459129e+02,2.453669472314991253e+02,2.467845693207439695e+02,2.067294273779260152e+02,2.954309719323739500e+02,3.329646889944767167e+02,2.660080025592909578e+02
1.610000000000000000e+02,2.395926109025443509e+02,4.820101145399069509e+01,2.289194418590725206e+02,2.821342104744871904e+02,1.598313337567965391e+02,2.698691336414456146e+02,1.789096735385216448e+02,2.484897405306595886e+02,2.499017408815923318e+02,2.055486830180772415e+02,2.960848710687295693e+02,3.298736233107106273e+02,2.684571331474799081e+02
1.620000000000000000e+02,2.395285759427972323e+02,4.757593880821107746e+01,2.273829249726191222e+02,2.829365021545875720e+02,1.592206715342864527e+02,2.705411269380023782e+02,1.767332001827793988e+02,2.489534159390734089e+02,2.503685014762080812e+02,2.056195904916469317e+02,2.963575138734783536e+02,3.294832371646313618e+02,2.691260414246359005e+02
1.630000000000000000e+02,2.408800866605257625e+02,4.688137586032064519e+01,2.301425242157951061e+02,2.855604103661394220e+02,1.610868975520828315e+02,2.701157772235955576e+02,1.778291030691377159e+02,2.489119659320569440e+02,2.503377622570518781e+02,2.089047165752778312e+02,2.960459048275084228e+02,3.319162397577518959e+02,2.686899808573356836e+02
1.640000000000000000e+02,2.444610227172273653e+02,4.757053573148402847e+01,2.355029609036962768e+02,2.893234705048218416e+02,1.653117541327669358e+02,2.685193341551356525e+02,1.829385086895569827e+02,2.476167890592699337e+02,2.490512796599553837e+02,2.135074023828274505e+02,2.954729663325735487e+02,3.365665217557847768e+02,2.670848435944848234e+02
1.650000000000000000e+02,2.469607173817359467e+02,4.832300184092673589e+01,2.417969590824540091e+02,2.923640501916870562e+02,1.679485591587708200e+02,2.665898193875028710e+02,1.883695877258814733e+02,2.457391961763343033e+02,2.471853914220492356e+02,2.171780836511864834e+02,2.946056895484295524e+02,3.423565764034953531e+02,2.651436240708933383e+02
1.660000000000000000e+02,2.488808472298350125e+02,4.779681585266349231e+01,2.482025974529842074e+02,2.955832933335026382e+02,1.700124700737214596e+02,2.646829569526566956e+02,1.931084517266012881e+02,2.427044025448425089e+02,2.441638310901653313e+02,2.207909621066809791e+02,2.938901060585030791e+02,3.477552318303930861e+02,2.632235283677816824e+02
1.670000000000000000e+02,2.498111794011688573e+02,4.659042732477820437e+01,2.512042947103035715e+02,2.986515982624187018e+02,1.703066797748440706e+02,2.637935326223980042e+02,1.936441105372115317e+02,2.417186742754182660e+02,2.431997368531932580e+02,2.234804876166303700e+02,2.930569263442892520e+02,3.511677614972420542e+02,2.623124700952441231e+02
1.680000000000000000e+02,2.512004888504073392e+02,4.662472384947675863e+01,2.505982798539251064e+02,2.992905349813347016e+02,1.712623264604652604e+02,2.637587863751990653e+02,1.939813267209591459e+02,2.423056407167595125e+02,2.437973703528190583e+02,2.235096053886327354e+02,2.927670572236311273e+02,3.515032055601481034e+02,2.622670567746348524e+02
1.690000000000000000e+02,2.508708657173306165e+02,4.751909464814175266e+01,2.478428211981739651e+02,2.981618083032355457e+02,1.712293290774059642e+02,2.644400277559152528e+02,1.923639528208319405e+02,2.427023648542069623e+02,2.441850818605222457e+02,2.223656544711205072e+02,2.932740494668770452e+02,3.487915157855871371e+02,2.629573108077673851e+02
1.700000000000000000e+02,2.494011074890557893e+02,4.851906259437004110e+01,2.433187265117674087e+02,2.938952633271285890e+02,1.704140598485627720e+02,2.656520971979551859e+02,1.909288464381663175e+02,2.442997434259413296e+02,2.457531497468110331e+02,2.184091763272981552e+02,2.938440285585743368e+02,3.438926921644825256e+02,2.641986909924307270e+02
1.710000000000000000e+02,2.457189756609444657e+02,4.946753103676438457e+01,2.388136557064642318e+02,2.877484513489702067e+02,1.675396835308237087e+02,2.659691018712999266e+02,1.890441576824644017e+02,2.434913742895684265e+02,2.449218813283493716e+02,2.127483045737470206e+02,2.947211785459215889e+02,3.380461108871218130e+02,2.645385948884022582e+02
1.720000000000000000e+02,2.420261875867221590e+02,4.951676751064499626e+01,2.344930192267810867e+02,2.835304404049752520e+02,1.640195632906659284e+02,2.674385454035536895e+02,1.854898003559585788e+02,2.443661895949732639e+02,2.457808007797985113e+02,2.085031268967146616e+02,2.956373817490154465e+02,3.329646889944767167e+02,2.660239343661713178e+02
1.730000000000000000e+02,2.401372048139145647e+02,4.864988958372870798e+01,2.292847226865688413e+02,2.827213899896139537e+02,1.607038084395226178e+02,2.698228247138075631e+02,1.795049085791617927e+02,2.475075660089060250e+02,2.489159069572930321e+02,2.063201028891365638e+02,2.963096351326503850e+02,3.298736233107106273e+02,2.684144836581397158e+02
1.740000000000000000e+02,2.392681587912234704e+02,4.775562718531570994e+01,2.275920578926793780e+02,2.830040337037816585e+02,1.589349733901582908e+02,2.707937326449392685e+02,1.765599842758164471e+02,2.493377598290248045e+02,2.507532420998857958e+02,2.057290193549374919e+02,2.966155373246068052e+02,3.294832371646313618e+02,2.693782503814556435e+02
1.750000000000000000e+02,2.402759745871884149e+02,4.600086380796083319e+01,2.298256573481422151e+02,2.856394871423348150e+02,1.600847871791290800e+02,2.702028971943400393e+02,1.767776171505286413e+02,2.486612598457125785e+02,2.500840121982992343e+02,2.085852170127152192e+02,2.962717009146640521e+02,3.319162397577518959e+02,2.687801448766938961e+02
1.760000000000000000e+02,2.448893715499785912e+02,4.758224093730050441e+01,2.354217710367198038e+02,2.894468538078906477e+02,1.655433955578506300e+02,2.686962658881508901e+02,1.831845903637744755e+02,2.478498439631304961e+02,2.492794639109926891e+02,2.134523989453277295e+02,2.956026903051388786e+02,3.365665217557847768e+02,2.672666459353006871e+02
1.770000000000000000e+02,2.478218836524770836e+02,4.889701701154451285e+01,2.426874926682951923e+02,2.928755798387175560e+02,1.692214505453950153e+02,2.666620446592377220e+02,1.897814449425958685e+02,2.449013392391968864e+02,2.463473167075993047e+02,2.179596716975277673e+02,2.948344999467900038e+02,3.423565764034953531e+02,2.652160671306955919e+02
1.780000000000000000e+02,2.493463292583237774e+02,4.782400749115440419e+01,2.482872996370819010e+02,2.957136331324679759e+02,1.704957703559644528e+02,2.649053390741682392e+02,1.935390672757072252e+02,2.426109919512522310e+02,2.440756008611172092e+02,2.208754760127771135e+02,2.940226012303476182e+02,3.477552318303930861e+02,2.634407303163284837e+02
1.790000000000000000e+02,2.498163610241618073e+02,4.614731018738676482e+01,2.507929905447018086e+02,2.985619471901413249e+02,1.698551616822587675e+02,2.640887718464339855e+02,1.932436585950753170e+02,2.424638084674814422e+02,2.439501549282258850e+02,2.230330476830771715e+02,2.932262937060936565e+02,3.511677614972420542e+02,2.626024254619662202e+02
1.800000000000000000e+02,2.507140185736193416e+02,4.632253141954387132e+01,2.502956786368723954e+02,2.994962700101769997e+02,1.704312710145772201e+02,2.637348602717212316e+02,1.930317639114972508e+02,2.421360548113059963e+02,2.436315426672238402e+02,2.233799590870627583e+02,2.930119624900302142e+02,3.515032055601481034e+02,2.622393724813807125e+02
1.810000000000000000e+02,2.510177692747934088e+02,4.715783548223573973e+01,2.473557201469718336e+02,2.981645609102566823e+02,1.709673887670730892e+02,2.648065517966140874e+02,1.919734092025848327e+02,2.432556035870624669e+02,2.447370122104974257e+02,2.219849646628931339e+02,2.933325566629553691e+02,3.487915157855871371e+02,2.633251431537119061e+02
1.820000000000000000e+02,2.496379648294071387e+02,4.836861911674166237e+01,2.434327142065276348e+02,2.939349549441033105e+02,1.706881667895642067e+02,2.661501385823405030e+02,1.912948063999029387e+02,2.447068643267825792e+02,2.461462319733387574e+02,2.184610838402288948e+02,2.939980582609465500e+02,3.438926921644825256e+02,2.647107707797873104e+02
1.830000000000000000e+02,2.456101483622458659e+02,4.850291409632273343e+01,2.389527643515307602e+02,2.882346524756432586e+02,1.672437689829654062e+02,2.663078111505948868e+02,1.885222069117101569e+02,2.438809386982559317e+02,2.453147882560480468e+02,2.130730862734958748e+02,2.948536488667589879e+02,3.380461108871218130e+02,2.648739616056773798e+02
1.840000000000000000e+02,2.424300862927358935e+02,4.926936505224192331e+01,2.340471794809398602e+02,2.840451500230676629e+02,1.642904201469724796e+02,2.680600184233584855e+02,1.849529047439970100e+02,2.453917414665307888e+02,2.468125060752372519e+02,2.088947385640217362e+02,2.958282552849730678e+02,3.329646889944767167e+02,2.666392537441860213e+02
1.850000000000000000e+02,2.407442566862661124e+02,4.832032628580424927e+01,2.293551885117947791e+02,2.831081147894570336e+02,1.614375993871045409e+02,2.699001358668294301e+02,1.798714008586053410e+02,2.478070463519434554e+02,2.492198136206984884e+02,2.067812025049461226e+02,2.964815949286311252e+02,3.298736233107106273e+02,2.684873686334124159e+02
1.860000000000000000e+02,2.392561517078284510e+02,4.700646935527880288e+01,2.270472714704613963e+02,2.829077898694255850e+02,1.585501271862684689e+02,2.713313929597588867e+02,1.760679690508908095e+02,2.502356248279239423e+02,2.516537250606974396e+02,2.052835906470270402e+02,2.967600739888106887e+02,3.294832371646313618e+02,2.699132927437403850e+02
1.870000000000000000e+02,2.405325174418929350e+02,4.656198060932306504e+01,2.290904566592366223e+02,2.853924592472726545e+02,1.598126812821477927e+02,2.706231441255021650e+02,1.767226581679748278e+02,2.496635854006400450e+02,2.510913980141709771e+02,2.078514191071148502e+02,2.964572122877569882e+02,3.319162397577518959e+02,2.691953315709703816e+02
1.880000000000000000e+02,2.445327107269850444e+02,4.779957484914524457e+01,2.350486505652621929e+02,2.892806558509516321e+02,1.650054857760482605e+02,2.691839819258817101e+02,1.827318213825652435e+02,2.484957447038476062e+02,2.499315715365414121e+02,2.130723113825111454e+02,2.958486662384516421e+02,3.365665217557847768e+02,2.677481550422292003e+02
1.890000000000000000e+02,2.478568180919943700e+02,4.852408138982373487e+01,2.420151960702280007e+02,2.926278115724529698e+02,1.689443492563776203e+02,2.673127227406703241e+02,1.892550771721599858e+02,2.464491931555255064e+02,2.478990430740985005e+02,2.174703152905461536e+02,2.949954549176198952e+02,3.423565764034953531e+02,2.658628729285169356e+02
1.900000000000000000e+02,2.496577174701558874e+02,4.789500417705863811e+01,2.481680266734290967e+02,2.957038291675619917e+02,1.707463092233523696e+02,2.651823292849700238e+02,1.938512564034385832e+02,2.433282765116773874e+02,2.447934710915681933e+02,2.207917375486964886e+02,2.941643847713801279e+02,3.477552318303930861e+02,2.637171346382159527e+02
1.910000000000000000e+02,2.502586993673595828e+02,4.679470450457579744e+01,2.511293281500580292e+02,2.987463198308337269e+02,1.706515374745405609e+02,2.640918432408023477e+02,1.941773058591825531e+02,2.418013953218824952e+02,2.432877248734106672e+02,2.233519563159194661e+02,2.934024432439238694e+02,3.511677614972420542e+02,2.626055135902834081e+02
1.920000000000000000e+02,2.513819171884269110e+02,4.706717984180917824e+01,2.505260620347156362e+02,2.996191312649333440e+02,1.712177318974378579e+02,2.646872534921183160e+02,1.938053043756509339e+02,2.435674136935957108e+02,2.450553766906343185e+02,2.236232272660255944e+02,2.931811253317700903e+02,3.515032055601481034e+02,2.631992904575435546e+02
1.930000000000000000e+02,2.509840501731534914e+02,4.796748049347274190e+01,2.481035672996041797e+02,2.982826214832543315e+02,1.713910226086833006e+02,2.654708265907676719e+02,1.926222208000750697e+02,2.438881066924209335e+02,2.453674020618295231e+02,2.225512701848078336e+02,2.935588998179807163e+02,3.487915157855871371e+02,2.639915312117709050e+02
1.940000000000000000e+02,2.489378551338621151e+02,4.776425915389577881e+01,2.428404655687673142e+02,2.940709200805635533e+02,1.695027922930043474e+02,2.657785537200593353e+02,1.896698083264757315e+02,2.440652748369543303e+02,2.455237711470049931e+02,2.181997963264942939e+02,2.941328558616819464e+02,3.438926921644825256e+02,2.643200573927898631e+02
1.950000000000000000e+02,2.463888270388696640e+02,4.875590301337567922e+01,2.382557033880685537e+02,2.884433190101626110e+02,1.677692759261672109e+02,2.665894619087633828e+02,1.885032423242811035e+02,2.443576439281929424e+02,2.457861117757292959e+02,2.129907381414706720e+02,2.950673128767908224e+02,3.380461108871218130e+02,2.651609939623580772e+02
1.960000000000000000e+02,2.424401097464782993e+02,4.844550275411005913e+01,2.340072501381644372e+02,2.846514975720833149e+02,1.641890453313071134e+02,2.683471873297411889e+02,1.841465703833444252e+02,2.461948076866225108e+02,2.476126452763201939e+02,2.095451747347487412e+02,2.958961611471517017e+02,3.329646889944767167e+02,2.669293498715995838e+02
1.970000000000000000e+02,2.406609316305663810e+02,4.847953469300225038e+01,2.295133814135362513e+02,2.832834884227460179e+02,1.613388876686827018e+02,2.696693284797634078e+02,1.797298935651707552e+02,2.475182938704174376e+02,2.489292366504766392e+02,2.070071738958047831e+02,2.965154036986106689e+02,3.298736233107106273e+02,2.682583857570688792e+02
1.980000000000000000e+02,2.396827070026640172e+02,4.736940394620192052e+01,2.274578807486291225e+02,2.830631048658847817e+02,1.593130065337311692e+02,2.707473012706411168e+02,1.768579521121888263e+02,2.490269757797655075e+02,2.504422453193203353e+02,2.056566163865124679e+02,2.968083696634382704e+02,3.294832371646313618e+02,2.693320317219789786e+02
1.990000000000000000e+02,2.412592882268124868e+02,4.668992594413970920e+01,2.298308429702224487e+02,2.856550306499719341e+02,1.611809877385057064e+02,2.703779578239407897e+02,1.779194680587224582e+02,2.490354325752389286e+02,2.504614537309633988e+02,2.086081130156178176e+02,2.966395325780596863e+02,3.319162397577518959e+02,2.689519366898373391e+02
2.000000000000000000e+02,2.450839356870055497e+02,4.759457345122038419e+01,2.348159703350632981e+02,2.894011161199210278e+02,1.653854924585353103e+02,2.692924844050272668e+02,1.829376214554984017e+02,2.484177852617734459e+02,2.498527584996766961e+02,2.130111566434840427e+02,2.959763326670978358e+02,3.365665217557847768e+02,2.678575111806854352e+02
2.010000000000000000e+02,2.481099083940868013e+02,4.822162993032748801e+01,2.418811347843696069e+02,2.928123582774477427e+02,1.691708134297495576e+02,2.670725422708356973e+02,1.894259004987127639e+02,2.458967926373761657e+02,2.473458964101426147e+02,2.175018216139479250e+02,2.951122484797607513e+02,3.423565764034953531e+02,2.656234385416308328e+02
2.020000000000000000e+02,2.487815145949966791e+02,4.658831834716693976e+01,2.476286238847654317e+02,2.958276108311196708e+02,1.694855527079912179e+02,2.648799704191436035e+02,1.922245562138321020e+02,2.428976931569757198e+02,2.443653159325150170e+02,2.205950236131588724e+02,2.942388299619362897e+02,3.477552318303930861e+02,2.634123476922237614e+02
2.030000000000000000e+02,2.505399884285375833e+02,4.658215442743273371e+01,2.507817123577322320e+02,2.986233129881575223e+02,1.708456408560747661e+02,2.642143985418797456e+02,1.942469749417200262e+02,2.423140600482792593e+02,2.437999354774680683e+02,2.231216367283338684e+02,2.934117335001945435e+02,3.511677614972420542e+02,2.627285231697063068e+02
2.040000000000000000e+02,2.500852299243282459e+02,4.602734521488685715e+01,2.501826934651333829e+02,2.996700977644364912e+02,1.694828934098964623e+02,2.648207726268958595e+02,1.919523246819471467e+02,2.433956235005162512e+02,2.448945411503798368e+02,2.233491530501528644e+02,2.933944300706518220e+02,3.515032055601481034e+02,2.633218550336968065e+02
2.050000000000000000e+02,2.508016599442312611e+02,4.761758258665766164e+01,2.475900802272612111e+02,2.983402600036322383e+02,1.707704894729383227e+02,2.661767369373818042e+02,1.917292193093366848e+02,2.453268576490902149e+02,2.468074318591669964e+02,2.223166953863878348e+02,2.936756041549772931e+02,3.487915157855871371e+02,2.646961627829429631e+02
2.060000000000000000e+02,2.502769567244994278e+02,4.798311242506703422e+01,2.437475335816901350e+02,2.948706942480008024e+02,1.712779006495786405e+02,2.659797386241874619e+02,1.912116664120073892e+02,2.444577720712993312e+02,2.459161979710152934e+02,2.193616622992484224e+02,2.942828902906580879e+02,3.438926921644825256e+02,2.645213126995910784e+02
2.070000000000000000e+02,2.461008158882480359e+02,4.900383317477029976e+01,2.386235993213832387e+02,2.887733613728711930e+02,1.677116607607390222e+02,2.673393187210332940e+02,1.883151321789502219e+02,2.449502996843622498e+02,2.463836323406262352e+02,2.135515268146199332e+02,2.951858643988842914e+02,3.380461108871218130e+02,2.659059860108975499e+02
2.080000000000000000e+02,2.427243135819245197e+02,4.880055325926468868e+01,2.341927022219257992e+02,2.846787171423798100e+02,1.644874701065702141e+02,2.680095466428418831e+02,1.847008050877433618e+02,2.452850562392441702e+02,2.467058704823710116e+02,2.094383229582086017e+02,2.959430059055120523e+02,3.329646889944767167e+02,2.665887324431006391e+02
2.090000000000000000e+02,2.405255881034128436e+02,4.842101903000761354e+01,2.290831889730795865e+02,2.832839416261891756e+02,1.608090941109481946e+02,2.699592233480485675e+02,1.791075008871763998e+02,2.476898200299702069e+02,2.491029526098565157e+02,2.066332650182498583e+02,2.965233366560588593e+02,3.298736233107106273e+02,2.685460907063765035e+02
2.100000000000000000e+02,2.396376811906347939e+02,4.696258413375441876e+01,2.270767429644388642e+02,2.831390157610143206e+02,1.589523672322696086e+02,2.712478324939506820e+02,1.762779649011737888e+02,2.500561227475695603e+02,2.514721473063370638e+02,2.054476539296700537e+02,2.967849049950001472e+02,3.294832371646313618e+02,2.698318080803242651e+02
2.110000000000000000e+02,2.411998242782208592e+02,4.654220314755404786e+01,2.294368342555571871e+02,2.855421846013646245e+02,1.608568286016325146e+02,2.706708774647163409e+02,1.776544405570318474e+02,2.496410159157153714e+02,2.510667953103641992e+02,2.082328193435730839e+02,2.965558280626268584e+02,3.319162397577518959e+02,2.692450979382836067e+02
2.120000000000000000e+02,2.449247283009725606e+02,4.713610118234351631e+01,2.353494114117125662e+02,2.896754145982791897e+02,1.654298036345421394e+02,2.690099691769029278e+02,1.828784006665552795e+02,2.481128179617295189e+02,2.495482667574316906e+02,2.135029693159750934e+02,2.959337033491190141e+02,3.365665217557847768e+02,2.675745204387221179e+02
2.130000000000000000e+02,2.472709019335348728e+02,4.752059001340196431e+01,2.417418435782240635e+02,2.927602024612410787e+02,1.680888625006141694e+02,2.671537807519651437e+02,1.882441238274907107e+02,2.461287642051566422e+02,2.475772155891666841e+02,2.173242357343570177e+02,2.950152743197688210e+02,3.423565764034953531e+02,2.657053293969665333e+02
2.140000000000000000e+02,2.489034250837222260e+02,4.712713766925995884e+01,2.478826984210116677e+02,2.958369698855610181e+02,1.697536500224802012e+02,2.649716772046656388e+02,1.925319384079098484e+02,2.428450919932303691e+02,2.443048878414628291e+02,2.207747484136667424e+02,2.941679606771988915e+02,3.477552318303930861e+02,2.635118813183214002e+02
2.150000000000000000e+02,2.509194342804753148e+02,4.681229852461388674e+01,2.511450982108659957e+02,2.989601923371262728e+02,1.713763235719317208e+02,2.642919559425055809e+02,1.948050710071703122e+02,2.419587480705498024e+02,2.434436138350359897e+02,2.235175803679335615e+02,2.934935584610369119e+02,3.511677614972420542e+02,2.628070900863843917e+02
2.160000000000000000e+02,2.501980951041938397e+02,4.614345770395714652e+01,2.500424719786309424e+02,2.992383051031770265e+02,1.697943680354708818e+02,2.649233568246583559e+02,1.925302256846306932e+02,2.435812680912361543e+02,2.450768616144307828e+02,2.230297373525992839e+02,2.931751276174650798e+02,3.515032055601481034e+02,2.634277633280112809e+02
2.170000000000000000e+02,2.503069140759978666e+02,4.693990339297535996e+01,2.474381215304709087e+02,2.981564752230647173e+02,1.701253353724312092e+02,2.660364424775124803e+02,1.912369007451162020e+02,2.453604112733495697e+02,2.468374045073125842e+02,2.220377830688749725e+02,2.935502593589522462e+02,3.487915157855871371e+02,2.645594492102733284e+02
2.180000000000000000e+02,2.503374413241825494e+02,4.838431382582317042e+01,2.436895250312286407e+02,2.946778096251232455e+02,1.713647089618317807e+02,2.659626947264031287e+02,1.915262632373761278e+02,2.441000804328735114e+02,2.455523331512192158e+02,2.191137753248579827e+02,2.944457494238519644e+02,3.438926921644825256e+02,2.645104422068886265e+02
2.190000000000000000e+02,2.464130113465405998e+02,4.913419073210334176e+01,2.383635664822187152e+02,2.887463078773040479e+02,1.679512460877045044e+02,2.671502965555762898e+02,1.884924058636159998e+02,2.445224129465266003e+02,2.459566266775326540e+02,2.133180410417336077e+02,2.952049420198422922e+02,3.380461108871218130e+02,2.657160827009620334e+02
2.200000000000000000e+02,2.432033349831519047e+02,4.866968015368287581e+01,2.337659479761910291e+02,2.852360444271513416e+02,1.648116041527495952e+02,2.681567692444764930e+02,1.842653515576189136e+02,2.455239902603362907e+02,2.469436771231882233e+02,2.098254603938516141e+02,2.959808920864884385e+02,3.329646889944767167e+02,2.667370824731078756e+02
2.210000000000000000e+02,2.416006149136784131e+02,4.864798588520370259e+01,2.294066458873660679e+02,2.834088328395214376e+02,1.622865049977275760e+02,2.702532335775386514e+02,1.805726158013900999e+02,2.483805364969630602e+02,2.497930414778062698e+02,2.070276723874399352e+02,2.967162113244670536e+02,3.298736233107106273e+02,2.688407285948219965e+02
2.220000000000000000e+02,2.402777482825325990e+02,4.726597903638820952e+01,2.270610159207835181e+02,2.830620260826464119e+02,1.596269281089679168e+02,2.712372474369715292e+02,1.771313122346821842e+02,2.502067973441731112e+02,2.516235889879370404e+02,2.053913562559952766e+02,2.968954723803354909e+02,3.294832371646313618e+02,2.698204557210360122e+02
2.230000000000000000e+02,2.412528205472295610e+02,4.700036066638785570e+01,2.294942121508469484e+02,2.854052546760017322e+02,1.609181538786640715e+02,2.714826739918406702e+02,1.778601015707463375e+02,2.509939325290755221e+02,2.524208143864713350e+02,2.082230664204851394e+02,2.966730336738471010e+02,3.319162397577518959e+02,2.700557921666527363e+02
2.240000000000000000e+02,2.450197405473050765e+02,4.691358859799805003e+01,2.348577900410468260e+02,2.895116277162390475e+02,1.653750315738707002e+02,2.690028976564331060e+02,1.827326538348762597e+02,2.481863772695385535e+02,2.496247322008866831e+02,2.130881137366406790e+02,2.959789610461252209e+02,3.365665217557847768e+02,2.675645427004417911e+02
2.250000000000000000e+02,2.473403973757851304e+02,4.745594473914406564e+01,2.416140035607076584e+02,2.927345569000999603e+02,1.681833975181761502e+02,2.670514641397280684e+02,1.883600831922497036e+02,2.456579279963975182e+02,2.471069112520036981e+02,2.171913950481185225e+02,2.951585053604996460e+02,3.423565764034953531e+02,2.656024808747568500e+02
2.260000000000000000e+02,2.490632637856747067e+02,4.719698009865054189e+01,2.477959901862177219e+02,2.956246118977072115e+02,1.698226382378972232e+02,2.653529899585047929e+02,1.929618807915078094e+02,2.434136256668932106e+02,2.448831966287777959e+02,2.204197690898436122e+02,2.942391292596419134e+02,3.477552318303930861e+02,2.638834189871397484e+02
2.270000000000000000e+02,2.509787547561294048e+02,4.660458652002992608e+01,2.508897863255997720e+02,2.989045570745324767e+02,1.712226955885350037e+02,2.649091051553226066e+02,1.945975615489003303e+02,2.429766565908606140e+02,2.444588436810603014e+02,2.232935780217872832e+02,2.935792416392741870e+02,3.511677614972420542e+02,2.634269178295169809e+02
2.280000000000000000e+02,2.511830110273442074e+02,4.699775320940490531e+01,2.502457930684118708e+02,2.996006751176420835e+02,1.709902320387543853e+02,2.653356302724333773e+02,1.936157890490887610e+02,2.439552685627228641e+02,2.454448851719080551e+02,2.234703826630872641e+02,2.934814566808979635e+02,3.515032055601481034e+02,2.638460137115119437e+02
2.290000000000000000e+02,2.513308946469818750e+02,4.730159877198975948e+01,2.472955970477294159e+02,2.983075607799029285e+02,1.712843199335580380e+02,2.659897445596436683e+02,1.922673497790675583e+02,2.448886296986013065e+02,2.463689334044109103e+02,2.220919024964463802e+02,2.937773244308901894e+02,3.487915157855871371e+02,2.645094408161609181e+02
2.300000000000000000e+02,2.491864907896348882e+02,4.743052004567510238e+01,2.429276134902178796e+02,2.945433280860285095e+02,1.698387886033814027e+02,2.659467039287537204e+02,1.896369146296750330e+02,2.436932688060445571e+02,2.451514030863420999e+02,2.185689925816585628e+02,2.943960266063037921e+02,3.438926921644825256e+02,2.644885696113107088e+02
2.310000000000000000e+02,2.468794560734868924e+02,4.856450008912962346e+01,2.384093766417978486e+02,2.894080930749955201e+02,1.682773244880104926e+02,2.671454968292950412e+02,1.883164536024729045e+02,2.448156995551792079e+02,2.462497634416560288e+02,2.139088847008275422e+02,2.953534685880243842e+02,3.380461108871218130e+02,2.657114329444572149e+02
2.320000000000000000e+02,2.428857414830256118e+02,4.897194590548973991e+01,2.336443539340691586e+02,2.853486689299141972e+02,1.643420330297342389e+02,2.683409996766180257e+02,1.838140249438455669e+02,2.455532885190412742e+02,2.469720784484813692e+02,2.098545610664204446e+02,2.961693152046889850e+02,3.329646889944767167e+02,2.669222096348083824e+02
2.330000000000000000e+02,2.404391388382824744e+02,4.829934891156848664e+01,2.290494702647856684e+02,2.833346679683829734e+02,1.607975103289113576e+02,2.702201912115054938e+02,1.790296658430796413e+02,2.477914507958412855e+02,2.492024238399180547e+02,2.066858218037266113e+02,2.968475719335074814e+02,3.298736233107106273e+02,2.688092181598774459e+02
2.340000000000000000e+02,2.395165131463323007e+02,4.739503389016807944e+01,2.269184080291177281e+02,2.829891242492090555e+02,1.586745057958644054e+02,2.713732904071152916e+02,1.762017902655456680e+02,2.502390978425306400e+02,2.516550395581231498e+02,2.051842065310139276e+02,2.970368748481850503e+02,3.294832371646313618e+02,2.699573487030183401e+02
