# Time (month),FLNS (W/m2),FLUT (W/m2),SOLIN (W/m2),FLNT (W/m2),FSNTC (W/m2),FSDSC (W/m2),FSNSC (W/m2),FLUTC (W/m2),FSDS (W/m2),FSNTOA (W/m2),TS (K),FLDS (W/m2),FSNT (W/m2),FSNS (W/m2),FLNTC (W/m2)
2.960000000000000000e+02,5.660222558426541184e+01,2.414842402755045327e+02,3.365665217557847768e+02,2.401729509159004010e+02,2.859620848312279691e+02,2.441563464887705663e+02,2.178800598092931295e+02,2.636873441775460947e+02,1.852276321377279373e+02,2.406209349002244551e+02,2.881468125838127889e+02,3.414257830728724912e+02,2.371857097475144656e+02,1.642944795768478627e+02,2.623760547799348615e+02
2.970000000000000000e+02,5.751843410122842926e+01,2.393196477478084887e+02,3.423565764034953531e+02,2.380027964590814236e+02,2.879502594431999682e+02,2.514541372097173166e+02,2.208882792810747446e+02,2.614197885248455009e+02,1.931127270822030084e+02,2.434011326559532620e+02,2.870415471700720786e+02,3.348572601915434461e+02,2.399299178228941685e+02,1.677450185575862633e+02,2.601029373297955658e+02
2.980000000000000000e+02,5.647277901198892636e+01,2.367759142214165422e+02,3.477552318303930861e+02,2.354390477798705774e+02,2.892253728297388307e+02,2.570445342524242278e+02,2.221722879400809347e+02,2.593385057573972290e+02,1.973471334929728584e+02,2.438551156261414974e+02,2.859267327364696598e+02,3.302359852866272263e+02,2.403625186203513238e+02,1.679035086143864817e+02,2.580016392661552231e+02
2.990000000000000000e+02,5.544717787189864566e+01,2.355994121506792283e+02,3.511677614972420542e+02,2.342298248738511575e+02,2.915874895283844239e+02,2.595354177523559542e+02,2.237093415725209695e+02,2.579756381931208580e+02,1.989729072988579333e+02,2.455512107564807422e+02,2.850808036617557377e+02,3.276705330099110824e+02,2.420406006132805885e+02,1.687337035725166174e+02,2.566060508960884476e+02
3.000000000000000000e+02,5.517100465414670651e+01,2.362378816136010471e+02,3.515032055601481034e+02,2.348604265181593007e+02,2.944427779866967398e+02,2.588508528554236250e+02,2.260770056070889495e+02,2.579173744310713801e+02,1.974955131653413503e+02,2.474582116577219324e+02,2.848486407674394627e+02,3.274674780619302510e+02,2.439222681553045220e+02,1.700921631552343740e+02,2.565399193198259127e+02
3.010000000000000000e+02,5.545882380630155950e+01,2.363048584009286799e+02,3.487915157855871371e+02,2.349390402380703051e+02,2.943505747386021199e+02,2.555249889752560648e+02,2.257586921464256875e+02,2.589049141865939418e+02,1.944718134857270400e+02,2.472587560579525814e+02,2.856672328212581533e+02,3.308541826818346294e+02,2.437240082812246555e+02,1.698951581023323740e+02,2.575390960318339353e+02
3.020000000000000000e+02,5.675984436236061015e+01,2.376610936036553028e+02,3.438926921644825256e+02,2.363224892166509221e+02,2.897503760437520555e+02,2.517227217974665905e+02,2.217195972223626370e+02,2.601432897482501403e+02,1.936156755015271358e+02,2.454499175861941751e+02,2.863601060810557897e+02,3.330415299778871940e+02,2.419598593577720465e+02,1.689463451622864625e+02,2.588046854114328994e+02
3.030000000000000000e+02,5.721693128414260343e+01,2.377598031598202795e+02,3.380461108871218130e+02,2.364417840609996517e+02,2.824903106210308010e+02,2.468581972578273849e+02,2.146771894702960992e+02,2.612848623819181739e+02,1.913150952668200375e+02,2.405522848965801188e+02,2.873079147992476123e+02,3.368187944796491706e+02,2.371389274097894031e+02,1.646757670768258492e+02,2.599668433043631808e+02
3.040000000000000000e+02,5.756977660875219271e+01,2.384869062169986194e+02,3.329646889944767167e+02,2.371868960001147570e+02,2.769283333155454443e+02,2.430626436453402164e+02,2.094696644195265378e+02,2.628329408051324094e+02,1.877153694298394271e+02,2.350518965457404761e+02,2.881717089667756682e+02,3.404232680354833178e+02,2.317224938779933723e+02,1.598098542160022930e+02,2.615329307149240776e+02
3.050000000000000000e+02,5.690649525603404157e+01,2.408820128242894043e+02,3.298736233107106273e+02,2.395893145371017567e+02,2.753775013132437266e+02,2.384766781227038450e+02,2.067809702449972633e+02,2.648334598668905073e+02,1.825779586353943387e+02,2.327188905786531166e+02,2.889379470911972021e+02,3.450312278353180204e+02,2.294310977115478920e+02,1.564312026383064449e+02,2.635407615720683907e+02
3.060000000000000000e+02,5.604325479864863269e+01,2.431209797293929569e+02,3.294832371646313618e+02,2.418241396835783519e+02,2.783381779763342365e+02,2.359750027916193460e+02,2.087884499959165225e+02,2.658611817817597398e+02,1.777328250168427530e+02,2.335428799569385205e+02,2.891586645361106207e+02,3.475392508736114223e+02,2.302274374928246914e+02,1.561472840478005253e+02,2.645643418092059278e+02
3.070000000000000000e+02,5.556231867672065761e+01,2.433487023255826784e+02,3.319162397577518959e+02,2.420428197518386639e+02,2.820879862580171107e+02,2.381789927665925859e+02,2.128885776999412940e+02,2.654279829751066586e+02,1.784571879402594163e+02,2.359377230063484490e+02,2.888891318501435421e+02,3.465428423184549729e+02,2.325577110941376304e+02,1.586099345800027436e+02,2.641221003929014159e+02
3.080000000000000000e+02,5.734677391035514660e+01,2.421596161689525104e+02,3.365665217557847768e+02,2.408455850609202002e+02,2.857156813824829555e+02,2.439823142684575430e+02,2.175134616623072930e+02,2.637549766509061442e+02,1.858894263481780342e+02,2.409921937929949536e+02,2.881261286989337123e+02,3.406031844381369069e+02,2.375572328320653810e+02,1.645066532465431806e+02,2.624409456265842095e+02
3.090000000000000000e+02,5.745458632930711929e+01,2.393277426320484267e+02,3.423565764034953531e+02,2.380032818696751065e+02,2.877695419035733266e+02,2.514024700077385432e+02,2.206985710913148466e+02,2.613768296059092791e+02,1.923581526543882489e+02,2.427766922684541271e+02,2.870289182900300489e+02,3.348648871385906887e+02,2.393044940520688328e+02,1.670134178681211665e+02,2.600523688261298503e+02
3.100000000000000000e+02,5.583773150837105703e+01,2.361101450396362225e+02,3.477552318303930861e+02,2.347675160672496304e+02,2.891114212928508778e+02,2.571887411162899184e+02,2.219971230968606903e+02,2.587147827229789527e+02,1.971772537833802801e+02,2.436236021049499243e+02,2.857954598388725458e+02,3.307039836828061539e+02,2.401304258576256530e+02,1.676149273515013078e+02,2.573721537912139183e+02
3.110000000000000000e+02,5.499089247994689345e+01,2.354430860733343422e+02,3.511677614972420542e+02,2.340788786707672386e+02,2.912654511980981056e+02,2.592977041897636923e+02,2.233318352554574346e+02,2.580080713885666910e+02,1.978320920575369826e+02,2.444586365055541251e+02,2.850860706223127181e+02,3.281260499477866119e+02,2.409474984328447533e+02,1.674943313059246748e+02,2.566438640063077514e+02
3.120000000000000000e+02,5.525775715292472512e+01,2.365308036716958497e+02,3.515032055601481034e+02,2.351578315845744953e+02,2.946453294174849589e+02,2.588291927388507361e+02,2.263437209157002599e+02,2.585247628481029096e+02,1.959332470292245318e+02,2.461378143048931406e+02,2.850310712193929135e+02,3.279693618621120663e+02,2.426018571850059686e+02,1.686720337559275151e+02,2.571517907883599037e+02
3.130000000000000000e+02,5.550871838871513830e+01,2.366244343956979321e+02,3.487915157855871371e+02,2.352595877042826089e+02,2.943215274777530794e+02,2.559225605447850285e+02,2.259928388787723463e+02,2.589478026890391220e+02,1.943116259558855745e+02,2.467799559698204064e+02,2.853807842646030508e+02,3.297020777640539677e+02,2.432448589631713673e+02,1.695376828839279710e+02,2.575829559642370441e+02
3.140000000000000000e+02,5.592633934523426120e+01,2.375446112124027707e+02,3.438926921644825256e+02,2.362081981334314946e+02,2.895556982872085996e+02,2.516465569010455852e+02,2.214892369751723891e+02,2.599502971081647047e+02,1.926182054277005307e+02,2.444948441937542043e+02,2.862137917346053086e+02,3.331730231769718671e+02,2.410041790846558740e+02,1.678768940524729771e+02,2.586138839499654409e+02
3.150000000000000000e+02,5.751670960381128594e+01,2.374639887470030999e+02,3.380461108871218130e+02,2.361462504190691618e+02,2.823365754763185009e+02,2.468092254841814110e+02,2.145838757144555586e+02,2.610481149692274130e+02,1.911973791601188282e+02,2.402918557181079393e+02,2.872940591938272519e+02,3.366157860469069760e+02,2.368781618771936337e+02,1.645008031268843354e+02,2.597303766525831747e+02
3.160000000000000000e+02,5.718232236592141504e+01,2.385791920856619583e+02,3.329646889944767167e+02,2.372790319201084515e+02,2.770633032685936428e+02,2.425144229448651174e+02,2.092879308914021976e+02,2.629984908899841685e+02,1.870300830027202892e+02,2.350596736605440071e+02,2.884031861463162159e+02,3.419664881095761189e+02,2.317300830332846999e+02,1.594243726238535430e+02,2.616983308345226078e+02
3.170000000000000000e+02,5.724416501529549350e+01,2.406598151104391263e+02,3.298736233107106273e+02,2.393663522253673648e+02,2.761324649263980291e+02,2.386311388265890798e+02,2.077690731980001715e+02,2.646539529759621701e+02,1.831021547809052095e+02,2.339103953189564891e+02,2.889110859208203124e+02,3.447782235466984275e+02,2.306233368097238667e+02,1.578479136363059752e+02,2.633604900831978739e+02
3.180000000000000000e+02,5.551746913592665322e+01,2.424862768823361137e+02,3.294832371646313618e+02,2.411895259469823429e+02,2.786088791549068446e+02,2.358353520838764723e+02,2.089321403929272378e+02,2.655693295440084967e+02,1.773283104629413458e+02,2.336520589449973500e+02,2.892169603597999412e+02,3.480288932181394443e+02,2.303360865923106076e+02,1.561028469383816741e+02,2.642725785547477813e+02
3.190000000000000000e+02,5.585136070281281206e+01,2.431589277941479281e+02,3.319162397577518959e+02,2.418540885071320758e+02,2.824868228529940097e+02,2.385703077013393170e+02,2.134131729356149094e+02,2.653461872151212901e+02,1.792923248318666367e+02,2.367151242964535811e+02,2.888685746075084921e+02,3.460056513087408234e+02,2.333358474054574287e+02,1.596340683270869079e+02,2.640413479002337453e+02
3.200000000000000000e+02,5.664334065312006317e+01,2.411939327889606659e+02,3.365665217557847768e+02,2.398834083805923001e+02,2.862971993972948894e+02,2.440673093423488638e+02,2.180389066098306330e+02,2.634914562293273548e+02,1.851127996814593075e+02,2.409089289059971577e+02,2.882034191270083170e+02,3.415861344492023477e+02,2.374738770957608551e+02,1.643331632928919817e+02,2.621809318682079493e+02
3.210000000000000000e+02,5.678534521847914363e+01,2.386122391450120404e+02,3.423565764034953531e+02,2.372926350648991161e+02,2.878161433899803114e+02,2.512411349475093232e+02,2.206505942562905886e+02,2.609034874814693694e+02,1.918885083751495984e+02,2.424585816855314420e+02,2.868995732756619645e+02,3.349600103097127999e+02,2.389859279266616454e+02,1.666074886224581348e+02,2.595838834081829418e+02
3.220000000000000000e+02,5.610758688266775351e+01,2.364670539400946438e+02,3.477552318303930861e+02,2.351222924766248354e+02,2.895644051945142792e+02,2.570277971733868867e+02,2.223319888663307609e+02,2.589800623821088266e+02,1.966784208956794657e+02,2.437349769459205504e+02,2.858499391037386204e+02,3.303846746322192871e+02,2.402411510474775014e+02,1.675243293693661997e+02,2.576353009127317364e+02
3.230000000000000000e+02,5.521794068121635490e+01,2.358273759046618920e+02,3.511677614972420542e+02,2.344569447645900482e+02,2.917693844808945869e+02,2.590196212916438867e+02,2.237222888401645946e+02,2.582704328727731991e+02,1.972529573878277915e+02,2.446534574078214916e+02,2.853323790991852889e+02,3.288498692830675054e+02,2.411420817710840652e+02,1.674965097612190164e+02,2.569000017635285076e+02
3.240000000000000000e+02,5.562351431176481498e+01,2.367175748267665938e+02,3.515032055601481034e+02,2.353409341742955121e+02,2.950223570057451639e+02,2.583523261144929393e+02,2.264365698071717929e+02,2.582722967559341214e+02,1.966934283688850087e+02,2.476388795206956388e+02,2.852063466310568174e+02,3.280304217655387902e+02,2.441028477041548399e+02,1.699565880035614782e+02,2.568956560968501890e+02
3.250000000000000000e+02,5.581724451221967342e+01,2.365981386454322717e+02,3.487915157855871371e+02,2.352311922884572084e+02,2.941186281571613677e+02,2.555339753064497472e+02,2.257451789045101123e+02,2.586003242045529191e+02,1.948500783938939662e+02,2.474032350141208951e+02,2.853035779929386990e+02,3.289120925133128708e+02,2.438682951066894589e+02,1.701914133713714534e+02,2.572333778319178350e+02
3.260000000000000000e+02,5.665883254645599010e+01,2.367986332795234432e+02,3.438926921644825256e+02,2.354552773765863378e+02,2.896586262290155673e+02,2.516887176414725218e+02,2.218052440285727869e+02,2.596219839520019264e+02,1.929711400827503098e+02,2.446988309328481819e+02,2.862574566396632463e+02,3.324011203453372332e+02,2.412073110847189241e+02,1.683753221681618584e+02,2.582786282172923507e+02
3.270000000000000000e+02,5.748578941511020446e+01,2.376442963027344604e+02,3.380461108871218130e+02,2.363282172747180141e+02,2.827240621973156181e+02,2.467738883837932349e+02,2.149651642708621750e+02,2.606679193198504549e+02,1.917113570170568551e+02,2.411546435999527205e+02,2.871513780421458932e+02,3.358668055295170802e+02,2.377412579937608257e+02,1.653951309885088676e+02,2.593518402699202170e+02
3.280000000000000000e+02,5.796555322913896191e+01,2.386577063655657582e+02,3.329646889944767167e+02,2.373563951713973381e+02,2.766089000934801447e+02,2.426986978717991690e+02,2.089848413403888117e+02,2.625277961350966507e+02,1.882928854826635074e+02,2.355631920411803719e+02,2.881190425225724425e+02,3.398579774415918564e+02,2.322339605813922958e+02,1.601202672963975147e+02,2.612264848951768954e+02
3.290000000000000000e+02,5.697902706974554832e+01,2.399920037119717051e+02,3.298736233107106273e+02,2.386989450213121984e+02,2.757361545901011368e+02,2.380423421681488207e+02,2.069303182085626247e+02,2.641633284441527962e+02,1.822330591510405782e+02,2.333152417230363369e+02,2.888473686826213225e+02,3.444469065033408128e+02,2.300277814342275917e+02,1.568178477634615717e+02,2.628702697782894120e+02
3.300000000000000000e+02,5.589467424824130148e+01,2.423300152665760265e+02,3.294832371646313618e+02,2.410333606049532023e+02,2.785261249260517502e+02,2.360933425912405994e+02,2.090089050361960687e+02,2.656575618252869617e+02,1.773965614255744754e+02,2.333860270328829642e+02,2.891573187339164406e+02,3.473332431815261998e+02,2.300699827346439577e+02,1.559719165819109037e+02,2.643609071255886533e+02
3.310000000000000000e+02,5.578587203071818834e+01,2.423841384001624988e+02,3.319162397577518959e+02,2.410774749937656622e+02,2.822830640760000733e+02,2.384687412043355152e+02,2.132389277006543580e+02,2.649997698509944257e+02,1.787000684684007012e+02,2.360081050643509570e+02,2.888191678397252531e+02,3.459161150080759057e+02,2.326277947634725365e+02,1.589356828673350037e+02,2.636931064286218316e+02
3.320000000000000000e+02,5.676827199932600365e+01,2.419400176948498995e+02,3.365665217557847768e+02,2.406285277999004109e+02,2.859712167281572874e+02,2.438530503112736199e+02,2.176817137002832396e+02,2.637056977707801479e+02,1.850913000008728488e+02,2.407475866453996218e+02,2.881925774304800711e+02,3.413692609887955882e+02,2.373122795408609420e+02,1.640945080133774354e+02,2.623942077997631372e+02
3.330000000000000000e+02,5.743093060210357947e+01,2.394443679780430898e+02,3.423565764034953531e+02,2.381323410128077285e+02,2.878529121108608706e+02,2.510304694070059384e+02,2.206180726551126270e+02,2.614516086154922618e+02,1.925786875384020504e+02,2.431482676484284582e+02,2.871005834296674948e+02,3.349899907119809654e+02,2.396767629044307171e+02,1.672385064337719314e+02,2.601395816558207912e+02
3.340000000000000000e+02,5.602693674927136414e+01,2.366332756114016149e+02,3.477552318303930861e+02,2.352928694202106783e+02,2.892093490450353102e+02,2.567514567627897577e+02,2.219816448650277323e+02,2.591890811486869666e+02,1.964031568500162166e+02,2.432224176762622108e+02,2.859476038228100947e+02,3.306021307548399477e+02,2.397285319957921956e+02,1.669924653554907934e+02,2.578486749308804633e+02
3.350000000000000000e+02,5.565509341262203691e+01,2.355783000728885384e+02,3.511677614972420542e+02,2.342075223253584682e+02,2.916482935969034429e+02,2.592595610127619921e+02,2.236597278058721940e+02,2.579179783896488516e+02,1.973607957310089773e+02,2.443954196609354028e+02,2.850653092240183355e+02,3.269479994583086864e+02,2.408834421294588992e+02,1.672675744102155022e+02,2.565472006382167365e+02
3.360000000000000000e+02,5.590086839363032567e+01,2.365304559352101137e+02,3.515032055601481034e+02,2.351549866435952936e+02,2.947369665833969634e+02,2.586977565842939839e+02,2.263653796426110318e+02,2.580092181859013749e+02,1.976249355783151032e+02,2.478949150870614631e+02,2.849260810153198236e+02,3.266134854473791620e+02,2.443600484720799386e+02,1.705144492942158934e+02,2.566337488760505607e+02
3.370000000000000000e+02,5.632328417020575984e+01,2.366204001625953310e+02,3.487915157855871371e+02,2.352610143940314344e+02,2.940389214181851685e+02,2.556411855475390098e+02,2.256764660974632761e+02,2.584218853313086584e+02,1.960869665651338778e+02,2.482985015650861271e+02,2.852695956502891477e+02,3.281540031291510786e+02,2.447651972293236042e+02,1.711260650803683916e+02,2.570624996318319404e+02
3.380000000000000000e+02,5.673618802396498495e+01,2.367532197406939929e+02,3.438926921644825256e+02,2.354120229377978433e+02,2.896565938403613245e+02,2.516198938672250449e+02,2.217295578010227359e+02,2.596277418240485417e+02,1.930944284540632339e+02,2.449919703519857137e+02,2.862182639312775336e+02,3.319945658979004293e+02,2.415009423501097103e+02,1.685880812886036892e+02,2.582865450337084212e+02
3.390000000000000000e+02,5.788491052046341423e+01,2.368555154006193106e+02,3.380461108871218130e+02,2.355381265923475098e+02,2.825295351202532856e+02,2.471960007187413737e+02,2.150060457924461730e+02,2.606669598341212009e+02,1.915269941505634677e+02,2.404336834176666002e+02,2.871370024665940264e+02,3.351641098798580174e+02,2.370200604365911374e+02,1.648842636040576224e+02,2.593495710395135916e+02
3.400000000000000000e+02,5.819750292333652197e+01,2.377584220134918382e+02,3.329646889944767167e+02,2.364599038125195136e+02,2.766600746044489938e+02,2.428205181035785074e+02,2.090665911334047280e+02,2.623750281100369648e+02,1.880424347936873914e+02,2.352483723862376337e+02,2.881266822583228304e+02,3.395311545521005314e+02,2.319191400213324812e+02,1.598542349161498066e+02,2.610765098986740895e+02
3.410000000000000000e+02,5.706910455292674555e+01,2.401115035877595005e+02,3.298736233107106273e+02,2.388192518552787078e+02,2.757568681244693494e+02,2.379983951706355185e+02,2.069217455775834651e+02,2.642263624419845769e+02,1.819563882540350050e+02,2.332409917874033738e+02,2.887327375711884656e+02,3.440315551602781738e+02,2.299535668188702857e+02,1.566818550910903980e+02,2.629341106674519324e+02
3.420000000000000000e+02,5.568940905644964801e+01,2.418767513090889452e+02,3.294832371646313618e+02,2.405794451295610941e+02,2.784943672270393336e+02,2.353394131407217742e+02,2.084980997851603775e+02,2.651902911224120771e+02,1.767136861143088993e+02,2.333176143434279197e+02,2.890908556476086915e+02,3.473530754606291566e+02,2.300015924543564836e+02,1.554761895250315149e+02,2.638929850489650448e+02
3.430000000000000000e+02,5.602685109974103028e+01,2.427647718475765828e+02,3.319162397577518959e+02,2.414609591633814603e+02,2.824791618773450637e+02,2.384435126679811674e+02,2.133652333227296367e+02,2.652014799957002538e+02,1.787960923323729787e+02,2.363361897348660250e+02,2.887775006861472775e+02,3.454507387316286326e+02,2.329570878292518898e+02,1.592123562823225029e+02,2.638976673603659719e+02
3.440000000000000000e+02,5.691250265603326852e+01,2.416359409996742897e+02,3.365665217557847768e+02,2.403333659433586718e+02,2.859220913576699559e+02,2.440413266424631615e+02,2.178373929649901299e+02,2.639461803207147454e+02,1.847130790629859689e+02,2.401429596954051533e+02,2.881741975857206626e+02,3.410970590461442384e+02,2.367081616915166364e+02,1.637184572159792708e+02,2.626436053309286649e+02
3.450000000000000000e+02,5.729943841872912458e+01,2.392560942566824167e+02,3.423565764034953531e+02,2.379413100771857614e+02,2.878706931791895727e+02,2.515307586227476691e+02,2.207772530696845763e+02,2.613215402541042636e+02,1.925450677517750648e+02,2.428035233003856490e+02,2.869307421611525228e+02,3.342536236341916833e+02,2.393315859756895918e+02,1.669789360318575859e+02,2.600067560924504164e+02
3.460000000000000000e+02,5.686548567791234632e+01,2.365591046956974992e+02,3.477552318303930861e+02,2.352118371193743371e+02,2.891822563342818171e+02,2.573380211877950501e+02,2.222142981083328550e+02,2.590775592419979034e+02,1.976886585457863816e+02,2.437942811469925175e+02,2.857174436478118764e+02,3.289767052354501971e+02,2.403009571241287858e+02,1.679305238207695652e+02,2.577302917957296131e+02
3.470000000000000000e+02,5.636880850520191188e+01,2.360562326792436636e+02,3.511677614972420542e+02,2.346861082135891365e+02,2.913847162913058924e+02,2.595788925559252789e+02,2.237494671191867326e+02,2.582221599931122000e+02,1.994582302353591388e+02,2.456932013356500306e+02,2.850946117826617296e+02,3.265705963453762024e+02,2.421828326644649678e+02,1.691164189087414513e+02,2.568520354902276495e+02
3.480000000000000000e+02,5.569384559828905168e+01,2.359727916740712601e+02,3.515032055601481034e+02,2.345966818203716286e+02,2.943788469025213317e+02,2.588712006537371053e+02,2.261906275001194899e+02,2.577096864595896477e+02,1.969067063459780513e+02,2.468744568120922338e+02,2.847886818860461631e+02,3.264476074578733460e+02,2.433377471086115804e+02,1.695611136794135803e+02,2.563335766414690511e+02
3.490000000000000000e+02,5.587770193604827540e+01,2.356242490941866379e+02,3.487915157855871371e+02,2.342566826934486528e+02,2.939610827091032093e+02,2.557520789349027837e+02,2.257176394570566345e+02,2.580999839987850919e+02,1.943508138793552007e+02,2.466738647055379658e+02,2.850464882199489125e+02,3.279327877916766738e+02,2.431386329562845674e+02,1.695087170419247968e+02,2.567324175838190854e+02
3.500000000000000000e+02,5.761841958823279697e+01,2.375065211874099873e+02,3.438926921644825256e+02,2.361653308274060237e+02,2.893690839992837027e+02,2.516651269645219884e+02,2.215376523557968653e+02,2.599616111606644040e+02,1.934632557292683828e+02,2.448630843096891851e+02,2.861712495080032568e+02,3.311481622478308964e+02,2.413724497945816836e+02,1.685442826133468657e+02,2.586204208202642576e+02
3.510000000000000000e+02,5.730827624532884101e+01,2.366089570887375544e+02,3.380461108871218130e+02,2.352954063812706806e+02,2.823205334981903434e+02,2.469180909244293218e+02,2.144896572535484722e+02,2.605069444552630102e+02,1.916557135651152350e+02,2.406499975202590349e+02,2.870969096539241718e+02,3.358039467871653301e+02,2.372368331021035317e+02,1.648879080914176143e+02,2.591933938770606005e+02
3.520000000000000000e+02,5.731823830569338440e+01,2.380910701596934018e+02,3.329646889944767167e+02,2.367907515843634201e+02,2.766642838487866811e+02,2.421854095431420717e+02,2.086733834019074152e+02,2.624752326125638433e+02,1.873801816100413191e+02,2.352252201806550715e+02,2.880593496313134665e+02,3.402654602271935573e+02,2.318963327150978841e+02,1.595147036008387431e+02,2.611749140364193522e+02
3.530000000000000000e+02,5.648430034803691058e+01,2.412365135373130443e+02,3.298736233107106273e+02,2.399439431890116055e+02,2.755553586584166510e+02,2.381352897096871573e+02,2.068595218464725747e+02,2.647669660115833494e+02,1.818700845362359928e+02,2.327966172571281618e+02,2.888263776133297824e+02,3.450241005214159600e+02,2.295091726298892922e+02,1.562893006480719293e+02,2.634743957253015196e+02
3.540000000000000000e+02,5.613039232744631590e+01,2.429659475090231524e+02,3.294832371646313618e+02,2.416689827820449068e+02,2.788833401334296127e+02,2.364596959188260143e+02,2.096828225875357248e+02,2.658383079719944249e+02,1.779311187105080023e+02,2.337906083369695125e+02,2.891145445350514365e+02,3.468884362080274286e+02,2.304753296604895922e+02,1.567446801969636567e+02,2.645413432480091274e+02
3.550000000000000000e+02,5.579541479425762418e+01,2.424114338247070464e+02,3.319162397577518959e+02,2.411073617037606596e+02,2.824843623854773682e+02,2.386631079784136205e+02,2.135515914299014355e+02,2.651945820402705749e+02,1.786260637250257162e+02,2.359646369595437534e+02,2.888257763991451839e+02,3.457905541637692295e+02,2.325850023983443862e+02,1.589923155635788703e+02,2.638905098859476084e+02
3.560000000000000000e+02,5.705486897164076510e+01,2.416374303389351894e+02,3.365665217557847768e+02,2.403270415461703351e+02,2.859734302395854684e+02,2.441839217051021933e+02,2.178803703901951963e+02,2.634485264377132694e+02,1.854366676826913363e+02,2.407876556883249179e+02,2.880458464215664094e+02,3.403440115872555793e+02,2.373530391903335897e+02,1.643577607248715253e+02,2.621381376533582852e+02
3.570000000000000000e+02,5.769201816322709675e+01,2.392058314803265091e+02,3.423565764034953531e+02,2.378884102406340730e+02,2.877030839143135381e+02,2.512297902595632593e+02,2.205867543084403337e+02,2.612780027403995859e+02,1.921650771780832372e+02,2.426199323797515035e+02,2.869251501555022514e+02,3.339491471334237644e+02,2.391484296808075669e+02,1.668231638049226717e+02,2.599605814003684827e+02
3.580000000000000000e+02,5.636052305137372542e+01,2.365390104642375206e+02,3.477552318303930861e+02,2.351983889468989162e+02,2.893619153314452319e+02,2.574461049467890348e+02,2.224357691474366163e+02,2.589856432699864968e+02,1.975063054107571077e+02,2.439655736641728936e+02,2.858220023549432085e+02,3.299308065526835776e+02,2.404732384112583077e+02,1.680999003096141564e+02,2.576450217663714852e+02
3.590000000000000000e+02,5.504433157050366532e+01,2.354754174140099394e+02,3.511677614972420542e+02,2.341097007677094552e+02,2.915190984512423711e+02,2.595270162824094200e+02,2.237173637440611742e+02,2.577244947915791613e+02,1.980764734352661094e+02,2.447529496779478677e+02,2.850048289036896563e+02,3.276743352889156426e+02,2.412423245439633490e+02,1.678440694771508674e+02,2.563587781727981110e+02
3.600000000000000000e+02,5.532091533122273574e+01,2.360996250642914731e+02,3.515032055601481034e+02,2.347242336172060106e+02,2.942784840344868940e+02,2.589086764743639151e+02,2.260557588958681663e+02,2.580084801172775997e+02,1.972865467819810306e+02,2.470343497979087601e+02,2.848315534100714217e+02,3.269574601259075166e+02,2.434986007304953830e+02,1.697468486756984305e+02,2.566330886112391454e+02
3.610000000000000000e+02,5.563281518182319019e+01,2.364673428370087720e+02,3.487915157855871371e+02,2.351064552295186445e+02,2.938828057358330170e+02,2.560653301943979727e+02,2.256608133088975023e+02,2.582941053984714586e+02,1.953432376891081503e+02,2.473071306056571643e+02,2.851735970033207650e+02,3.286642712313727088e+02,2.437733515583447286e+02,1.701664840536035967e+02,2.569332177579012182e+02
3.620000000000000000e+02,5.662328309427791595e+01,2.361573358460692873e+02,3.438926921644825256e+02,2.348190348613834715e+02,2.894707273500374640e+02,2.516615488587771381e+02,2.214254982092637931e+02,2.593660305271817492e+02,1.931866660641451006e+02,2.448121572542081026e+02,2.861335266295699284e+02,3.320974267147196315e+02,2.413219377379311084e+02,1.683152524792746760e+02,2.580277295209860426e+02
3.630000000000000000e+02,5.710444277810594116e+01,2.377634937556094599e+02,3.380461108871218130e+02,2.364481565579597770e+02,2.822105698557259643e+02,2.466289685414702433e+02,2.144081045604866631e+02,2.611361071880922964e+02,1.908469692617277929e+02,2.399974675678727181e+02,2.871811262285732482e+02,3.364261285444326859e+02,2.365839462974211642e+02,1.641464883879106083e+02,2.598207699004578330e+02
3.640000000000000000e+02,5.746850783361463044e+01,2.382153758425276919e+02,3.329646889944767167e+02,2.369158011158604040e+02,2.766668824121144326e+02,2.428008590162409917e+02,2.090679687141111174e+02,2.625010574238847880e+02,1.879415737051931217e+02,2.351626567443944680e+02,2.880706627301923959e+02,3.401060473740203633e+02,2.318338271759410532e+02,1.597961985401770164e+02,2.612014827659068033e+02
3.650000000000000000e+02,5.746397365070581742e+01,2.410058420026675776e+02,3.298736233107106273e+02,2.397118615421787524e+02,2.757100595117683497e+02,2.379953550448911130e+02,2.068712159341293955e+02,2.647633686949345133e+02,1.820254384318492953e+02,2.331891526581028131e+02,2.888729146525839155e+02,3.441627283461519369e+02,2.299028826756904493e+02,1.565931926242416807e+02,2.634693883741217064e+02
3.660000000000000000e+02,5.606271715900994224e+01,2.424125858055238893e+02,3.294832371646313618e+02,2.411192830842343255e+02,2.786696159132503681e+02,2.361603161666428434e+02,2.092222701270595167e+02,2.659138437101665886e+02,1.777524778142274897e+02,2.336208596804533499e+02,2.892165454912479277e+02,3.473984384778108847e+02,2.303062906939404684e+02,1.564056495546332428e+02,2.646205409777617774e+02
3.670000000000000000e+02,5.557401827945280104e+01,2.419420143519491262e+02,3.319162397577518959e+02,2.406388461207601210e+02,2.825072820991012463e+02,2.383829253867783393e+02,2.131849341112159948e+02,2.646985637808192564e+02,1.785051890322637291e+02,2.362570247072659981e+02,2.888297654016742513e+02,3.460714521790679328e+02,2.328775272698928518e+02,1.589009373306897999e+02,2.633953955470503843e+02
