# Time (month),FLNS (W/m2),FLUT (W/m2),SOLIN (W/m2),FLNT (W/m2),FSNTC (W/m2),FSDSC (W/m2),FSNSC (W/m2),FLUTC (W/m2),FSDS (W/m2),FSNTOA (W/m2),TS (K),FLDS (W/m2),FSNT (W/m2),FSNS (W/m2),FLNTC (W/m2)
1.490000000000000000e+02,5.724273270077262055e+01,2.406703120734850359e+02,3.298736233107106273e+02,2.393779746512771567e+02,2.758463598974421416e+02,2.377606854111436405e+02,2.068690555391680732e+02,2.646881199939902558e+02,1.818603670043698344e+02,2.331624014233167372e+02,2.888859926308190893e+02,3.448665177414999334e+02,2.298758378702426910e+02,1.564642550964310601e+02,2.633957825562274024e+02
1.500000000000000000e+02,5.553392393432221752e+01,2.425816583017202959e+02,3.294832371646313618e+02,2.412869348354886938e+02,2.786415127763602300e+02,2.357938398949316081e+02,2.088715770305188641e+02,2.657719767205103381e+02,1.768571472950755492e+02,2.331996855334265888e+02,2.891558476567339540e+02,3.479782591223923873e+02,2.298843248530520498e+02,1.555892636763536530e+02,2.644772532906947617e+02
1.510000000000000000e+02,5.616082064249013683e+01,2.421738337984161262e+02,3.319162397577518959e+02,2.408693118636866188e+02,2.826418933324316640e+02,2.386401910345497299e+02,2.134476080839111205e+02,2.650406822363886477e+02,1.797043430255941985e+02,2.370777003999271244e+02,2.890331777572488932e+02,3.466224881333837970e+02,2.336986518526010173e+02,1.599185206528955518e+02,2.637361603547406048e+02
1.520000000000000000e+02,5.600251665731435224e+01,2.414068377251667243e+02,3.365665217557847768e+02,2.400959077876110541e+02,2.859734005811474162e+02,2.437157783395768718e+02,2.175822972175319023e+02,2.636365567716222245e+02,1.839103255950952018e+02,2.399142826662977370e+02,2.881905888768307022e+02,3.423173653606882567e+02,2.364786371386183532e+02,1.631369098978247791e+02,2.623256268241211728e+02
1.530000000000000000e+02,5.673868400426222536e+01,2.388663891316622312e+02,3.423565764034953531e+02,2.375414171358228543e+02,2.878049557606148028e+02,2.511774499040563455e+02,2.204638371033016426e+02,2.609196820581855150e+02,1.918538357304493331e+02,2.425160812306381786e+02,2.870545783975313157e+02,3.356883922454991307e+02,2.390435687413870198e+02,1.664545779749448400e+02,2.595947100791635194e+02
1.540000000000000000e+02,5.625799732218730043e+01,2.364225778035933274e+02,3.477552318303930861e+02,2.350804479424058968e+02,2.892492112198534073e+02,2.572916712190446447e+02,2.222243898622584766e+02,2.591954847588026496e+02,1.971634729985237868e+02,2.435717441306289004e+02,2.859705705028301281e+02,3.307771996535326480e+02,2.400785440016522614e+02,1.676141858485713385e+02,2.578533549728235812e+02
1.550000000000000000e+02,5.560599916213563176e+01,2.362906599187311940e+02,3.511677614972420542e+02,2.349265166069950510e+02,2.914356123917327750e+02,2.593168349372332386e+02,2.235416014653490322e+02,2.584386192927152024e+02,1.979107401596443765e+02,2.446076625959197770e+02,2.852314054947510726e+02,3.279612791627970978e+02,2.410967130797978086e+02,1.676605848626393538e+02,2.570744758395284180e+02
1.560000000000000000e+02,5.533473297564076177e+01,2.369846125829903087e+02,3.515032055601481034e+02,2.356079208161626468e+02,2.947175611633879271e+02,2.586682398394790994e+02,2.262240220722155755e+02,2.585648487985345696e+02,1.968783073699460715e+02,2.474107008637845411e+02,2.852220512531849295e+02,3.284656302572881827e+02,2.438747158015495131e+02,1.698150901320737489e+02,2.571881569791948436e+02
1.570000000000000000e+02,5.561210663107777208e+01,2.364657642173010572e+02,3.487915157855871371e+02,2.351125176806154684e+02,2.944612514850153389e+02,2.562220237417238309e+02,2.262504755085329009e+02,2.587310638418398412e+02,1.957717244218752626e+02,2.480207803187610125e+02,2.854571546499934698e+02,3.299747097190967224e+02,2.444880080302044405e+02,1.709742401272650056e+02,2.573778173626384387e+02
1.580000000000000000e+02,5.621833468762272901e+01,2.367946610666604670e+02,3.438926921644825256e+02,2.354610225400925856e+02,2.897924028318245178e+02,2.517985778989336723e+02,2.218552027259240731e+02,2.594246897287866886e+02,1.933694441517357347e+02,2.451473480272338463e+02,2.861216741592220956e+02,3.327647090273594586e+02,2.416568264329633280e+02,1.687779002783324813e+02,2.580910513584261707e+02
1.590000000000000000e+02,5.690629535698803210e+01,2.371756816833522237e+02,3.380461108871218130e+02,2.358603210299433499e+02,2.828000760778745075e+02,2.469808855370189065e+02,2.149593761721059764e+02,2.610884920706234311e+02,1.908615890706062146e+02,2.403452683526303701e+02,2.872623213018375168e+02,3.371039267776159249e+02,2.369317262239371473e+02,1.644522485235623321e+02,2.597731313757836347e+02
1.600000000000000000e+02,5.754047487162024765e+01,2.381412299899996867e+02,3.329646889944767167e+02,2.368393937733528105e+02,2.767586670936053679e+02,2.426673680391540415e+02,2.089806769876000487e+02,2.623997375498477709e+02,1.876649800465057751e+02,2.352500070155673484e+02,2.881319171929887943e+02,3.404696655718652778e+02,2.319205077331731388e+02,1.596568361401074299e+02,2.610979012544330544e+02
1.610000000000000000e+02,5.674442649891036439e+01,2.403115402139799244e+02,3.298736233107106273e+02,2.390179517822261630e+02,2.755828537630627579e+02,2.383037413733880214e+02,2.069481224643245127e+02,2.645288701198812760e+02,1.823182063909926001e+02,2.330956104095616013e+02,2.889536673521388934e+02,3.454128847336834269e+02,2.298079282483039663e+02,1.567598741255992820e+02,2.632352816420619206e+02
1.620000000000000000e+02,5.581700127338808670e+01,2.434408849003690989e+02,3.294832371646313618e+02,2.421428047836984945e+02,2.782397766662638219e+02,2.357596205937732350e+02,2.085389188071326600e+02,2.659847288601573041e+02,1.778985391253151818e+02,2.336863079594308203e+02,2.892283285824175323e+02,3.480608506523036567e+02,2.303708452582486359e+02,1.561914807814784467e+02,2.646866486521926163e+02
1.630000000000000000e+02,5.501545832460825380e+01,2.426878050153542290e+02,3.319162397577518959e+02,2.413817739406794658e+02,2.823108939364111052e+02,2.381622712668598183e+02,2.129708131728622504e+02,2.653917928563425335e+02,1.774020295547111346e+02,2.352738784679340256e+02,2.889925808602399115e+02,3.474687562803988499e+02,2.318930991099639414e+02,1.578544885616865940e+02,2.640857617936507609e+02
1.640000000000000000e+02,5.633903805778465568e+01,2.418175184029633158e+02,3.365665217557847768e+02,2.405011575328086906e+02,2.857652921573356934e+02,2.441282911778228879e+02,2.176183104989801791e+02,2.638676368990424521e+02,1.846148779928568899e+02,2.398714479824045327e+02,2.881933022188393920e+02,3.420073379018895707e+02,2.364351319002748539e+02,1.633519586292829331e+02,2.625512759850625457e+02
1.650000000000000000e+02,5.697794745139072603e+01,2.402452012917853210e+02,3.423565764034953531e+02,2.389209065770257894e+02,2.876342307444485868e+02,2.511366958146053605e+02,2.203408695003090543e+02,2.617488478306767092e+02,1.924653572829654706e+02,2.428721060961410103e+02,2.870998479287537748e+02,3.356883319494577336e+02,2.393997172422824633e+02,1.668984572122533905e+02,2.604245531482736737e+02
1.660000000000000000e+02,5.579511894248133075e+01,2.367585834533649631e+02,3.477552318303930861e+02,2.354187781264787986e+02,2.889434548438679826e+02,2.570670472423481101e+02,2.218116856809558897e+02,2.591474417172823337e+02,1.972013551224204377e+02,2.434464662854589108e+02,2.858775529416271297e+02,3.308823039063789793e+02,2.399529799238458736e+02,1.673892428566559829e+02,2.578076363281655858e+02
1.670000000000000000e+02,5.479905615628589288e+01,2.356755433537249189e+02,3.511677614972420542e+02,2.343074481280808641e+02,2.912824675650309700e+02,2.592530994709538277e+02,2.232503009689203566e+02,2.578589505230021359e+02,1.977381132917081175e+02,2.444501057983035821e+02,2.850140786098146464e+02,3.281160817093173137e+02,2.409383853225957353e+02,1.673455328922272827e+02,2.564908553162377984e+02
1.680000000000000000e+02,5.420304050412465813e+01,2.359957603516419340e+02,3.515032055601481034e+02,2.346177373050101096e+02,2.941387793839698475e+02,2.581121284930309798e+02,2.255079968316972838e+02,2.577548110492517708e+02,1.960758078699687132e+02,2.465924259779603176e+02,2.848486286980212867e+02,3.283650483640174684e+02,2.430555012529486021e+02,1.688836915293840093e+02,2.563767880906821688e+02
1.690000000000000000e+02,5.574270887284851739e+01,2.368044362058782326e+02,3.487915157855871371e+02,2.354422076202379515e+02,2.939278356436682884e+02,2.555595416752782967e+02,2.254387088124291836e+02,2.588351296016546712e+02,1.953075851893017330e+02,2.474982639189894371e+02,2.855780826933298044e+02,3.302381300777263959e+02,2.439642891178447144e+02,1.702351408420738608e+02,2.574729010575776442e+02
1.700000000000000000e+02,5.697514206711561258e+01,2.375276857628550999e+02,3.438926921644825256e+02,2.361892140721584212e+02,2.894151323738279871e+02,2.514720574393583661e+02,2.213717418908506431e+02,2.601380804191931020e+02,1.937722902129774809e+02,2.452684656986916139e+02,2.864221276981091933e+02,3.329734160974153383e+02,2.417778941377030151e+02,1.688757366541772171e+02,2.587996086285725141e+02
1.710000000000000000e+02,5.731721453515756792e+01,2.379091489093420080e+02,3.380461108871218130e+02,2.365904499230484248e+02,2.828541921198295768e+02,2.468952886466670975e+02,2.150102913412806629e+02,2.611370438936914979e+02,1.913088646813211255e+02,2.408195409679256898e+02,2.873184332846741427e+02,3.370278774845135104e+02,2.374060798425518328e+02,1.649475610612030323e+02,2.598183448404912497e+02
1.720000000000000000e+02,5.820342700231086042e+01,2.393480347293922819e+02,3.329646889944767167e+02,2.380474094637050655e+02,2.767535224402776066e+02,2.425916005718135864e+02,2.091606491351695354e+02,2.630710391536782708e+02,1.883868747864332818e+02,2.358084371452819425e+02,2.882571247644138452e+02,3.404533922459628457e+02,2.324796084905641465e+02,1.604464557910236522e+02,2.617704138998286680e+02
1.730000000000000000e+02,5.717905693153117141e+01,2.410463046949386694e+02,3.298736233107106273e+02,2.397515557841487066e+02,2.756842950875259248e+02,2.379857097158983663e+02,2.068358547519514161e+02,2.646211782885137609e+02,1.821321697243696462e+02,2.332612682906247414e+02,2.889411835429149846e+02,3.450003492101171787e+02,2.299739264656992361e+02,1.566141876639353825e+02,2.633264292239513225e+02
1.740000000000000000e+02,5.582693294212359092e+01,2.428712941304224557e+02,3.294832371646313618e+02,2.415740046168736512e+02,2.783630813884599320e+02,2.358854729873347651e+02,2.088147184402341452e+02,2.655670392884292141e+02,1.776434712009426562e+02,2.335491621603873114e+02,2.890802961321409725e+02,3.472043870702537447e+02,2.302337004594830603e+02,1.561718639153732511e+02,2.642697497163738944e+02
1.750000000000000000e+02,5.561938799134041034e+01,2.428880741588745309e+02,3.319162397577518959e+02,2.415844287275095326e+02,2.820557436379922933e+02,2.381472705321896512e+02,2.127721894588102884e+02,2.652647786442296365e+02,1.784358874350091355e+02,2.358409803208271285e+02,2.888153379495652189e+02,3.460702563474994236e+02,2.324614195967082821e+02,1.584847023727281226e+02,2.639611332656621130e+02
1.760000000000000000e+02,5.698737665815425402e+01,2.414905247740806544e+02,3.365665217557847768e+02,2.401823347213553745e+02,2.855033419708022961e+02,2.439531445441093354e+02,2.173009281116779619e+02,2.634639607887289117e+02,1.851088803911748073e+02,2.401681213869395606e+02,2.880141490865995593e+02,3.403874789118095805e+02,2.367329298589034465e+02,1.636385350160129803e+02,2.621557707021179908e+02
1.770000000000000000e+02,5.672456181537097564e+01,2.391690195661139455e+02,3.423565764034953531e+02,2.378477637870412025e+02,2.875331921482775783e+02,2.511994747166962441e+02,2.203221118813714838e+02,2.613113708380153639e+02,1.914706302778722034e+02,2.419741353658528737e+02,2.869920702845841447e+02,3.353219505042762307e+02,2.385011608514373904e+02,1.660116146504844608e+02,2.599901150933512213e+02
1.780000000000000000e+02,5.619147901496816644e+01,2.366032333384350466e+02,3.477552318303930861e+02,2.352544533158411468e+02,2.889415226828886034e+02,2.569442073887231004e+02,2.217616163459736072e+02,2.591726973845604221e+02,1.966636694571021167e+02,2.432470056890941521e+02,2.859390316643493293e+02,3.305600098821040547e+02,2.397533763197784822e+02,1.670607356227230866e+02,2.578239172824145840e+02
1.790000000000000000e+02,5.513641021916731688e+01,2.350242964536566319e+02,3.511677614972420542e+02,2.336578144389856675e+02,2.913275778411106671e+02,2.594862349436373847e+02,2.234278742508852247e+02,2.576078834380184617e+02,1.982455790533327331e+02,2.448616478530590257e+02,2.849907451638323437e+02,3.276049781959551410e+02,2.413509482381526254e+02,1.678969576610601564e+02,2.562414014577214516e+02
1.800000000000000000e+02,5.562238010664538024e+01,2.364185049839755095e+02,3.515032055601481034e+02,2.350432095598230262e+02,2.942597566628749064e+02,2.584438375404175758e+02,2.258223413056390712e+02,2.580432437562638484e+02,1.973403987260660983e+02,2.473303046480447733e+02,2.849835961440995220e+02,3.272568664080797021e+02,2.437946790346413479e+02,1.699012208444835323e+02,2.566679483527714183e+02
1.810000000000000000e+02,5.533237961492618950e+01,2.362434806490123265e+02,3.487915157855871371e+02,2.348844135905917483e+02,2.942465343298368339e+02,2.556831154672861715e+02,2.258890628553247382e+02,2.581949937738484664e+02,1.941184109014226919e+02,2.468201810979481934e+02,2.852532860402148458e+02,3.294271203037227451e+02,2.432855033154760065e+02,1.694797753096647739e+02,2.568359268278208560e+02
1.820000000000000000e+02,5.635628544563746800e+01,2.365147633729793597e+02,3.438926921644825256e+02,2.351728454653811013e+02,2.902538961807588294e+02,2.518998254098720508e+02,2.223137575937643362e+02,2.595572974271088356e+02,1.930599283281312353e+02,2.453661333678238918e+02,2.863873332897458113e+02,3.334659725172139133e+02,2.418753757893316561e+02,1.689221172792560992e+02,2.582153795490402786e+02
1.830000000000000000e+02,5.764359279307143424e+01,2.374780825794175314e+02,3.380461108871218130e+02,2.361608054770094327e+02,2.828385139093816747e+02,2.473323521611345939e+02,2.153710480985502898e+02,2.611226016404233974e+02,1.913647064717332285e+02,2.405707922710095943e+02,2.872422199701121031e+02,3.360237432663081449e+02,2.371571921812116557e+02,1.650476186243630252e+02,2.598053245757361651e+02
1.840000000000000000e+02,5.815766369988727291e+01,2.392380596093521490e+02,3.329646889944767167e+02,2.379364175012549651e+02,2.771059148252845716e+02,2.430305559971091611e+02,2.096266484559824050e+02,2.627880613628810806e+02,1.892950644996898575e+02,2.366791820033833460e+02,2.881950360708764833e+02,3.401056260488451812e+02,2.333507917210544633e+02,1.614317442956617299e+02,2.614864193601633815e+02
1.850000000000000000e+02,5.732046726419231675e+01,2.409519357355311797e+02,3.298736233107106273e+02,2.396579609719563848e+02,2.757581988149181029e+02,2.381603687222158214e+02,2.069842534314328191e+02,2.647081895241702796e+02,1.829610401349031577e+02,2.336275932144086198e+02,2.889318134361617467e+02,3.449514309710334601e+02,2.303408174486229427e+02,1.571848557093238412e+02,2.634142147930102169e+02
1.860000000000000000e+02,5.598852512731782127e+01,2.435787040452991050e+02,3.294832371646313618e+02,2.422825605997949481e+02,2.783343117366752040e+02,2.357547619232280454e+02,2.087444562117132136e+02,2.661483153184329353e+02,1.780318787271337158e+02,2.339068988513169813e+02,2.892319834087176673e+02,3.478949067251434712e+02,2.305913039807130076e+02,1.565443940991362695e+02,2.648521719094471791e+02
1.870000000000000000e+02,5.586766917110966801e+01,2.427532159464618644e+02,3.319162397577518959e+02,2.414479861552549664e+02,2.825400073415680140e+02,2.383736634862747508e+02,2.133038036779403228e+02,2.652864343557424718e+02,1.788413988376657358e+02,2.365017651674144190e+02,2.889311561310461229e+02,3.464623070306939780e+02,2.331225675649547497e+02,1.592662803318694102e+02,2.639812046986396012e+02
1.880000000000000000e+02,5.710099625683062641e+01,2.423174298642254030e+02,3.365665217557847768e+02,2.410105829023771662e+02,2.858877041850363980e+02,2.439399424034167225e+02,2.176916710064978417e+02,2.641610482288975845e+02,1.855519657062989722e+02,2.408384335850733464e+02,2.883149714421045360e+02,3.416407460378285919e+02,2.374039675646605474e+02,1.643985195120723688e+02,2.628542013255835172e+02
1.890000000000000000e+02,5.729986143428400425e+01,2.398029116353458789e+02,3.423565764034953531e+02,2.384876414053867393e+02,2.875813313785239984e+02,2.509270290077205914e+02,2.202951813319279495e+02,2.615093221897758440e+02,1.923221240955392375e+02,2.427946640967395524e+02,2.869940773706650248e+02,3.348254052068897408e+02,2.393229149642050118e+02,1.668726373128488945e+02,2.601940519695752414e+02
1.900000000000000000e+02,5.664102499595622930e+01,2.369433666890891175e+02,3.477552318303930861e+02,2.356031224575443730e+02,2.891682857637944153e+02,2.570012961315066491e+02,2.220178108151762615e+02,2.596016797680481432e+02,1.982761197863158031e+02,2.445695590377363828e+02,2.861041635479727461e+02,3.307745982716496087e+02,2.410773747909051963e+02,1.686184195563312187e+02,2.582614355453627581e+02
1.910000000000000000e+02,5.527352233690002947e+01,2.357894586039003855e+02,3.511677614972420542e+02,2.344211916616435190e+02,2.912683672937014308e+02,2.593061742185091134e+02,2.233294710670864163e+02,2.578852413758773992e+02,1.986742301102203783e+02,2.451046462865165552e+02,2.850632594677227871e+02,3.277786257017862113e+02,2.415936620195010676e+02,1.681688052320720033e+02,2.565169745391076503e+02
1.920000000000000000e+02,5.549818832133226465e+01,2.364125257288055195e+02,3.515032055601481034e+02,2.350386874721849608e+02,2.939212446876779268e+02,2.582416616862663545e+02,2.253383935290827367e+02,2.579240041573552276e+02,1.973949493739337697e+02,2.473390938578241105e+02,2.848176202978597189e+02,3.268645190505304754e+02,2.438038287711822250e+02,1.697867510728445097e+02,2.565501659350039745e+02
1.930000000000000000e+02,5.556146490691248374e+01,2.368335076800467220e+02,3.487915157855871371e+02,2.354750296831211642e+02,2.938006769824938829e+02,2.556248082257538954e+02,2.253196799662874241e+02,2.586970087148515063e+02,1.950004132193009241e+02,2.472993471938133609e+02,2.854733137217618832e+02,3.297886608757413001e+02,2.437656747199549727e+02,1.699011938046763817e+02,2.573385307077985544e+02
1.940000000000000000e+02,5.687357146748269798e+01,2.374769656628471921e+02,3.438926921644825256e+02,2.361371656737609044e+02,2.896578948548021799e+02,2.517464106296703505e+02,2.217641140438477123e+02,2.602439815729906627e+02,1.937957998773252655e+02,2.454683679290370151e+02,2.863704874369109348e+02,3.328464909092760990e+02,2.419781113664546979e+02,1.691500626955167945e+02,2.589041815897914489e+02
1.950000000000000000e+02,5.750186783257372269e+01,2.375972838592072378e+02,3.380461108871218130e+02,2.362799289335716537e+02,2.825693661664466276e+02,2.468827906017897362e+02,2.148046882045727557e+02,2.610590483614195136e+02,1.914979634302661964e+02,2.406778275221572301e+02,2.872550987247671515e+02,3.363461442847142848e+02,2.372644005457636069e+02,1.648870212503973391e+02,2.597416933405269219e+02
1.960000000000000000e+02,5.829780586890633032e+01,2.389468880044804848e+02,3.329646889944767167e+02,2.376469931908274873e+02,2.768616489825891449e+02,2.422739308189179610e+02,2.090097625360112374e+02,2.629631684815446988e+02,1.882927243360420277e+02,2.359638740506014756e+02,2.882438838678108368e+02,3.403352930135777115e+02,2.326350874400478972e+02,1.604367200232910591e+02,2.616632736999337681e+02
1.970000000000000000e+02,5.655076602333922864e+01,2.407270703085468142e+02,3.298736233107106273e+02,2.394320592323039989e+02,2.759591106400697527e+02,2.375704182392462656e+02,2.069149195150213814e+02,2.646600129671561490e+02,1.810485850542360424e+02,2.329486299102730982e+02,2.888990730047538591e+02,3.454402037228496738e+02,2.296611423841605131e+02,1.561149194410570544e+02,2.633650017544499065e+02
1.980000000000000000e+02,5.524569780104659600e+01,2.425632235949093172e+02,3.294832371646313618e+02,2.412653986561998067e+02,2.788389317269551952e+02,2.359934855296607452e+02,2.092357845149273032e+02,2.656540193997330448e+02,1.769505758018101460e+02,2.333383102998132301e+02,2.891834466935147248e+02,3.482238439589785344e+02,2.300229405807878891e+02,1.558384684854485442e+02,2.643561944501593075e+02
1.990000000000000000e+02,5.534817690784556987e+01,2.420179871553047519e+02,3.319162397577518959e+02,2.407161233205265773e+02,2.825322087054456688e+02,2.383333672674202717e+02,2.132881207329585607e+02,2.649331985392002480e+02,1.783730421678426694e+02,2.361393800266666858e+02,2.889164663300754228e+02,3.467339005673753718e+02,2.327601572623358948e+02,1.588659738467492275e+02,2.636313346111895157e+02
2.000000000000000000e+02,5.624988096515546232e+01,2.410922517275752170e+02,3.365665217557847768e+02,2.397869269449160186e+02,2.859332005763023972e+02,2.437548728860526239e+02,2.175454217255399669e+02,2.633696530921391741e+02,1.840133899534172883e+02,2.398433350911356854e+02,2.881044624359000750e+02,3.416473340068918674e+02,2.364080314417174407e+02,1.631104957711657732e+02,2.620643282384766621e+02
2.010000000000000000e+02,5.727480897326915965e+01,2.394436791867901775e+02,3.423565764034953531e+02,2.381221638203504938e+02,2.877014073697175149e+02,2.512312988526217907e+02,2.205580664379255325e+02,2.614750120709175576e+02,1.921912850678866960e+02,2.425980677402307606e+02,2.870439114444943698e+02,3.348932448192475135e+02,2.391256457023392841e+02,1.667587861669190659e+02,2.601534967236285070e+02
2.020000000000000000e+02,5.618397300813151674e+01,2.371477900345950047e+02,3.477552318303930861e+02,2.358004692017290438e+02,2.891926443749779310e+02,2.572591457719367440e+02,2.222006678179175196e+02,2.593780120998878829e+02,1.966221884544009697e+02,2.431360182463412229e+02,2.860035047232488523e+02,3.307321088646905878e+02,2.396421536097020635e+02,1.670555870817821074e+02,2.580306912666798098e+02
2.030000000000000000e+02,5.513619215012653285e+01,2.357719028547941775e+02,3.511677614972420542e+02,2.344038048728612011e+02,2.913718910084381832e+02,2.596771365562163965e+02,2.236260233590955977e+02,2.579954858461157414e+02,1.978124934876882719e+02,2.443723769123564580e+02,2.851672044017793723e+02,3.280019483966335088e+02,2.408611430206769626e+02,1.674460848451958839e+02,2.566273878459987259e+02
2.040000000000000000e+02,5.524157644474930606e+01,2.364543773221338654e+02,3.515032055601481034e+02,2.350764641178871273e+02,2.946309149013894739e+02,2.586791233798353460e+02,2.262623968214900003e+02,2.581739236484802404e+02,1.969159948491685554e+02,2.471830776799637022e+02,2.850448085180815951e+02,3.277921515194323092e+02,2.436466205977662298e+02,1.697394259353068549e+02,2.567960104924728739e+02
2.050000000000000000e+02,5.541924264121351484e+01,2.360396487586277203e+02,3.487915157855871371e+02,2.346715574015996140e+02,2.944748899632860457e+02,2.562049123481481843e+02,2.262874187378084798e+02,2.581762593293769896e+02,1.952490143604171919e+02,2.476340821685587343e+02,2.853725277630038590e+02,3.297298063424652810e+02,2.440992950240177493e+02,1.705435711132186611e+02,2.568081680555624757e+02
2.060000000000000000e+02,5.649255398821271257e+01,2.364692404704706803e+02,3.438926921644825256e+02,2.351282324802322137e+02,2.896607313954705205e+02,2.511699688351087616e+02,2.214325790500128051e+02,2.596432843459672881e+02,1.925455909210569700e+02,2.448193042040387013e+02,2.862408643347703219e+02,3.326011676739680070e+02,2.413285045479235293e+02,1.680922255589372014e+02,2.583022763495268919e+02
2.070000000000000000e+02,5.723509841720056812e+01,2.368548343833440413e+02,3.380461108871218130e+02,2.355382078317705634e+02,2.826348260616815082e+02,2.469396861694539780e+02,2.149425184715119883e+02,2.606379618948953976e+02,1.909647461374403861e+02,2.403010251146343705e+02,2.871627129081772978e+02,3.361344615558987812e+02,2.368873419679752033e+02,1.645307214087944203e+02,2.593213354301511231e+02
2.080000000000000000e+02,5.762800488250670128e+01,2.379092426929547344e+02,3.329646889944767167e+02,2.366084412495442564e+02,2.771034178919948658e+02,2.425810119065452568e+02,2.093071236945471583e+02,2.622476632638475849e+02,1.883550549865268238e+02,2.361936954776086566e+02,2.880809007010846585e+02,3.401765533709217380e+02,2.328651620026954276e+02,1.606704051093413739e+02,2.609468617133060775e+02
2.090000000000000000e+02,5.739618912469425283e+01,2.408473451345791148e+02,3.298736233107106273e+02,2.395542004498250321e+02,2.762243244515029232e+02,2.382607983114256740e+02,2.076114454674368517e+02,2.647134844078663036e+02,1.828525156137864656e+02,2.341692267115043364e+02,2.889515161142726356e+02,3.448595484125904704e+02,2.308828773880817948e+02,1.579060226907608353e+02,2.634203396709411322e+02
2.100000000000000000e+02,5.606050558502980152e+01,2.432000314886352044e+02,3.294832371646313618e+02,2.419031062822669469e+02,2.790797968388091022e+02,2.362120431362916975e+02,2.096591144782723291e+02,2.662783680220355791e+02,1.777366374035059948e+02,2.340187271530055853e+02,2.894266462395520421e+02,3.484684702090168003e+02,2.307035909220741132e+02,1.567826787000826414e+02,2.649814426803616811e+02
2.110000000000000000e+02,5.546380419595143962e+01,2.427142401776266354e+02,3.319162397577518959e+02,2.414079323036503126e+02,2.825997625290953579e+02,2.385189514896893002e+02,2.134199313854214211e+02,2.653879099180365984e+02,1.780561157126799117e+02,2.358315259524590601e+02,2.890066457786457477e+02,3.470555843808182885e+02,2.324514605843019410e+02,1.585607051202773619e+02,2.640816021557799900e+02
2.120000000000000000e+02,5.649475955840166108e+01,2.416477999997048585e+02,3.365665217557847768e+02,2.403355133880299661e+02,2.861582646492494746e+02,2.439794346568388903e+02,2.178968723797106861e+02,2.637036839406919171e+02,1.850223561263367458e+02,2.407572696048881653e+02,2.882069865154310264e+02,3.418207645195817008e+02,2.373221685923267614e+02,1.642214512827295891e+02,2.623913973243195983e+02
2.130000000000000000e+02,5.725197360887614195e+01,2.403822768429977543e+02,3.423565764034953531e+02,2.390639434622760859e+02,2.880032323474704299e+02,2.512099247169815328e+02,2.207952142137992553e+02,2.618908882753596572e+02,1.928230558593680541e+02,2.435103167738095920e+02,2.872304689090915986e+02,3.358692446262020894e+02,2.400390574524491001e+02,1.675973299041047255e+02,2.605725547544595884e+02
2.140000000000000000e+02,5.658227644903399067e+01,2.373465005308502498e+02,3.477552318303930861e+02,2.360059649137192821e+02,2.894346161077480133e+02,2.569560494462782572e+02,2.222686361054171869e+02,2.596847010265872200e+02,1.980068783688633118e+02,2.446430076255147128e+02,2.861657162180712817e+02,3.311095617418234269e+02,2.411507281571841190e+02,1.686130495594510137e+02,2.583441653608379625e+02
2.150000000000000000e+02,5.541658531085126072e+01,2.358673372479250361e+02,3.511677614972420542e+02,2.344997714610899493e+02,2.919213238806753452e+02,2.594083812906407047e+02,2.239574989861505969e+02,2.583930422074427042e+02,1.989616547797701571e+02,2.458680106387301691e+02,2.854072905366941768e+02,3.291349025566927367e+02,2.423578778743407156e+02,1.689691732923161283e+02,2.570254765006128537e+02
2.160000000000000000e+02,5.554241453040845045e+01,2.365947326442708629e+02,3.515032055601481034e+02,2.352190942043167468e+02,2.946149528424541018e+02,2.585958587609368351e+02,2.261214321679979093e+02,2.585007636985095019e+02,1.976959046450427877e+02,2.479245377678716409e+02,2.851946318618051919e+02,3.282372271736013545e+02,2.443892994648318506e+02,1.705359491122486588e+02,2.571251250970123010e+02
2.170000000000000000e+02,5.620900917548993903e+01,2.377319288663268253e+02,3.487915157855871371e+02,2.363700653355462009e+02,2.939855720619584645e+02,2.559107160384179167e+02,2.257302583462991663e+02,2.595380947424626470e+02,1.960299878539638314e+02,2.479964978131219482e+02,2.855892493669119290e+02,3.298181767966690927e+02,2.444626064465738295e+02,1.709845707837139344e+02,2.581762312123313450e+02
2.180000000000000000e+02,5.621077709747988393e+01,2.369005769535006323e+02,3.438926921644825256e+02,2.355617996008120372e+02,2.895036408517746622e+02,2.515585593636636190e+02,2.212945095236033808e+02,2.598928944821200844e+02,1.934498744307838933e+02,2.452045017542024254e+02,2.863700329481803806e+02,3.335748679671590935e+02,2.417142375790106144e+02,1.685826176988540226e+02,2.585541170930450789e+02
2.190000000000000000e+02,5.710398696195682078e+01,2.380267857066755823e+02,3.380461108871218130e+02,2.367097639333847781e+02,2.825322977629509182e+02,2.468907641843340741e+02,2.147738472430440595e+02,2.615527241756283843e+02,1.912810049379650934e+02,2.404791650333100677e+02,2.874161051107554954e+02,3.375339947912368643e+02,2.370655656550670756e+02,1.646995500747297569e+02,2.602357023416766424e+02
2.200000000000000000e+02,5.745028010020767084e+01,2.390781852364989675e+02,3.329646889944767167e+02,2.377769939417380556e+02,2.769436083228882808e+02,2.421704826733640630e+02,2.090277347364075524e+02,2.632927613116493717e+02,1.872671870475307969e+02,2.352116866112029356e+02,2.883874719770724369e+02,3.417304132505730649e+02,2.318821858733823831e+02,1.596023989686048310e+02,2.619915699584536810e+02
