# Time (month),SOLIN (W/m2),TS (K),FSNSC (W/m2),FLUT (W/m2),FSNS (W/m2),FLNS (W/m2),FLNTC (W/m2),FSNTC (W/m2),FLNT (W/m2),FLUTC (W/m2),FSNT (W/m2)
1.112000000000000000e+03,3.365665217557847768e+02,2.927985932104373319e+02,2.146511699450230992e+02,2.440722357812944381e+02,1.645396783848812845e+02,4.984235222181877134e+01,2.623430577501123935e+02,2.882181583594502285e+02,2.426439469648418310e+02,2.637713465667556534e+02,2.419594296634603268e+02
1.113000000000000000e+03,3.423565764034953531e+02,2.919453541843479343e+02,2.187671560869048335e+02,2.417445288396896217e+02,1.676989693039172948e+02,5.065609446315431086e+01,2.605709107921035184e+02,2.911965224858026886e+02,2.403025633693241048e+02,2.620128762891530414e+02,2.444543489432193155e+02
1.114000000000000000e+03,3.477552318303930861e+02,2.908423254425971436e+02,2.207307627292387053e+02,2.393278618762510348e+02,1.684492727834501125e+02,4.941198564070531063e+01,2.581709159876068611e+02,2.930247850219386692e+02,2.378663241041526248e+02,2.596324537627628501e+02,2.453676130999333793e+02
1.115000000000000000e+03,3.511677614972420542e+02,2.899680803764358075e+02,2.230971790000783699e+02,2.382598625834253312e+02,1.680884467581732338e+02,4.820094082396590096e+01,2.571442928666388639e+02,2.959714276360135727e+02,2.367777613138336505e+02,2.586263941515558713e+02,2.458432755209362597e+02
1.116000000000000000e+03,3.515032055601481034e+02,2.899101598254590044e+02,2.241345672583817361e+02,2.383144267720282983e+02,1.682218189794687078e+02,4.813378700338486738e+01,2.571290135775310546e+02,2.980291583257682646e+02,2.368182800661591898e+02,2.586251601762533596e+02,2.469117252240446589e+02
1.117000000000000000e+03,3.487915157855871371e+02,2.902344291969081382e+02,2.228562836268299350e+02,2.401627826038195508e+02,1.694051289379652303e+02,4.910315475405431584e+01,2.582845411467509962e+02,2.968118443622494738e+02,2.386896761658937010e+02,2.597576475938392377e+02,2.479183974494465303e+02
1.118000000000000000e+03,3.438926921644825256e+02,2.908569449579526918e+02,2.190482727382390920e+02,2.403442445102924694e+02,1.689829753891636130e+02,5.004071386071975525e+01,2.591173362569860501e+02,2.922604917419901085e+02,2.388908332681248226e+02,2.605707475449696631e+02,2.462454560412084845e+02
1.119000000000000000e+03,3.380461108871218130e+02,2.920094069216048069e+02,2.125286701254039770e+02,2.407172336564375712e+02,1.649529891832616499e+02,5.084666022914620953e+01,2.602039670215250453e+02,2.852911749958861947e+02,2.392850921774616495e+02,2.616361085454562385e+02,2.415689029113616186e+02
1.120000000000000000e+03,3.329646889944767167e+02,2.928254738670531765e+02,2.082718497264065434e+02,2.416602921690261496e+02,1.614879174864879872e+02,5.061625482351439587e+01,2.616077453868443854e+02,2.806728085527584540e+02,2.402463853378562533e+02,2.630216521891413208e+02,2.375965377833729519e+02
1.121000000000000000e+03,3.298736233107106273e+02,2.936804746217776483e+02,2.071946915235199640e+02,2.428940802887780990e+02,1.597885766243381909e+02,5.005862041511708327e+01,2.631951058589117451e+02,2.807700082085684699e+02,2.414909752993661982e+02,2.645982108227663616e+02,2.369046764444978805e+02
1.122000000000000000e+03,3.294832371646313618e+02,2.940563310364996141e+02,2.072649339504335160e+02,2.453019802762761117e+02,1.577446768297123469e+02,4.925388941885100280e+01,2.647119679485589927e+02,2.822814284523379911e+02,2.438938459128274019e+02,2.661201022814422004e+02,2.364347398034801131e+02
1.123000000000000000e+03,3.319162397577518959e+02,2.938550009241543535e+02,2.098263116536723487e+02,2.466602222663842952e+02,1.592152013707176366e+02,4.890118834296754358e+01,2.650006701993381171e+02,2.847317977909596038e+02,2.452400407607913735e+02,2.664208516965155695e+02,2.378993644562222585e+02
1.124000000000000000e+03,3.365665217557847768e+02,2.930895323836787156e+02,2.144956849928029499e+02,2.451373387801293404e+02,1.646421860334836254e+02,4.989870573132286324e+01,2.632687401507400864e+02,2.882163613562142928e+02,2.437099731564410945e+02,2.646961058362789458e+02,2.422047124715555242e+02
1.125000000000000000e+03,3.423565764034953531e+02,2.921871007876862336e+02,2.179344977516488768e+02,2.426147301918604171e+02,1.670655330168509920e+02,4.981244633839531133e+01,2.609924639412342344e+02,2.909381440499140012e+02,2.411730191485731041e+02,2.624341749774375785e+02,2.443176867305977567e+02
1.126000000000000000e+03,3.477552318303930861e+02,2.911337646637746275e+02,2.203628497385855383e+02,2.397455500111800291e+02,1.675349508991024550e+02,4.817413125912597849e+01,2.586268347850365785e+02,2.932072871690898523e+02,2.382797461183799044e+02,2.600926385599967148e+02,2.450306062045343367e+02
1.127000000000000000e+03,3.511677614972420542e+02,2.904754990629530198e+02,2.228755136188511017e+02,2.395325146796400020e+02,1.674610255069348455e+02,4.761400869195087893e+01,2.582077856554799951e+02,2.962962292460566687e+02,2.380442602366294693e+02,2.596960401418175479e+02,2.457821297434090582e+02
1.128000000000000000e+03,3.515032055601481034e+02,2.901460911065323103e+02,2.241534521264467230e+02,2.397269754072459591e+02,1.699132116083824826e+02,4.811032495189736835e+01,2.580800932020785012e+02,2.981266470527887691e+02,2.382375260564809025e+02,2.595695425387458499e+02,2.485142988167234535e+02
1.129000000000000000e+03,3.487915157855871371e+02,2.905386276164184665e+02,2.232005654022403007e+02,2.412841929040649234e+02,1.692035275890863488e+02,4.857577253426650543e+01,2.593868399132394984e+02,2.968428821163872726e+02,2.398043945300664461e+02,2.608666382807900277e+02,2.473264083871857508e+02
1.130000000000000000e+03,3.438926921644825256e+02,2.910527662432096463e+02,2.196230112879242142e+02,2.414099283580783037e+02,1.692015290809453347e+02,4.952618601419401756e+01,2.596853775221744627e+02,2.926690623679863279e+02,2.399566434651974589e+02,2.611386623958014184e+02,2.463855807197490719e+02
1.131000000000000000e+03,3.380461108871218130e+02,2.920261947098111364e+02,2.130289100521435444e+02,2.408158211248341161e+02,1.657097039617387395e+02,5.052586930345159999e+01,2.603006559887989511e+02,2.856615632929184017e+02,2.393861567128292052e+02,2.617303205019504162e+02,2.421128530557220699e+02
1.132000000000000000e+03,3.329646889944767167e+02,2.929008083916330065e+02,2.074565199860200551e+02,2.410786910519653077e+02,1.606149396620634491e+02,4.996437831555007847e+01,2.613961528389277191e+02,2.800455213300028845e+02,2.396672842460043285e+02,2.628075596388935651e+02,2.368214256745101238e+02
1.133000000000000000e+03,3.298736233107106273e+02,2.936923837719681956e+02,2.064254625764206139e+02,2.437959608590071525e+02,1.594723633010303274e+02,4.953230141457084557e+01,2.635777536764012439e+02,2.802645579321332434e+02,2.423924698978560173e+02,2.649812446857476971e+02,2.368443050291488419e+02
1.134000000000000000e+03,3.294832371646313618e+02,2.941185141232118667e+02,2.073951981724552809e+02,2.456278002295731540e+02,1.580793551988482761e+02,4.848448239180497410e+01,2.650301077498214113e+02,2.822809962546729707e+02,2.442185937748081983e+02,2.664393141134302141e+02,2.365893379731709558e+02
1.135000000000000000e+03,3.319162397577518959e+02,2.937190334628934920e+02,2.101142134930633176e+02,2.454930639115194140e+02,1.594006800009159690e+02,4.766751601743999345e+01,2.641004225890804378e+02,2.849218631565374835e+02,2.440745184861379471e+02,2.655189681259189456e+02,2.379290444048068309e+02
1.136000000000000000e+03,3.365665217557847768e+02,2.929639220565574078e+02,2.147137264103892846e+02,2.445077693781377377e+02,1.641010922825842613e+02,4.883367705470944031e+01,2.627065078754991418e+02,2.885472618438138852e+02,2.430809640046002471e+02,2.641333131410533497e+02,2.418972529364043282e+02
1.137000000000000000e+03,3.423565764034953531e+02,2.919833781123759877e+02,2.184336807242279690e+02,2.423864167373196778e+02,1.675175669707908241e+02,4.964198815039632962e+01,2.606058183187532791e+02,2.912329829234713543e+02,2.409485491849476375e+02,2.620436859619749157e+02,2.446463311111255621e+02
1.138000000000000000e+03,3.477552318303930861e+02,2.907429162304895272e+02,2.209630785822965606e+02,2.389699529605238411e+02,1.681028047616319441e+02,4.858570049066207019e+01,2.579177893055360187e+02,2.933208353759702050e+02,2.375119739024203511e+02,2.593757684655661251e+02,2.451149116641987575e+02
1.139000000000000000e+03,3.511677614972420542e+02,2.900858288326394359e+02,2.230864742122502662e+02,2.378779983632794881e+02,1.680581738829521896e+02,4.805751410567392412e+01,2.571140264440218743e+02,2.961548699342511100e+02,2.363981612250283888e+02,2.585938635599919166e+02,2.459428845389685989e+02
1.140000000000000000e+03,3.515032055601481034e+02,2.899327978958364156e+02,2.244378966566897589e+02,2.403694131287806783e+02,1.698226238178438336e+02,4.890248259138508757e+01,2.579374839756223992e+02,2.980070916266999461e+02,2.388777711777331945e+02,2.594291259943802856e+02,2.481583236344049226e+02
1.141000000000000000e+03,3.487915157855871371e+02,2.898917290612147326e+02,2.230192481845799080e+02,2.397759911415656404e+02,1.696841288190702812e+02,4.969359282329181582e+01,2.577190646289678853e+02,2.965449010286849330e+02,2.382917164463455890e+02,2.592033392267624095e+02,2.477255869122256229e+02
1.142000000000000000e+03,3.438926921644825256e+02,2.908576945491379320e+02,2.196097672979606443e+02,2.396645870119496067e+02,1.690609833235172061e+02,5.023615406784367110e+01,2.586512286814692629e+02,2.925449135491265906e+02,2.382078828302934141e+02,2.601079329845289294e+02,2.461670949530544306e+02
1.143000000000000000e+03,3.380461108871218130e+02,2.918926964762441685e+02,2.126664928788744362e+02,2.405078102148322898e+02,1.661373504365208191e+02,5.127446186458441701e+01,2.597874968205412074e+02,2.854509777797313177e+02,2.390794204689311471e+02,2.612158865792706024e+02,2.426424159306753552e+02
1.144000000000000000e+03,3.329646889944767167e+02,2.927539970426366835e+02,2.078239095297710151e+02,2.408912277059863243e+02,1.617109687217544263e+02,5.113559304264597927e+01,2.611625069538359298e+02,2.804177994106802316e+02,2.394830288978438375e+02,2.625707056746718990e+02,2.379696187524699269e+02
1.145000000000000000e+03,3.298736233107106273e+02,2.935671268660119040e+02,2.067853907273995446e+02,2.429851228183997307e+02,1.588982441749139127e+02,5.048506385639476690e+01,2.632332874982075737e+02,2.802751868936489359e+02,2.415859210432906252e+02,2.646324892817037835e+02,2.360926233302149910e+02
1.146000000000000000e+03,3.294832371646313618e+02,2.939097420326668271e+02,2.072624575404490770e+02,2.457152061077311203e+02,1.578519904897841570e+02,4.907244276420371420e+01,2.647955544970307074e+02,2.819785524157371128e+02,2.443092895370762392e+02,2.662014710804212996e+02,2.363150844829455082e+02
1.147000000000000000e+03,3.319162397577518959e+02,2.936042975079519124e+02,2.102600455903092040e+02,2.457355606921864251e+02,1.594923453917272695e+02,4.863376206506715960e+01,2.642449624322678119e+02,2.848635341415794642e+02,2.443190995580090714e+02,2.656614234746028274e+02,2.379497171320947757e+02
1.148000000000000000e+03,3.365665217557847768e+02,2.929409563847295885e+02,2.150579676764243402e+02,2.433226134275053596e+02,1.641895625706990529e+02,4.931913281263245352e+01,2.621577171691845933e+02,2.886610272547446812e+02,2.418985303909422839e+02,2.635818000537513512e+02,2.417585451278516189e+02
1.149000000000000000e+03,3.423565764034953531e+02,2.919555625722680929e+02,2.188063764945163712e+02,2.418662678725305284e+02,1.678402444217474851e+02,4.994676835420544592e+01,2.604489111285154763e+02,2.914741983461000814e+02,2.404282516420807099e+02,2.618869273983734729e+02,2.448553049186789963e+02
1.150000000000000000e+03,3.477552318303930861e+02,2.906478260028876548e+02,2.211550646058943528e+02,2.385722212776379081e+02,1.689463467349447399e+02,4.959420556880277786e+01,2.577879196458540605e+02,2.934953260866832920e+02,2.371103676939555953e+02,2.592497732013041514e+02,2.458459281997142227e+02
1.151000000000000000e+03,3.511677614972420542e+02,2.901122100910580457e+02,2.231446544710076410e+02,2.391287896998312874e+02,1.687769013324291336e+02,4.928795564058104617e+01,2.577514373314818386e+02,2.961976964406358661e+02,2.376435484712191339e+02,2.592366786769964619e+02,2.466915698272009081e+02
1.152000000000000000e+03,3.515032055601481034e+02,2.898144630172963048e+02,2.243625895638938630e+02,2.392631350855035635e+02,1.699289021798862791e+02,4.888558949898186512e+01,2.573315179197298903e+02,2.981450874751928950e+02,2.377719187554479845e+02,2.588227342842526468e+02,2.483907650046249103e+02
1.153000000000000000e+03,3.487915157855871371e+02,2.897806303305938513e+02,2.228814329147655826e+02,2.385473771051283620e+02,1.701150822483437537e+02,4.900799041167474712e+01,2.570399821599579582e+02,2.964080397077302109e+02,2.370664121407557161e+02,2.585209471332728413e+02,2.480625449023583258e+02
1.154000000000000000e+03,3.438926921644825256e+02,2.905630155967145924e+02,2.186129105786521905e+02,2.390584602226348352e+02,1.689784459289985534e+02,5.022511104874479315e+01,2.578797276898606015e+02,2.918602822698763930e+02,2.376029607361833200e+02,2.593352270768355652e+02,2.463116038845979290e+02
1.155000000000000000e+03,3.380461108871218130e+02,2.917166879989515564e+02,2.122081105210872636e+02,2.399160521377270641e+02,1.655296851877389770e+02,5.135250248114541449e+01,2.596122301476187317e+02,2.850203354803020375e+02,2.384845611963249894e+02,2.610437209555320237e+02,2.421207412993871344e+02
1.156000000000000000e+03,3.329646889944767167e+02,2.927365788435239438e+02,2.078223433018057733e+02,2.405187954025666386e+02,1.621518515430944660e+02,5.188359533728172579e+01,2.610140116494011409e+02,2.801219371633458195e+02,2.391083543389172519e+02,2.624244526946787914e+02,2.380519991264517898e+02
1.157000000000000000e+03,3.298736233107106273e+02,2.935943652926424079e+02,2.065020150432819150e+02,2.437199476785274896e+02,1.588553520065781299e+02,5.056198072575183744e+01,2.636671294147614049e+02,2.801845108396319119e+02,2.423166681765709711e+02,2.650704089033138757e+02,2.362290211126283452e+02
1.158000000000000000e+03,3.294832371646313618e+02,2.938753526543279122e+02,2.071520786034537878e+02,2.456999778040707554e+02,1.577675639705796016e+02,4.944102382953388997e+01,2.647111297687012552e+02,2.819752013220330582e+02,2.442916746372653449e+02,2.661194328931514406e+02,2.363078817900590991e+02
1.159000000000000000e+03,3.319162397577518959e+02,2.936676317904028792e+02,2.103946698540140972e+02,2.449709859619524082e+02,1.601581644526380899e+02,4.868888231033665193e+01,2.639765370601979839e+02,2.849622613401954823e+02,2.435540077194003459e+02,2.653935152927585364e+02,2.384195629069018594e+02
1.160000000000000000e+03,3.365665217557847768e+02,2.928958574412739040e+02,2.146587961824492083e+02,2.438462846681441931e+02,1.639508750449633396e+02,4.970487139383087793e+01,2.625230212313144875e+02,2.883324883043176783e+02,2.424213186829346114e+02,2.639479872028245495e+02,2.415462806191337393e+02
1.161000000000000000e+03,3.423565764034953531e+02,2.918567852782532555e+02,2.187353580392496610e+02,2.412137632667593721e+02,1.679032251464565206e+02,5.042921805941880820e+01,2.600455140667677938e+02,2.911708324314756737e+02,2.397749560036435525e+02,2.614843213631145318e+02,2.446580390394810536e+02
1.162000000000000000e+03,3.477552318303930861e+02,2.907776583881997112e+02,2.208909602461051804e+02,2.386883248013585614e+02,1.687847171481407713e+02,4.934139833683338594e+01,2.578334896111131229e+02,2.933094916198807027e+02,2.372272595881796633e+02,2.592945547628358440e+02,2.458101931391555297e+02
1.163000000000000000e+03,3.511677614972420542e+02,2.902765498160112543e+02,2.232681820622227633e+02,2.382522759358128610e+02,1.695482164764706852e+02,4.906515942398034724e+01,2.573962624104466954e+02,2.962785275322345342e+02,2.367756990780539468e+02,2.588728392480314824e+02,2.472128654471725042e+02
1.164000000000000000e+03,3.515032055601481034e+02,2.900176013331731042e+02,2.243702832435309062e+02,2.388813648979577806e+02,1.689161051994801426e+02,4.858228279663546090e+01,2.578633343743216528e+02,2.981461296859043841e+02,2.373946926985704806e+02,2.593500065749835244e+02,2.473169272623001973e+02
1.165000000000000000e+03,3.487915157855871371e+02,2.902854973029330949e+02,2.229130453812830694e+02,2.416111820017377170e+02,1.692303862413769195e+02,4.886058700168891278e+01,2.590424111172403627e+02,2.966567568144236020e+02,2.401349645952566618e+02,2.605186285658639349e+02,2.476365039281580778e+02
1.166000000000000000e+03,3.438926921644825256e+02,2.908095575868483138e+02,2.191010771364307459e+02,2.402866386242517933e+02,1.680843872460898467e+02,4.942915179256934266e+01,2.588277664613632965e+02,2.922368035106979960e+02,2.388377773456309967e+02,2.602766278134728282e+02,2.455126969047049101e+02
1.167000000000000000e+03,3.380461108871218130e+02,2.917245067390815620e+02,2.123331715796661001e+02,2.395439357312712048e+02,1.644282289862736093e+02,4.998091576524998914e+01,2.595349848998944253e+02,2.851489643598019370e+02,2.381136778457424725e+02,2.609652427822403524e+02,2.410862714597805336e+02
1.168000000000000000e+03,3.329646889944767167e+02,2.927659901658177546e+02,2.070511902926417349e+02,2.413875943246337386e+02,1.603210984492192779e+02,5.061949721343459885e+01,2.615151476056384467e+02,2.799077225922538901e+02,2.399743653175437998e+02,2.629283767019915103e+02,2.369121654014649607e+02
1.169000000000000000e+03,3.298736233107106273e+02,2.937216721256992855e+02,2.073797652581525313e+02,2.439003826493924407e+02,1.596893183422387779e+02,5.058195582289133085e+01,2.637829574560202559e+02,2.807833397102797335e+02,2.424948331281888727e+02,2.651885069193603499e+02,2.367376037264031368e+02
1.170000000000000000e+03,3.294832371646313618e+02,2.939305178104594916e+02,2.072319551656147780e+02,2.465407203754638772e+02,1.584091388546314647e+02,4.971300649301510788e+01,2.651398853377579599e+02,2.820029081739404546e+02,2.451304017973719453e+02,2.665502039311808744e+02,2.368964841736352298e+02
1.171000000000000000e+03,3.319162397577518959e+02,2.937332758842826479e+02,2.100475855864839048e+02,2.452352499116403521e+02,1.595916147798291149e+02,4.877474098937720015e+01,2.642955189557474114e+02,2.848800729097421254e+02,2.438162035173378115e+02,2.657145652822887314e+02,2.381607431156766097e+02
1.172000000000000000e+03,3.365665217557847768e+02,2.929809402765408777e+02,2.144152083012903631e+02,2.453404873721047750e+02,1.642895288337742272e+02,4.972031626493940593e+01,2.632940087633337498e+02,2.881573962754412150e+02,2.439148428093349992e+02,2.647196534233418106e+02,2.419656006021019437e+02
1.173000000000000000e+03,3.423565764034953531e+02,2.919951290456729680e+02,2.181729272007340228e+02,2.423778207950183514e+02,1.666392638102404646e+02,4.984133956831259837e+01,2.607573167890408854e+02,2.907845143113244148e+02,2.409380646983726706e+02,2.621970730282177442e+02,2.436659040491135215e+02
1.174000000000000000e+03,3.477552318303930861e+02,2.910568986814433856e+02,2.206558423439559817e+02,2.394030596420361121e+02,1.671352672722320278e+02,4.847106928363055545e+01,2.585606628843933663e+02,2.932104908303302295e+02,2.379399571821756467e+02,2.600237653973341025e+02,2.444311121918728134e+02
1.175000000000000000e+03,3.511677614972420542e+02,2.903245398988424313e+02,2.228542560563970767e+02,2.386909626583557724e+02,1.684955128911693691e+02,4.827955898218806396e+01,2.575316802917750465e+02,2.960205575228864632e+02,2.372072104393681116e+02,2.590154325262697625e+02,2.464359894601877841e+02
1.176000000000000000e+03,3.515032055601481034e+02,2.900282120244244766e+02,2.242096531890636584e+02,2.385885155637534467e+02,1.683036935320384373e+02,4.798861585289462539e+01,2.574970948933336672e+02,2.980547461552525874e+02,2.371081330205878999e+02,2.589774773942704655e+02,2.468704506235716281e+02
1.177000000000000000e+03,3.487915157855871371e+02,2.904696757273271714e+02,2.233940898966461361e+02,2.405923181294405993e+02,1.700289948567862552e+02,4.861002124028407678e+01,2.589750369542524027e+02,2.970870436474256167e+02,2.391199331131664962e+02,2.604474220394002941e+02,2.481912440488412983e+02
1.178000000000000000e+03,3.438926921644825256e+02,2.911467369206939679e+02,2.194016509862803730e+02,2.407265286090441805e+02,1.685775623569587651e+02,4.983866897255835937e+01,2.597787937456603800e+02,2.924908261243638208e+02,2.392755613799507728e+02,2.612297609801090630e+02,2.457856473743837284e+02
1.179000000000000000e+03,3.380461108871218130e+02,2.918162273256557455e+02,2.124067622710809928e+02,2.413943335161304731e+02,1.645999976149259112e+02,4.996647608859630907e+01,2.603645553610928687e+02,2.853712143436515589e+02,2.399645356146372137e+02,2.617943532126628270e+02,2.414477738652037999e+02
1.180000000000000000e+03,3.329646889944767167e+02,2.928492992474594985e+02,2.076701078667992988e+02,2.412936375970546692e+02,1.607987245222865909e+02,5.064742728517372683e+01,2.615260635567798886e+02,2.803084819198869582e+02,2.398798969422011282e+02,2.629398042012771839e+02,2.371358208479310008e+02
1.181000000000000000e+03,3.298736233107106273e+02,2.935328438745887638e+02,2.073601250785110324e+02,2.433213335421753527e+02,1.584808981255448259e+02,4.988111802419101792e+01,2.632530208131100835e+02,2.808075751087030199e+02,2.419177092777150051e+02,2.646566451654135790e+02,2.357085003164051784e+02
1.182000000000000000e+03,3.294832371646313618e+02,2.939005293181225511e+02,2.076242663241149842e+02,2.451332892377899668e+02,1.586280196683673864e+02,4.960663658402214793e+01,2.644777441566862990e+02,2.823705671331472900e+02,2.437254239561748363e+02,2.658856094145870657e+02,2.370551734169152667e+02
1.183000000000000000e+03,3.319162397577518959e+02,2.936370909651753891e+02,2.102739577104429145e+02,2.455138121207935740e+02,1.596618034053952613e+02,4.856109626012615621e+01,2.642876085418664616e+02,2.849680376361732783e+02,2.440980428135976013e+02,2.657033778183253503e+02,2.381202247775413809e+02
1.184000000000000000e+03,3.365665217557847768e+02,2.928906086150204828e+02,2.146643888764615156e+02,2.438473115687486654e+02,1.631397879831631315e+02,4.906476888535117098e+01,2.625479964864653084e+02,2.884077919816594999e+02,2.424263241695433067e+02,2.639689837991817285e+02,2.408878838480474087e+02
1.185000000000000000e+03,3.423565764034953531e+02,2.918544661260038993e+02,2.186970858810061884e+02,2.411599965391485227e+02,1.669891942008604815e+02,4.988512907266712659e+01,2.600475853829999551e+02,2.912391359688327839e+02,2.397265726181650791e+02,2.614810093708723002e+02,2.438888458057066941e+02
1.186000000000000000e+03,3.477552318303930861e+02,2.908839125010405837e+02,2.212848523105740242e+02,2.393199221908498657e+02,1.685327267528383004e+02,4.996028823034828292e+01,2.586071686141929149e+02,2.935062316787601731e+02,2.378586437109350129e+02,2.600684470926759104e+02,2.454390027536945240e+02
1.187000000000000000e+03,3.511677614972420542e+02,2.900368381489422518e+02,2.229844579801886653e+02,2.391924226502908368e+02,1.690588305085673255e+02,4.922932525034453022e+01,2.576741179474521459e+02,2.960422577898352756e+02,2.377045804360926695e+02,2.591619601517079445e+02,2.469082371338533335e+02
1.188000000000000000e+03,3.515032055601481034e+02,2.897958954711141928e+02,2.241493639633453654e+02,2.393429927446032082e+02,1.697009415543461159e+02,4.958021536814798225e+01,2.574883162333821929e+02,2.979639393608046589e+02,2.378505096567404564e+02,2.589807994368873096e+02,2.481784818893705449e+02
1.189000000000000000e+03,3.487915157855871371e+02,2.900245906651240375e+02,2.228480846380903984e+02,2.408313606738857686e+02,1.702988162692915921e+02,4.980255074813216254e+01,2.583226702033028346e+02,2.964157835078228231e+02,2.393549243725885276e+02,2.597991065376884876e+02,2.483612727992592966e+02
1.190000000000000000e+03,3.438926921644825256e+02,2.908389084749386484e+02,2.188491690929917013e+02,2.402051470278775867e+02,1.693984861463399625e+02,5.093140314900547594e+01,2.588643943459255183e+02,2.921965084247901814e+02,2.387508140479786221e+02,2.603187272623266608e+02,2.467752205481316139e+02
1.191000000000000000e+03,3.380461108871218130e+02,2.916463008509855399e+02,2.121370773283548488e+02,2.398739075916249419e+02,1.654105694933801374e+02,5.126609698365600565e+01,2.595175131826267716e+02,2.847226103605964909e+02,2.384481775089929556e+02,2.609432433272604612e+02,2.417004970867913585e+02
1.192000000000000000e+03,3.329646889944767167e+02,2.926910984737771173e+02,2.067646316898310772e+02,2.411138222613435005e+02,1.602684521345652513e+02,5.115407387133647887e+01,2.612149288450534641e+02,2.792802979850030169e+02,2.397039687592134953e+02,2.626247823406407065e+02,2.365593389830427782e+02
1.193000000000000000e+03,3.298736233107106273e+02,2.935475300177560030e+02,2.069510001831947648e+02,2.427647328343915092e+02,1.591106156084208578e+02,5.036160823107281459e+01,2.629939787161307549e+02,2.803284083122151742e+02,2.413618131302269205e+02,2.643968984604995285e+02,2.361894121445419614e+02
1.194000000000000000e+03,3.294832371646313618e+02,2.939396782206345051e+02,2.075334565010131769e+02,2.468006690124085480e+02,1.583784108857250885e+02,4.999918433875055968e+01,2.652792864140902793e+02,2.820482678229811881e+02,2.453952912283955357e+02,2.666846641946474392e+02,2.366837186268600419e+02
1.195000000000000000e+03,3.319162397577518959e+02,2.936202386142760474e+02,2.098521507093154526e+02,2.458609305504562315e+02,1.593824895842673186e+02,4.943475704242765545e+01,2.646431918794718285e+02,2.845320981037487513e+02,2.444440371493556938e+02,2.660600853503062240e+02,2.377394648396269758e+02
1.196000000000000000e+03,3.365665217557847768e+02,2.929521262308540486e+02,2.140330098673397572e+02,2.449215907681935391e+02,1.632686176450033884e+02,4.917581649055346560e+01,2.629830827308614971e+02,2.880046431393749913e+02,2.434954709043482239e+02,2.644092025618293178e+02,2.412564187789532753e+02
1.197000000000000000e+03,3.423565764034953531e+02,2.918742989338573466e+02,2.187052914052365509e+02,2.417873838209779365e+02,1.667924854479263388e+02,5.014500037593817439e+01,2.603002817047146209e+02,2.911444263190867900e+02,2.403460992396086056e+02,2.617415663696132810e+02,2.436640162738774222e+02
1.198000000000000000e+03,3.477552318303930861e+02,2.909200283503872129e+02,2.213387770981019571e+02,2.387278779145244982e+02,1.689129535558220425e+02,4.958390436271411517e+01,2.582371366302930369e+02,2.936707399442806832e+02,2.372650393375029410e+02,2.596999751845852984e+02,2.458149864407164955e+02
1.199000000000000000e+03,3.511677614972420542e+02,2.901757049115248037e+02,2.233134741237101935e+02,2.388383294185513535e+02,1.693939946628713358e+02,4.892237859583808302e+01,2.576648830575353486e+02,2.964158678007572689e+02,2.373547407171098484e+02,2.591484716654174463e+02,2.472289010519203885e+02
1.200000000000000000e+03,3.515032055601481034e+02,2.899778188726969006e+02,2.242094984963433149e+02,2.395083594355005232e+02,1.692831385931515342e+02,4.868699391206013161e+01,2.577470885290080105e+02,2.981516584668734708e+02,2.380189175950331162e+02,2.592365303117683197e+02,2.479365252945516147e+02
1.201000000000000000e+03,3.487915157855871371e+02,2.900783807919697210e+02,2.231718990456483880e+02,2.406537496791854664e+02,1.698506410781399438e+02,4.957082838728293694e+01,2.585251289588162535e+02,2.966738768361715302e+02,2.391735104994706376e+02,2.600053682419354004e+02,2.478621741892626460e+02
1.202000000000000000e+03,3.438926921644825256e+02,2.909216521691009234e+02,2.194040250227639604e+02,2.402419029931585897e+02,1.697858127752899691e+02,5.088660791023782792e+01,2.590397569050327888e+02,2.924332549525348099e+02,2.387890465365016155e+02,2.604926133611918999e+02,2.468648018039584713e+02
1.203000000000000000e+03,3.380461108871218130e+02,2.918364145586766654e+02,2.126666102620511367e+02,2.402246417691621616e+02,1.655847718415673739e+02,5.121579925895913732e+01,2.596906886395977949e+02,2.853233713661032311e+02,2.387970805481570551e+02,2.611182498885914356e+02,2.420070556582015513e+02
1.204000000000000000e+03,3.329646889944767167e+02,2.926392341369720498e+02,2.066764727403604240e+02,2.412599214542054540e+02,1.608964730845210909e+02,5.120335509954465891e+01,2.610710195401311466e+02,2.793696654534904837e+02,2.398490918049248535e+02,2.624818491289360622e+02,2.372853710263330242e+02
1.205000000000000000e+03,3.298736233107106273e+02,2.935512904155989986e+02,2.057869025677650825e+02,2.435765775811073013e+02,1.586342301991695365e+02,5.036141326321747158e+01,2.633592026993542277e+02,2.795001251189170262e+02,2.421730501467150702e+02,2.647627300819804645e+02,2.360246792308155364e+02
1.206000000000000000e+03,3.294832371646313618e+02,2.939041490359895192e+02,2.070024515883805520e+02,2.465894404221804450e+02,1.581583748281086912e+02,4.953221196032127693e+01,2.651811737106709757e+02,2.818150065670997151e+02,2.451813493298064088e+02,2.665892647802566557e+02,2.367070325318037192e+02
1.207000000000000000e+03,3.319162397577518959e+02,2.936897137393811477e+02,2.102618929069533920e+02,2.455793440580332856e+02,1.602614339463754902e+02,4.894898722550614423e+01,2.641546560082559836e+02,2.848477627896822355e+02,2.441615651603734136e+02,2.655724348921164619e+02,2.385817166306690069e+02
