# Time (month),SOLIN (W/m2),TS (K),FSNSC (W/m2),FLUT (W/m2),FSNS (W/m2),FLNS (W/m2),FLNTC (W/m2),FSNTC (W/m2),FLNT (W/m2),FLUTC (W/m2),FSNT (W/m2)
5.170000000000000000e+02,3.487915157855871371e+02,2.899337344030149666e+02,2.240727980472791216e+02,2.387378097915176340e+02,1.713565388829367464e+02,5.041552116648695403e+01,2.575199258204206103e+02,2.970143363769059306e+02,2.372565198924645813e+02,2.590012156817619484e+02,2.487442568572121786e+02
5.180000000000000000e+02,3.438926921644825256e+02,2.906689118580313220e+02,2.196677509931363090e+02,2.398517758493595977e+02,1.698129912733120648e+02,5.163644980629861436e+01,2.587144862732440060e+02,2.922314567477318406e+02,2.383995833091186967e+02,2.601666788743900156e+02,2.464647346721742167e+02
5.190000000000000000e+02,3.380461108871218130e+02,2.915971918971942500e+02,2.133913216509118911e+02,2.396163013253555221e+02,1.661370448974936380e+02,5.189838004839373298e+01,2.593409920017522836e+02,2.857476844374552343e+02,2.381930005184711945e+02,2.607642926306997992e+02,2.422979667876051053e+02
5.200000000000000000e+02,3.329646889944767167e+02,2.924070518461728057e+02,2.072684359080915613e+02,2.407062532516010833e+02,1.605464354631563424e+02,5.113400617260995773e+01,2.609351556969934336e+02,2.797545679942269885e+02,2.392997959741124419e+02,2.623416130284330166e+02,2.366784138056593179e+02
5.210000000000000000e+02,3.298736233107106273e+02,2.933746116854753723e+02,2.069029240847461892e+02,2.437353759379080316e+02,1.586514663104838974e+02,5.020451160400254054e+01,2.632010121001210337e+02,2.803467933735386168e+02,2.423306070868246422e+02,2.646057809905504996e+02,2.358540009855852020e+02
5.220000000000000000e+02,3.294832371646313618e+02,2.936159711111387765e+02,2.075690267804312157e+02,2.450425919445295051e+02,1.584770718696024119e+02,4.971011626001462247e+01,2.643465882004270497e+02,2.822323397491673518e+02,2.436353261708227080e+02,2.657538539270535125e+02,2.367561590518387789e+02
5.230000000000000000e+02,3.319162397577518959e+02,2.932954944372609702e+02,2.105665092319746634e+02,2.448721292352049943e+02,1.604972806652514237e+02,4.912760049730777467e+01,2.635993778485234316e+02,2.848859696992869317e+02,2.434572385120138165e+02,2.650142685774811753e+02,2.384412463986823241e+02
5.240000000000000000e+02,3.365665217557847768e+02,2.927154581201138512e+02,2.148095830966308313e+02,2.442601251616605396e+02,1.645206511195642634e+02,5.004452290609439302e+01,2.622494940797556069e+02,2.881411931340481374e+02,2.428350926029185928e+02,2.636745265860786276e+02,2.418459888748772926e+02
5.250000000000000000e+02,3.423565764034953531e+02,2.916268732822868515e+02,2.186318087164505926e+02,2.404823165072100153e+02,1.671715486315227963e+02,5.022921179358547761e+01,2.592761470479213699e+02,2.909158762339308169e+02,2.390407280107326358e+02,2.607177355729874080e+02,2.438365409487447835e+02
5.260000000000000000e+02,3.477552318303930861e+02,2.908942764819587410e+02,2.209881962503828277e+02,2.387761756910311419e+02,1.685232703044248979e+02,4.965561460928331883e+01,2.581138577964744059e+02,2.930416104820528744e+02,2.373159836352346304e+02,2.595740498185632532e+02,2.452225299076698377e+02
5.270000000000000000e+02,3.511677614972420542e+02,2.899677943403001450e+02,2.234524699046973240e+02,2.369325705239936042e+02,1.691636617996931591e+02,4.877505726766884919e+01,2.563122882860992604e+02,2.961456453445098873e+02,2.354502461415713697e+02,2.577946125650979639e+02,2.466363351616199111e+02
5.280000000000000000e+02,3.515032055601481034e+02,2.897768789823480233e+02,2.247179828519101648e+02,2.390723498191110536e+02,1.694208954950528607e+02,4.905342527017831600e+01,2.575205701354747703e+02,2.978967818655128781e+02,2.375866018228495022e+02,2.590063182655368337e+02,2.474203212931445535e+02
5.290000000000000000e+02,3.487915157855871371e+02,2.902204890605687524e+02,2.237126541059878946e+02,2.397532908669766698e+02,1.696873967651163468e+02,4.944821883607819046e+01,2.581506452025720364e+02,2.969158412092477306e+02,2.382817053902293765e+02,2.596222307265690006e+02,2.474851449749560004e+02
5.300000000000000000e+02,3.438926921644825256e+02,2.908847459243718276e+02,2.195821234642642708e+02,2.396471703762844641e+02,1.686070385450092886e+02,5.012643874912436104e+01,2.587366970846769050e+02,2.926730532080458147e+02,2.382019403564749211e+02,2.601819271581592830e+02,2.458819196794765389e+02
5.310000000000000000e+02,3.380461108871218130e+02,2.916335800363967792e+02,2.125990705047365736e+02,2.402240509734926377e+02,1.645552894139773059e+02,5.035751043039815755e+01,2.597348635331774744e+02,2.852528633874358093e+02,2.387998913905405232e+02,2.611590230396640209e+02,2.411227495936003038e+02
5.320000000000000000e+02,3.329646889944767167e+02,2.926005489078913797e+02,2.075783772112806673e+02,2.402919812743548107e+02,1.608509327198031258e+02,5.068709447702544679e+01,2.607493578513453940e+02,2.800707020331710737e+02,2.388789311356811140e+02,2.621624080411066871e+02,2.369827845309851000e+02
5.330000000000000000e+02,3.298736233107106273e+02,2.934587253638417224e+02,2.075536382075185315e+02,2.424839793948513602e+02,1.597950075769821012e+02,4.996782862280469573e+01,2.628793072661191559e+02,2.808013315736652089e+02,2.410810223559877556e+02,2.642822643900029220e+02,2.365764942243266375e+02
5.340000000000000000e+02,3.294832371646313618e+02,2.938614515212475453e+02,2.075481772248832328e+02,2.461939592729358424e+02,1.589049439178579348e+02,4.949982406541194280e+01,2.648774521546197889e+02,2.823565772504925917e+02,2.447876228681901694e+02,2.662837885757215304e+02,2.373155961943668046e+02
5.350000000000000000e+02,3.319162397577518959e+02,2.936350323580794566e+02,2.097488723896660758e+02,2.460526169798012859e+02,1.587744027572675236e+02,4.882101238342281135e+01,2.645869042879585891e+02,2.846154095938340447e+02,2.446338417859521428e+02,2.660056793745066557e+02,2.373483429076879077e+02
5.360000000000000000e+02,3.365665217557847768e+02,2.928399095247555692e+02,2.141135631534034758e+02,2.457808341041513813e+02,1.637356939619606067e+02,4.974400506326439597e+01,2.632035708615832732e+02,2.879664903726674652e+02,2.443522311108797851e+02,2.646321737929027336e+02,2.416329531165194453e+02
5.370000000000000000e+02,3.423565764034953531e+02,2.918582159527744579e+02,2.180116190926755166e+02,2.422328356935633167e+02,1.667094094617866062e+02,4.961700967292232889e+01,2.603640255332402944e+02,2.906003963978555475e+02,2.407893503572909992e+02,2.618075107554037686e+02,2.437226102395529495e+02
5.380000000000000000e+02,3.477552318303930861e+02,2.909328596900850243e+02,2.204560793570870771e+02,2.387341211515442296e+02,1.674730823679254001e+02,4.899357040295689103e+01,2.580397944592013459e+02,2.927447166527875311e+02,2.372728820304968451e+02,2.595010335107147057e+02,2.444375277375653184e+02
5.390000000000000000e+02,3.511677614972420542e+02,2.902976437224313599e+02,2.227162129965693680e+02,2.384901810046798118e+02,1.670457867018303943e+02,4.737748220355614137e+01,2.576928330418226665e+02,2.958667387936002910e+02,2.370102476871887234e+02,2.591727662815845292e+02,2.451915062833738546e+02
5.400000000000000000e+02,3.515032055601481034e+02,2.901230285988374362e+02,2.242014747506180470e+02,2.401548312709421111e+02,1.688760721083088470e+02,4.817027838814599505e+01,2.581658593482960669e+02,2.979525396407536277e+02,2.386665124140095600e+02,2.596541781161233189e+02,2.474757565009633993e+02
5.410000000000000000e+02,3.487915157855871371e+02,2.902332643069947835e+02,2.233077965961495579e+02,2.396484951035172344e+02,1.699358489050204639e+02,4.871114331796045605e+01,2.580231496863304983e+02,2.967996650915906685e+02,2.381730206545794601e+02,2.594986241814716550e+02,2.479442502599328577e+02
5.420000000000000000e+02,3.438926921644825256e+02,2.909512268664545331e+02,2.192075142512937873e+02,2.403730214433002743e+02,1.678950122859614851e+02,4.917157500600607989e+01,2.592398730516550245e+02,2.924420943111858833e+02,2.389304946775268093e+02,2.606823998765216857e+02,2.453773344015479267e+02
5.430000000000000000e+02,3.380461108871218130e+02,2.917876834891794715e+02,2.130537484719395991e+02,2.407269031196826177e+02,1.647630785707508210e+02,4.997205230961438360e+01,2.601940839732954487e+02,2.856170062159970371e+02,2.393056723882611436e+02,2.616153147532062917e+02,2.411725207112522185e+02
5.440000000000000000e+02,3.329646889944767167e+02,2.926757878472156449e+02,2.075683635112486343e+02,2.406350482678524827e+02,1.601303044632779802e+02,4.974124280108357254e+01,2.610266575906749722e+02,2.802036259821778117e+02,2.392233765296910235e+02,2.624383292804496932e+02,2.364999893016153294e+02
5.450000000000000000e+02,3.298736233107106273e+02,2.935564835919819302e+02,2.072022755415972028e+02,2.428836754734185206e+02,1.591869297065528315e+02,4.972736583523223430e+01,2.629780251989539011e+02,2.807449494514722801e+02,2.414788811003718934e+02,2.643828195273796382e+02,2.364024264736355860e+02
5.460000000000000000e+02,3.294832371646313618e+02,2.937661644228031719e+02,2.073346680462985034e+02,2.450665866272279345e+02,1.579972206503292682e+02,4.886368854057994326e+01,2.644187747229214551e+02,2.821164878441173300e+02,2.436606617539784736e+02,2.658246997326409087e+02,2.364068399426301426e+02
5.470000000000000000e+02,3.319162397577518959e+02,2.934546894191626620e+02,2.104268681399106526e+02,2.453794784510081399e+02,1.598285497866582432e+02,4.811897270284786288e+01,2.640524355264424798e+02,2.848686358954988691e+02,2.439710077553031908e+02,2.654609061273665702e+02,2.380153937089606586e+02
5.480000000000000000e+02,3.365665217557847768e+02,2.925952439840309580e+02,2.153585023800457350e+02,2.426385776567420862e+02,1.628134831023750451e+02,4.772835945756415299e+01,2.615323632378900243e+02,2.886442972573419752e+02,2.412131077499170999e+02,2.629578331851494113e+02,2.402166393899426566e+02
5.490000000000000000e+02,3.423565764034953531e+02,2.917128805025138831e+02,2.188183317317024432e+02,2.408232279883761180e+02,1.660580270779211105e+02,4.915105105393926976e+01,2.598148824853140582e+02,2.911381868763808143e+02,2.393834607237468788e+02,2.612546497083787358e+02,2.429028634407490017e+02
5.500000000000000000e+02,3.477552318303930861e+02,2.907109760789430197e+02,2.207554389961030950e+02,2.389080411128374806e+02,1.674526556478728310e+02,4.935407896357127555e+01,2.580446392213703461e+02,2.929373799699171741e+02,2.374450537548549107e+02,2.595076264295439614e+02,2.444149776658279336e+02
5.510000000000000000e+02,3.511677614972420542e+02,2.899039663522606247e+02,2.229968600112101171e+02,2.385703796602848570e+02,1.678742569220154621e+02,4.834976145977393003e+01,2.570787439332030999e+02,2.957727422767175085e+02,2.370820155236714015e+02,2.585671080880936188e+02,2.455911548781716647e+02
5.520000000000000000e+02,3.515032055601481034e+02,2.894807353074269258e+02,2.249218905213766675e+02,2.380200716513878376e+02,1.695673577385415172e+02,4.912591124246199570e+01,2.565251439079318061e+02,2.982061834370638849e+02,2.365237743646322883e+02,2.580214411512329775e+02,2.477068955272399933e+02
5.530000000000000000e+02,3.487915157855871371e+02,2.897362264669818046e+02,2.234398105803478529e+02,2.394595238741074752e+02,1.702397014394576047e+02,5.013963806136732160e+01,2.574084484380551885e+02,2.966895659763737854e+02,2.379803560560524431e+02,2.588876162327576935e+02,2.480825398906992234e+02
5.540000000000000000e+02,3.438926921644825256e+02,2.905884790450194259e+02,2.195061128043445535e+02,2.390179018749176407e+02,1.690920228780629770e+02,5.083042482284508168e+01,2.581351902977507962e+02,2.922175293927593316e+02,2.375650052654870592e+02,2.595880868645363080e+02,2.459121779679145732e+02
5.550000000000000000e+02,3.380461108871218130e+02,2.915245751379576973e+02,2.133479125689234195e+02,2.393355676169257720e+02,1.657867325280305977e+02,5.167478361871153680e+01,2.592364237993951974e+02,2.854855706901049075e+02,2.379094866313115233e+02,2.606625048131570566e+02,2.417537925012588573e+02
5.560000000000000000e+02,3.329646889944767167e+02,2.924652129083254408e+02,2.077507380690522041e+02,2.401837203588121383e+02,1.612895245616846012e+02,5.155639994508860013e+01,2.607479083780437463e+02,2.801423429482907181e+02,2.387761786810963542e+02,2.621554500516339203e+02,2.373323047630833571e+02
5.570000000000000000e+02,3.298736233107106273e+02,2.932995586751597443e+02,2.063948748086971818e+02,2.430952901421659647e+02,1.588222745467143113e+02,5.092699711396255680e+01,2.629710190095358939e+02,2.801106914752157877e+02,2.416946068153329463e+02,2.643717024157815558e+02,2.361987614845713495e+02
5.580000000000000000e+02,3.294832371646313618e+02,2.936195239671969830e+02,2.074087168751568413e+02,2.451806568082274964e+02,1.580964732898901559e+02,4.970964483301685277e+01,2.642127167695780940e+02,2.818828549311941742e+02,2.437761274886777585e+02,2.656172460616093076e+02,2.362915786999588192e+02
5.590000000000000000e+02,3.319162397577518959e+02,2.934039594117441538e+02,2.107649374638735367e+02,2.446998507151202489e+02,1.598920644898780949e+02,4.894231046738137536e+01,2.638901161290690425e+02,2.849062613240643600e+02,2.432901476814043349e+02,2.652998191805817214e+02,2.377997838076534833e+02
5.600000000000000000e+02,3.365665217557847768e+02,2.925625700260346775e+02,2.154283586899721854e+02,2.429212051495542255e+02,1.647744178303398996e+02,4.934429688716750917e+01,2.616007531616990605e+02,2.884737097127095353e+02,2.414997555760363070e+02,2.630222028085987631e+02,2.418011846059567915e+02
5.610000000000000000e+02,3.423565764034953531e+02,2.914757659292163794e+02,2.183007733201563667e+02,2.409073512787320226e+02,1.672038985550137795e+02,5.024219792959579678e+01,2.594306003607190405e+02,2.906098036572410592e+02,2.394683539613197070e+02,2.608695977408623321e+02,2.438374584433604468e+02
5.620000000000000000e+02,3.477552318303930861e+02,2.904672005498389922e+02,2.209286075896798991e+02,2.381852847104366901e+02,1.675564867560887592e+02,4.959740601084600087e+01,2.576603638943844885e+02,2.927321126151755948e+02,2.367194455348778774e+02,2.591262030974476716e+02,2.440858123744817760e+02
5.630000000000000000e+02,3.511677614972420542e+02,2.895514569563918030e+02,2.229756430870542090e+02,2.378047177771976237e+02,1.682588224749646031e+02,4.896603708214031769e+01,2.566017465152033878e+02,2.954160548872451955e+02,2.363209712590612526e+02,2.580854930714518218e+02,2.456265122610479068e+02
5.640000000000000000e+02,3.515032055601481034e+02,2.893053951519124212e+02,2.245277802728408005e+02,2.380627395022667940e+02,1.696005677580587303e+02,4.894265363311815520e+01,2.564005478273571725e+02,2.976192761577905799e+02,2.365711532378434754e+02,2.578921339915850695e+02,2.474779078000478023e+02
5.650000000000000000e+02,3.487915157855871371e+02,2.896459889694957610e+02,2.233283931734404177e+02,2.388591277727066711e+02,1.706652211277808817e+02,5.001069112310931075e+01,2.569201615944845685e+02,2.963393252931435882e+02,2.373796065428388147e+02,2.583996828383961883e+02,2.481956817969992812e+02
5.660000000000000000e+02,3.438926921644825256e+02,2.905317135263090904e+02,2.198898485224485455e+02,2.390239087324950447e+02,1.694557190743501849e+02,5.067824827272357879e+01,2.581227396594816241e+02,2.923794507344817362e+02,2.375707680445744074e+02,2.595758804255410723e+02,2.460389189628084239e+02
5.670000000000000000e+02,3.380461108871218130e+02,2.914371925952517017e+02,2.132004629364405446e+02,2.386739091082101254e+02,1.652311233234933070e+02,5.078040636858640511e+01,2.589311081478452934e+02,2.854565192851090387e+02,2.372463732870778870e+02,2.603586439345158396e+02,2.412681089574772386e+02
5.680000000000000000e+02,3.329646889944767167e+02,2.923775124716877372e+02,2.075547055622535026e+02,2.401136697668235627e+02,1.608175350362532185e+02,5.096068193758767251e+01,2.605586241964453507e+02,2.798140044445640910e+02,2.387038492429084329e+02,2.619684447009984183e+02,2.367597652700534638e+02
5.690000000000000000e+02,3.298736233107106273e+02,2.931006548909127787e+02,2.062452793016446719e+02,2.425216305054757129e+02,1.585268313360390096e+02,5.067575399885684106e+01,2.623230633494455333e+02,2.797420575248616501e+02,2.411177324910898392e+02,2.637269613521140741e+02,2.357328741219348274e+02
5.700000000000000000e+02,3.294832371646313618e+02,2.935205921346610580e+02,2.074032769410878529e+02,2.449052924619640237e+02,1.582844482130627739e+02,5.003310352541991080e+01,2.642235309999304036e+02,2.818997641734782178e+02,2.434989191088542668e+02,2.656299043588917925e+02,2.364077488875217057e+02
5.710000000000000000e+02,3.319162397577518959e+02,2.934144616322310526e+02,2.103652940580070663e+02,2.451778915609962723e+02,1.604117429837311875e+02,4.939622797247865549e+01,2.639931597007671371e+02,2.847304655589686604e+02,2.437601974896113575e+02,2.654108536763138204e+02,2.384918345745660417e+02
5.720000000000000000e+02,3.365665217557847768e+02,2.927242114071042920e+02,2.150345264692764715e+02,2.443799174676091184e+02,1.651049230892599269e+02,5.020210199317228472e+01,2.625643255825139590e+02,2.882844486188419069e+02,2.429600463702077491e+02,2.639841967050930975e+02,2.422182794082387431e+02
5.730000000000000000e+02,3.423565764034953531e+02,2.916088405790636671e+02,2.181707456980844597e+02,2.413784664602952716e+02,1.672850640484876408e+02,5.075646948107144141e+01,2.599063376042237223e+02,2.905207071850343254e+02,2.399452228819153845e+02,2.613395810991070221e+02,2.439250925480286583e+02
5.740000000000000000e+02,3.477552318303930861e+02,2.906572363495089348e+02,2.208611050175303774e+02,2.392751009423005257e+02,1.686658310950824102e+02,5.010638014481454405e+01,2.580900371192371949e+02,2.927522274464529914e+02,2.378146552398677045e+02,2.595504827283294276e+02,2.452323958983658656e+02
5.750000000000000000e+02,3.511677614972420542e+02,2.899188943394655098e+02,2.233098532720526350e+02,2.381219358575702074e+02,1.687086673677018496e+02,4.957000814239703601e+01,2.572293006423290080e+02,2.957502148453730797e+02,2.366363230356488145e+02,2.587149134026834645e+02,2.459966484701168383e+02
5.760000000000000000e+02,3.515032055601481034e+02,2.897944365404889595e+02,2.248573269939099646e+02,2.390459538998424023e+02,1.695881254024926932e+02,4.903951999088169345e+01,2.574394286491738058e+02,2.979892532458272285e+02,2.375513822868796865e+02,2.589340003453082204e+02,2.475885797098034971e+02
5.770000000000000000e+02,3.487915157855871371e+02,2.900312933457783515e+02,2.238608665966314959e+02,2.396512155829751123e+02,1.707844404888828365e+02,5.035862607906344124e+01,2.580858460470810201e+02,2.967170153148513236e+02,2.381702334274117163e+02,2.595668280989191317e+02,2.481529272232357926e+02
5.780000000000000000e+02,3.438926921644825256e+02,2.906979529677202549e+02,2.199061091384690201e+02,2.396406934313604893e+02,1.693585793530807280e+02,5.054476733985098491e+01,2.586411258735570868e+02,2.925665767195371245e+02,2.381907059358923391e+02,2.600911134815413561e+02,2.461619395994155184e+02
5.790000000000000000e+02,3.380461108871218130e+02,2.914532904098462609e+02,2.131448731282360711e+02,2.394590883422530112e+02,1.652499996409872551e+02,5.132583281338865078e+01,2.591688312799884670e+02,2.854597534795012734e+02,2.380319811558509002e+02,2.605959384948733941e+02,2.414154828819410170e+02
5.800000000000000000e+02,3.329646889944767167e+02,2.925615503225577640e+02,2.081800534819520863e+02,2.405034788702599258e+02,1.615246351817763184e+02,5.157562565897441687e+01,2.609294845286206623e+02,2.802979004943923655e+02,2.390971749956319172e+02,2.623357883721645294e+02,2.373193881501147473e+02
5.810000000000000000e+02,3.298736233107106273e+02,2.933263868542612727e+02,2.069430300911747906e+02,2.427538681426563869e+02,1.589039529620660574e+02,5.049155901500021315e+01,2.628525038230365567e+02,2.804216950120359115e+02,2.413528898566978285e+02,2.642534820231877575e+02,2.360366252772543305e+02
5.820000000000000000e+02,3.294832371646313618e+02,2.936202568945810185e+02,2.072789644967183449e+02,2.452378571340095732e+02,1.574122978969229223e+02,4.891806503737243617e+01,2.642081319018433874e+02,2.819593754174886726e+02,2.438320480712542349e+02,2.656139409361232993e+02,2.358900127747448892e+02
5.830000000000000000e+02,3.319162397577518959e+02,2.934289754502900678e+02,2.103489645447025680e+02,2.453140831955681449e+02,1.598201132693453701e+02,4.948156949422522644e+01,2.639481232378126379e+02,2.846912178814666845e+02,2.438981478100896254e+02,2.653640587186872608e+02,2.378726941842245708e+02
5.840000000000000000e+02,3.365665217557847768e+02,2.926696501640400356e+02,2.143078973419113993e+02,2.443115016196553029e+02,1.641046916598105554e+02,5.008972226002612871e+01,2.624378703158143367e+02,2.879222829021213101e+02,2.428869990998043988e+02,2.638623728163240685e+02,2.416210405015420974e+02
5.850000000000000000e+02,3.423565764034953531e+02,2.916954638222516678e+02,2.184556629359850035e+02,2.407778545059584303e+02,1.663789741510591966e+02,4.989584215538813794e+01,2.597824446759847206e+02,2.906651980411547243e+02,2.393375186694913452e+02,2.612227805842631483e+02,2.430422313089306954e+02
5.860000000000000000e+02,3.477552318303930861e+02,2.907419075868370442e+02,2.205544073629573916e+02,2.380241461512414105e+02,1.673080450228456471e+02,4.905450526202361061e+01,2.575747465248529124e+02,2.927043699216575305e+02,2.365601348522083072e+02,2.590387579323500518e+02,2.441692190520864756e+02
5.870000000000000000e+02,3.511677614972420542e+02,2.902074004878601272e+02,2.226514040982204108e+02,2.383116327292676999e+02,1.674347495254079945e+02,4.829424232109582960e+01,2.574125298171302347e+02,2.954934446641527188e+02,2.368258504277469001e+02,2.588983121717491827e+02,2.451387751244271840e+02
5.880000000000000000e+02,3.515032055601481034e+02,2.901233015422614585e+02,2.247547245335901493e+02,2.396492673166947611e+02,1.680477872539364341e+02,4.838797994326541385e+01,2.581204297326916048e+02,2.980032027176471274e+02,2.381557615339721963e+02,2.596139354756443822e+02,2.462827174731968398e+02
5.890000000000000000e+02,3.487915157855871371e+02,2.902049265100828279e+02,2.235813104625336791e+02,2.404433991349641531e+02,1.694430870358243624e+02,4.942525297357464353e+01,2.587399236666225875e+02,2.968266794496603893e+02,2.389816417191667313e+02,2.602016810415608461e+02,2.472429108466964749e+02
5.900000000000000000e+02,3.438926921644825256e+02,2.908051794026740140e+02,2.196112483634910291e+02,2.406153827674532693e+02,1.685477893366854119e+02,4.946146147579565877e+01,2.593468913251970775e+02,2.925502928637151285e+02,2.391710229188625760e+02,2.607912512292845690e+02,2.456816590897513777e+02
5.910000000000000000e+02,3.380461108871218130e+02,2.917006640680106671e+02,2.131117619212758427e+02,2.403551743850512423e+02,1.652983406869624616e+02,5.050701887199019069e+01,2.597888103489220839e+02,2.855352571304918570e+02,2.389257509275222446e+02,2.612182339131297795e+02,2.415859365990998811e+02
5.920000000000000000e+02,3.329646889944767167e+02,2.925638388972336088e+02,2.076235842112831733e+02,2.409836125044857909e+02,1.610264005069381881e+02,5.108380239378661969e+01,2.610917144277395323e+02,2.798807783107773162e+02,2.395710142293496574e+02,2.625043126820394832e+02,2.369870338156224250e+02
5.930000000000000000e+02,3.298736233107106273e+02,2.933479637834713003e+02,2.068312400461982179e+02,2.423274026938509564e+02,1.588694654039465775e+02,5.025414142105231718e+01,2.625273206893087377e+02,2.802618572064835121e+02,2.409241482714964775e+02,2.639305750169302200e+02,2.359202396351208506e+02
5.940000000000000000e+02,3.294832371646313618e+02,2.937109458703145606e+02,2.070987599839842801e+02,2.453780492309263650e+02,1.579656178575277750e+02,4.906896231102686556e+01,2.645759223965617934e+02,2.819453880894822078e+02,2.439713428685641929e+02,2.659826287147847097e+02,2.364522123177790149e+02
5.950000000000000000e+02,3.319162397577518959e+02,2.934429886984049176e+02,2.100434239035916733e+02,2.454294837631266830e+02,1.597483083668774952e+02,4.872210441664239511e+01,2.639047999877336110e+02,2.847773687738269359e+02,2.440109580047203224e+02,2.653233257526570696e+02,2.382338688924696157e+02
5.960000000000000000e+02,3.365665217557847768e+02,2.926875807593186209e+02,2.145726217747105693e+02,2.436035482858301862e+02,1.630654628051855468e+02,4.876401738988542434e+01,2.619954436594856020e+02,2.881664702136171741e+02,2.421760443700173937e+02,2.634229475864186725e+02,2.407410619799728124e+02
5.970000000000000000e+02,3.423565764034953531e+02,2.916543623055311514e+02,2.184017976909208016e+02,2.416277844322448232e+02,1.663307888983694625e+02,5.004652802190443595e+01,2.600904158654187768e+02,2.906233706516968596e+02,2.401873725890340552e+02,2.615308276992383298e+02,2.429775968315203727e+02
5.980000000000000000e+02,3.477552318303930861e+02,2.906378598684216854e+02,2.205901001916411417e+02,2.381439434911279420e+02,1.670210547748984027e+02,4.899409708142938058e+01,2.575481128177264623e+02,2.927040473799042957e+02,2.366812159114967073e+02,2.590108404148590466e+02,2.438760347673703279e+02
5.990000000000000000e+02,3.511677614972420542e+02,2.899139035291647701e+02,2.227286133572727920e+02,2.376708544086001780e+02,1.682466495072168016e+02,4.852176392506761005e+01,2.567514349093641499e+02,2.955836173220549767e+02,2.361915207963967305e+02,2.582307684531635914e+02,2.459305825529611980e+02
6.000000000000000000e+02,3.515032055601481034e+02,2.897642641160248900e+02,2.246620685575853713e+02,2.382458279942161710e+02,1.686901723455034983e+02,4.802998730273825601e+01,2.569906979758119974e+02,2.978926247355684609e+02,2.367586807817402530e+02,2.584778451574667884e+02,2.467639251248147616e+02
6.010000000000000000e+02,3.487915157855871371e+02,2.900622335996671382e+02,2.234000427125331498e+02,2.395967178743385944e+02,1.688977001500343249e+02,4.830469089593683663e+01,2.576460262091335949e+02,2.967006102799248310e+02,2.381191073888470839e+02,2.591236367376668568e+02,2.468846237601423752e+02
6.020000000000000000e+02,3.438926921644825256e+02,2.906651862215118172e+02,2.197009182857184726e+02,2.396626400448786285e+02,1.685261858831504753e+02,4.979474702557241272e+01,2.584574834622522417e+02,2.925415261615098075e+02,2.382098410097235330e+02,2.599102824607237494e+02,2.455900269681546035e+02
6.030000000000000000e+02,3.380461108871218130e+02,2.916196598294539513e+02,2.125962128157795803e+02,2.407603196811403450e+02,1.658651434396325612e+02,5.136207015831573131e+01,2.597217514491436532e+02,2.852749984071816129e+02,2.393311495753516454e+02,2.611509216357197829e+02,2.423849885519607597e+02
6.040000000000000000e+02,3.329646889944767167e+02,2.926198542106216109e+02,2.080996821272028114e+02,2.410641866999889089e+02,1.620799016223129740e+02,5.154229601582051146e+01,2.610790708771710911e+02,2.804703831938028884e+02,2.396550139605043910e+02,2.624882436061067210e+02,2.380467034037008034e+02
6.050000000000000000e+02,3.298736233107106273e+02,2.934087843634135879e+02,2.072559323494635350e+02,2.429333369276604913e+02,1.592395991347416100e+02,5.032400783818823697e+01,2.629962826092366299e+02,2.808369986438104320e+02,2.415332195259633465e+02,2.643963999875427930e+02,2.364099207535818152e+02
6.060000000000000000e+02,3.294832371646313618e+02,2.937760408176191049e+02,2.072547504409310193e+02,2.459344378872924892e+02,1.581383272384138365e+02,4.935647929763273822e+01,2.648001656224604403e+02,2.821238591620784746e+02,2.445291056796087048e+02,2.662054977350391027e+02,2.367718894369680811e+02
6.070000000000000000e+02,3.319162397577518959e+02,2.934553753134734961e+02,2.104412511358332551e+02,2.450814906425651145e+02,1.601792304243737135e+02,4.876686785759340381e+01,2.637445181715677336e+02,2.849346721775474975e+02,2.436674047412013806e+02,2.651586041226915995e+02,2.384030447076945336e+02
6.080000000000000000e+02,3.365665217557847768e+02,2.927198712941578833e+02,2.149981728203566718e+02,2.435203937575126361e+02,1.639713863875107620e+02,4.938966539249915400e+01,2.620547252302142169e+02,2.884684807367558506e+02,2.420957026846110978e+02,2.634794164132246692e+02,2.414526233606750338e+02
6.090000000000000000e+02,3.423565764034953531e+02,2.917958341366366426e+02,2.185635794094427240e+02,2.414837844266338607e+02,1.660160935409466845e+02,5.000021994984893325e+01,2.603103116423717438e+02,2.907954480864146944e+02,2.400450317027880942e+02,2.617490643793076970e+02,2.427363927413647104e+02
6.100000000000000000e+02,3.477552318303930861e+02,2.909445057059459714e+02,2.212480212773167239e+02,2.394435720617771040e+02,1.688348578119722276e+02,4.974827334470323592e+01,2.583101230844236511e+02,2.932435195391943807e+02,2.379852209831435061e+02,2.597684741751529032e+02,2.455071178815603616e+02
6.110000000000000000e+02,3.511677614972420542e+02,2.900910602522629915e+02,2.237746348053753138e+02,2.379613217230269413e+02,1.691841216399668326e+02,4.893381776960383434e+01,2.571529756046714965e+02,2.964275235844717145e+02,2.364764720101964315e+02,2.586378252399884445e+02,2.467044148454715469e+02
6.120000000000000000e+02,3.515032055601481034e+02,2.896460293980560436e+02,2.248704206112147403e+02,2.382824791690223378e+02,1.692904456131184077e+02,4.825379328475812457e+01,2.568735584787913808e+02,2.981734147759856910e+02,2.367961574376995486e+02,2.583598802357599311e+02,2.473948737305883299e+02
